tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id,winner2_id,winner_seed,winner_entry,loser1_id,loser2_id,loser_seed,loser_entry,score,best_of,round,winner1_name,winner1_hand,winner1_ht,winner1_ioc,winner1_age,winner2_name,winner2_hand,winner2_ht,winner2_ioc,winner2_age,loser1_name,loser1_hand,loser1_ht,loser1_ioc,loser1_age,loser2_name,loser2_hand,loser2_ht,loser2_ioc,loser2_age,winner1_rank,winner1_rank_points,winner2_rank,winner2_rank_points,loser1_rank,loser1_rank_points,loser2_rank,loser2_rank_points,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2008-1720,Bangkok,Hard,28,A,20080922,292,103498,104999,,,102388,102382,2,,6-3 6-4,3,R16,Marat Safin,R,193,RUS,28.6543463381,Mischa Zverev,L,190,GER,21.0869267625,Simon Aspelin,R,185,SWE,34.3682409309,Julian Knowle,L,188,AUT,34.4010951403,183,325,89,723,14,2080,15,2040,,,,,,,,,,,,,,,,,,,,
2008-1720,Bangkok,Hard,28,A,20080922,291,102963,104332,3,,103821,105579,,WC,7-5 6-3,3,R16,Robert Lindstedt,R,190,SWE,31.5126625599,Philipp Petzschner,R,185,GER,24.4982888433,Danai Udomchoke,R,173,THA,27.1156741958,Kittipong Wachiramanowong,R,183,THA,18.2450376454,21,1860,44,1097,226,264,,,,,,,,,,,,,,,,,,,,,,
2008-1720,Bangkok,Hard,28,A,20080922,290,103822,103718,,,103781,103813,4,,6-2 7-6,3,R16,Scott Lipsky,R,185,USA,27.1074606434,David Martin,L,185,USA,27.5811088296,Jurgen Melzer,L,183,AUT,27.3374401095,Jarkko Nieminen,L,185,FIN,27.1676933607,62,970,64,945,36,1328,61,986,,,,,,,,,,,,,,,,,,,,
2008-1720,Bangkok,Hard,28,A,20080922,289,103898,103917,,,103920,103921,,,4-6 7-5 10-6,3,R16,Julien Benneteau,R,185,FRA,26.7570157426,Nicolas Mahut,R,190,FRA,26.6694045175,Sanchai Ratiwatana,R,175,THA,26.6639288159,Sonchat Ratiwatana,R,175,THA,26.6639288159,45,1070,56,1015,75,879,75,879,,,,,,,,,,,,,,,,,,,,
2008-1720,Bangkok,Hard,28,A,20080922,288,104607,104620,,,103459,102751,,,6-3 6-3,3,R16,Tomas Berdych,R,196,CZE,23.0143737166,Simone Bolelli,R,183,ITA,22.9568788501,Jordan Kerr,R,180,AUS,28.9089664613,Todd Perry,R,175,AUS,32.5174537988,202,300,138,425,26,1705,90,717,,,,,,,,,,,,,,,,,,,,
2008-1720,Bangkok,Hard,28,A,20080922,287,102148,104542,,,104925,105831,,WC,6-2 6-2,3,R16,Fabrice Santoro,R,178,FRA,35.7864476386,Jo Wilfried Tsonga,R,188,FRA,23.4332648871,Novak Djokovic,R,188,SRB,21.3388090349,Marko Djokovic,R,,SRB,17.0924024641,87,740,80,825,567,75,,,,,,,,,,,,,,,,,,,,,,
2008-1720,Bangkok,Hard,28,A,20080922,286,104417,102836,,,104792,104678,,,6-4 7-6,3,R16,Robin Soderling,R,193,SWE,24.1067761807,Rogier Wassen,R,190,NED,32.1204654346,Gael Monfils,R,193,FRA,22.0588637919,Viktor Troicki,R,193,SRB,22.6146475017,148,400,35,1340,,,128,476,,,,,,,,,,,,,,,,,,,,
2008-2276,Zagreb,Hard,32,A,20080225,300,103080,103459,1,,103577,102836,2,,6-3 3-6 10-8,3,F,Paul Hanley,R,183,AUS,30.2861054073,Jordan Kerr,R,180,AUS,28.334017796,Christopher Kas,R,188,GER,27.7015742642,Rogier Wassen,R,190,NED,31.5455167693,16,2645,28,1605,35,1318,30,1520,,,,,,,,,,,,,,,,,,,,
2008-2276,Zagreb,Hard,32,A,20080225,299,103080,103459,1,,103859,104583,,,6-3 6-2,3,SF,Paul Hanley,R,183,AUS,30.2861054073,Jordan Kerr,R,180,AUS,28.334017796,James Cerretani,L,185,USA,26.3983572895,Filip Polasek,R,196,SVK,22.598220397,16,2645,28,1605,98,574,100,568,,,,,,,,,,,,,,,,,,,,
2008-2276,Zagreb,Hard,32,A,20080225,298,103577,102836,2,,103254,103580,4,,6-3 6-4,3,SF,Christopher Kas,R,188,GER,27.7015742642,Rogier Wassen,R,190,NED,31.5455167693,Yves Allegro,R,183,SUI,29.5058179329,Alexander Peya,R,183,AUT,27.6632443532,35,1318,30,1520,44,1106,61,900,,,,,,,,,,,,,,,,,,,,
2008-2276,Zagreb,Hard,32,A,20080225,297,103080,103459,1,,103582,104252,,,W/O,3,QF,Paul Hanley,R,183,AUS,30.2861054073,Jordan Kerr,R,180,AUS,28.334017796,Michael Berrer,L,193,GER,27.65229295,Florian Mayer,R,190,GER,24.3915126626,16,2645,28,1605,244,237,180,322,,,,,,,,,,,,,,,,,,,,
2008-2276,Zagreb,Hard,32,A,20080225,296,103577,102836,2,,103653,103630,,AL,6-4 7-6,3,QF,Christopher Kas,R,188,GER,27.7015742642,Rogier Wassen,R,190,NED,31.5455167693,Jasper Smit,R,,NED,27.2717316906,Martijn Van Haasteren,R,,AHO,27.4524298426,35,1318,30,1520,127,434,125,443,,,,,,,,,,,,,,,,,,,,
2008-2276,Zagreb,Hard,32,A,20080225,295,103254,103580,4,,103333,103735,,,6-4 6-3,3,QF,Yves Allegro,R,183,SUI,29.5058179329,Alexander Peya,R,183,AUT,27.6632443532,Ivo Karlovic,R,208,CRO,28.9911019849,Lovro Zovko,R,190,CRO,26.9404517454,44,1106,61,900,182,320,66,863,,,,,,,,,,,,,,,,,,,,
2008-2276,Zagreb,Hard,32,A,20080225,294,103859,104583,,,103573,104504,,,7-5 7-6,3,QF,James Cerretani,L,185,USA,26.3983572895,Filip Polasek,R,196,SVK,22.598220397,Rik De Voest,R,180,RSA,27.7234770705,Ross Hutchins,R,190,GBR,23.0061601643,98,574,100,568,69,817,86,663,,,,,,,,,,,,,,,,,,,,
2008-2276,Zagreb,Hard,32,A,20080225,293,103080,103459,1,,104386,104678,,,6-7 6-2 10-6,3,R16,Paul Hanley,R,183,AUS,30.2861054073,Jordan Kerr,R,180,AUS,28.334017796,Janko Tipsarevic,R,180,SRB,23.6769336071,Viktor Troicki,R,193,SRB,22.0396988364,16,2645,28,1605,702,46,248,231,,,,,,,,,,,,,,,,,,,,
2008-2276,Zagreb,Hard,32,A,20080225,292,103577,102836,2,,103115,102664,,,6-4 6-4,3,R16,Christopher Kas,R,188,GER,27.7015742642,Rogier Wassen,R,190,NED,31.5455167693,Tomas Cibulec,R,180,CZE,30.1108829569,Petr Pala,R,193,CZE,32.3997262149,35,1318,30,1520,67,833,92,613,,,,,,,,,,,,,,,,,,,,
2008-2276,Zagreb,Hard,32,A,20080225,291,103859,104583,,,103711,102881,3,,6-4 6-3,3,R16,James Cerretani,L,185,USA,26.3983572895,Filip Polasek,R,196,SVK,22.598220397,Jaroslav Levinsky,R,196,CZE,27.0362765229,David Skoch,R,183,CZE,31.3018480493,98,574,100,568,53,977,31,1429,,,,,,,,,,,,,,,,,,,,
2008-2276,Zagreb,Hard,32,A,20080225,290,103254,103580,4,,103538,103823,,,6-7 6-1 10-4,3,R16,Yves Allegro,R,183,SUI,29.5058179329,Alexander Peya,R,183,AUT,27.6632443532,James Auckland,R,,GBR,27.9014373717,Denis Gremelmayr,L,183,GER,26.5270362765,44,1106,61,900,101,565,383,129,,,,,,,,,,,,,,,,,,,,
2008-2276,Zagreb,Hard,32,A,20080225,289,103582,104252,,,104620,104312,,,7-6 4-6 10-4,3,R16,Michael Berrer,L,193,GER,27.65229295,Florian Mayer,R,190,GER,24.3915126626,Simone Bolelli,R,183,ITA,22.3819301848,Andreas Seppi,R,190,ITA,24.0109514031,244,237,180,322,183,316,215,271,,,,,,,,,,,,,,,,,,,,
2008-2276,Zagreb,Hard,32,A,20080225,288,103573,104504,,,104471,105015,,WC,6-4 6-4,3,R16,Rik De Voest,R,180,RSA,27.7234770705,Ross Hutchins,R,190,GBR,23.0061601643,Ivan Dodig,R,183,CRO,23.1457905544,Franco Skugor,R,193,CRO,20.4325804244,69,817,86,663,164,339,516,79,,,,,,,,,,,,,,,,,,,,
2008-2276,Zagreb,Hard,32,A,20080225,287,103333,103735,,,105254,109371,,WC,6-7 6-4 10-8,3,R16,Ivo Karlovic,R,208,CRO,28.9911019849,Lovro Zovko,R,190,CRO,26.9404517454,Nikola Mektic,R,,CRO,19.1704312115,Ivan Zovko,R,,CRO,19.7973990418,182,320,66,863,747,40,1219,8,,,,,,,,,,,,,,,,,,,,
2008-2276,Zagreb,Hard,32,A,20080225,286,103653,103630,,AL,104559,104198,,,6-7 7-5 10-4,3,R16,Jasper Smit,R,,NED,27.2717316906,Martijn Van Haasteren,R,,AHO,27.4524298426,Teymuraz Gabashvili,R,188,RUS,22.7597535934,Guillermo Garcia Lopez,R,188,ESP,24.7282683094,127,434,125,443,197,295,172,330,,,,,,,,,,,,,,,,,,,,
2008-301,Auckland,Hard,32,A,20080107,300,103632,104338,,,103598,103781,,,6-4 3-6 10-7,3,F,Luis Horna,R,180,PER,27.3127994524,Juan Monaco,R,185,ARG,23.7754962355,Xavier Malisse,R,185,BEL,27.4688569473,Jurgen Melzer,L,183,AUT,26.6283367556,107,494,287,185,307,175,48,1070,,,,,,,,,,,,,,,,,,,,
2008-301,Auckland,Hard,32,A,20080107,299,103632,104338,,,104597,103373,,,6-2 6-4,3,SF,Luis Horna,R,180,PER,27.3127994524,Juan Monaco,R,185,ARG,23.7754962355,Nicolas Almagro,R,183,ESP,22.379192334,Sergio Roitman,R,185,ARG,28.6461327858,107,494,287,185,99,585,174,329,,,,,,,,,,,,,,,,,,,,
2008-301,Auckland,Hard,32,A,20080107,298,103598,103781,,,102979,103711,,,6-3 6-4,3,SF,Xavier Malisse,R,185,BEL,27.4688569473,Jurgen Melzer,L,183,AUT,26.6283367556,Jeff Coetzee,R,173,RSA,30.7022587269,Jaroslav Levinsky,R,196,CZE,26.9021218344,307,175,48,1070,28,1685,40,1190,,,,,,,,,,,,,,,,,,,,
2008-301,Auckland,Hard,32,A,20080107,297,104597,103373,,,104368,103718,,WC,6-1 7-6,3,QF,Nicolas Almagro,R,183,ESP,22.379192334,Sergio Roitman,R,185,ARG,28.6461327858,Daniel King Turner,R,190,NZL,23.6468172485,David Martin,L,185,USA,26.8720054757,99,585,174,329,214,264,70,822,,,,,,,,,,,,,,,,,,,,
2008-301,Auckland,Hard,32,A,20080107,296,102979,103711,,,102984,102963,,,7-6 6-4,3,QF,Jeff Coetzee,R,173,RSA,30.7022587269,Jaroslav Levinsky,R,196,CZE,26.9021218344,Martin Garcia,R,190,ARG,30.6830937714,Robert Lindstedt,R,190,SWE,30.803559206,28,1685,40,1190,35,1375,43,1150,,,,,,,,,,,,,,,,,,,,
2008-301,Auckland,Hard,32,A,20080107,295,103632,104338,,,102886,103735,,,6-3 6-2,3,QF,Luis Horna,R,180,PER,27.3127994524,Juan Monaco,R,185,ARG,23.7754962355,Frantisek Cermak,R,193,CZE,31.1457905544,Lovro Zovko,R,190,CRO,26.8062970568,107,494,287,185,33,1460,61,904,,,,,,,,,,,,,,,,,,,,
2008-301,Auckland,Hard,32,A,20080107,294,103598,103781,,,103169,103656,,,7-5 6-0,3,QF,Xavier Malisse,R,185,BEL,27.4688569473,Jurgen Melzer,L,183,AUT,26.6283367556,Oscar Hernandez,R,180,ESP,29.7440109514,Albert Montanes,R,175,ESP,27.112936345,307,175,48,1070,115,466,90,631,,,,,,,,,,,,,,,,,,,,
2008-301,Auckland,Hard,32,A,20080107,293,103598,103781,,,103115,101904,,1 AL,7-6 4-6 10-5,3,R16,Xavier Malisse,R,185,BEL,27.4688569473,Jurgen Melzer,L,183,AUT,26.6283367556,Tomas Cibulec,R,180,CZE,29.9767282683,Chris Haggard,L,178,RSA,36.6954140999,307,175,48,1070,59,927,55,973,,,,,,,,,,,,,,,,,,,,
2008-301,Auckland,Hard,32,A,20080107,292,102886,103735,,,104249,102987,2,,4-6 7-5 10-8,3,R16,Frantisek Cermak,R,193,CZE,31.1457905544,Lovro Zovko,R,190,CRO,26.8062970568,Marcelo Melo,R,203,BRA,24.2902121834,Andre Sa,R,185,BRA,30.6721423682,33,1460,61,904,31,1486,29,1596,,,,,,,,,,,,,,,,,,,,
2008-301,Auckland,Hard,32,A,20080107,291,104597,103373,,,103459,102751,3,,3-6 7-6 12-10,3,R16,Nicolas Almagro,R,183,ESP,22.379192334,Sergio Roitman,R,185,ARG,28.6461327858,Jordan Kerr,R,180,AUS,28.1998631075,Todd Perry,R,175,AUS,31.8083504449,99,585,174,329,27,1705,51,1025,,,,,,,,,,,,,,,,,,,,
2008-301,Auckland,Hard,32,A,20080107,290,102979,103711,,,103577,102836,4,,6-1 6-4,3,R16,Jeff Coetzee,R,173,RSA,30.7022587269,Jaroslav Levinsky,R,196,CZE,26.9021218344,Christopher Kas,R,188,GER,27.5674195756,Rogier Wassen,R,190,NED,31.4113620808,28,1685,40,1190,39,1271,26,1720,,,,,,,,,,,,,,,,,,,,
2008-301,Auckland,Hard,32,A,20080107,289,102984,102963,,,104076,103428,,,6-3 2-6 10-7,3,R16,Martin Garcia,R,190,ARG,30.6830937714,Robert Lindstedt,R,190,SWE,30.803559206,Jose Acasuso,R,190,ARG,25.2156057495,Juan Ignacio Chela,R,190,ARG,28.3559206023,35,1375,43,1150,132,418,286,185,,,,,,,,,,,,,,,,,,,,
2008-301,Auckland,Hard,32,A,20080107,288,103169,103656,,,103254,102458,,,2-6 7-6 10-8,3,R16,Oscar Hernandez,R,180,ESP,29.7440109514,Albert Montanes,R,175,ESP,27.112936345,Yves Allegro,R,183,SUI,29.3716632444,Jim Thomas,R,193,USA,33.28678987,115,466,90,631,54,1005,47,1075,,,,,,,,,,,,,,,,,,,,
2008-301,Auckland,Hard,32,A,20080107,287,103632,104338,,,110685,104907,,WC,6-4 6-4,3,R16,Luis Horna,R,180,PER,27.3127994524,Juan Monaco,R,185,ARG,23.7754962355,Gd Jones,R,183,NZL,21.7686516085,Jose Rubin Statham,R,183,NZL,20.7036276523,107,494,287,185,1328,6,486,88,,,,,,,,,,,,,,,,,,,,
2008-301,Auckland,Hard,32,A,20080107,286,104368,103718,,WC,102904,102881,,,6-1 6-2,3,R16,Daniel King Turner,R,190,NZL,23.6468172485,David Martin,L,185,USA,26.8720054757,Leos Friedl,R,183,CZE,31.0143737166,David Skoch,R,183,CZE,31.1676933607,214,264,70,822,46,1086,30,1539,,,,,,,,,,,,,,,,,,,,
2008-306,Poertschach,Clay,32,A,20080518,300,104249,102987,1,,102382,103781,2,,7-5 6-7 13-11,3,F,Marcelo Melo,R,203,BRA,24.6543463381,Andre Sa,R,185,BRA,31.0362765229,Julian Knowle,L,188,AUT,34.0561259411,Jurgen Melzer,L,183,AUT,26.9924709103,30,1463,27,1628,9,3255,63,849,,,,,,,,,,,,,,,,,,,,
