tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id,winner2_id,winner_seed,winner_entry,loser1_id,loser2_id,loser_seed,loser_entry,score,best_of,round,winner1_name,winner1_hand,winner1_ht,winner1_ioc,winner1_age,winner2_name,winner2_hand,winner2_ht,winner2_ioc,winner2_age,loser1_name,loser1_hand,loser1_ht,loser1_ioc,loser1_age,loser2_name,loser2_hand,loser2_ht,loser2_ioc,loser2_age,winner1_rank,winner1_rank_points,winner2_rank,winner2_rank_points,loser1_rank,loser1_rank_points,loser2_rank,loser2_rank_points,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2009-1536,Madrid Masters,Clay,56,M,20090510,290,102697,104504,,,102405,101956,4,,6-4 7-5,3,R16,Stephen Huss,R,180,AUS,33.4182067077,Ross Hutchins,R,190,GBR,24.2135523614,Mahesh Bhupathi,R,185,IND,34.9267624914,Mark Knowles,R,190,BAH,37.6837782341,32,2761,34,2697,9,5560,8,5755,,,,,,,,,,,,,,,,,,,,
2009-1536,Madrid Masters,Clay,56,M,20090510,289,103946,102061,5,,102659,103617,,,7-5 4-6 12-10,3,R16,Bruno Soares,R,180,BRA,27.2005475702,Kevin Ullyett,R,178,ZIM,36.9664613279,Ashley Fisher,R,183,AUS,33.6262833676,Travis Parrott,R,185,USA,28.733744011,14,3700,7,6110,25,3027,35,2680,,,,,,,,,,,,,,,,,,,,
2009-1536,Madrid Masters,Clay,56,M,20090510,288,105223,103888,,,103586,103690,6,,6-3 6-4,3,R16,Juan Martin Del Potro,R,198,ARG,20.629705681,Mardy Fish,R,188,USA,27.4195756331,Mariusz Fyrstenberg,L,193,POL,28.8405201916,Marcin Matkowski,R,188,POL,28.3175906913,172,600,19,3330,13,4340,12,4610,,,,,,,,,,,,,,,,,,,,
2009-1536,Madrid Masters,Clay,56,M,20090510,287,104719,103990,,,103018,103544,7,,5-7 6-2 14-12,3,R16,Marcel Granollers,R,190,ESP,23.0800821355,Tommy Robredo,R,180,ESP,27.0280629706,Max Mirnyi,R,196,BLR,31.8466803559,Andy Ram,R,180,ISR,29.0841889117,46,2235,38,2545,17,3415,10,5550,,,,,,,,,,,,,,,,,,,,
2009-1536,Madrid Masters,Clay,56,M,20090510,286,104925,102811,,,104249,102987,8,,6-2 7-6,3,R16,Novak Djokovic,R,188,SRB,21.9712525667,Dusan Vemic,R,190,SRB,32.8980150582,Marcelo Melo,R,203,BRA,25.6317590691,Andre Sa,R,185,BRA,32.0136892539,280,360,36,2582,20,3270,21,3235,,,,,,,,,,,,,,,,,,,,
2009-1536,Madrid Masters,Clay,56,M,20090510,285,102388,103325,,,104216,104338,,AL,6-4 7-5,3,R32,Simon Aspelin,R,185,SWE,35.0006844627,Wesley Moodie,R,196,RSA,30.2368240931,Maximo Gonzalez,R,175,ARG,25.8097193703,Juan Monaco,R,185,ARG,25.1170431211,37,2560,30,2815,78,1442,74,1570,,,,,,,,,,,,,,,,,,,,
2009-1536,Madrid Masters,Clay,56,M,20090510,284,102886,103455,,,102382,103781,,,6-2 7-5,3,R32,Frantisek Cermak,R,193,CZE,32.4873374401,Michal Mertinak,R,180,SVK,29.582477755,Julian Knowle,L,188,AUT,35.0335386721,Jurgen Melzer,L,183,AUT,27.9698836413,29,2840,31,2812,24,3030,48,2145,,,,,,,,,,,,,,,,,,,,
2009-1536,Madrid Masters,Clay,56,M,20090510,283,105223,103888,,,104597,103970,,,6-2 6-3,3,R32,Juan Martin Del Potro,R,198,ARG,20.629705681,Mardy Fish,R,188,USA,27.4195756331,Nicolas Almagro,R,183,ESP,23.7207392197,David Ferrer,R,175,ESP,27.1074606434,172,600,19,3330,332,285,118,875,,,,,,,,,,,,,,,,,,,,
2009-1536,Madrid Masters,Clay,56,M,20090510,282,104925,102811,,,102979,103459,,,7-6 6-3,3,R32,Novak Djokovic,R,188,SRB,21.9712525667,Dusan Vemic,R,190,SRB,32.8980150582,Jeff Coetzee,R,173,RSA,32.0438056126,Jordan Kerr,R,180,AUS,29.5414099932,280,360,36,2582,22,3225,26,3025,,,,,,,,,,,,,,,,,,,,
2009-1536,Madrid Masters,Clay,56,M,20090510,281,102659,103617,,,104620,104312,,,4-6 6-3 14-12,3,R32,Ashley Fisher,R,183,AUS,33.6262833676,Travis Parrott,R,185,USA,28.733744011,Simone Bolelli,R,183,ITA,23.5893223819,Andreas Seppi,R,190,ITA,25.2183436003,25,3027,35,2680,87,1285,89,1265,,,,,,,,,,,,,,,,,,,,
2009-1536,Madrid Masters,Clay,56,M,20090510,280,104719,103990,,,103852,104269,,,7-6 6-1,3,R32,Marcel Granollers,R,190,ESP,23.0800821355,Tommy Robredo,R,180,ESP,27.0280629706,Feliciano Lopez,L,188,ESP,27.6386036961,Fernando Verdasco,L,188,ESP,25.4866529774,46,2235,38,2545,60,1905,44,2260,,,,,,,,,,,,,,,,,,,,
2009-1536,Madrid Masters,Clay,56,M,20090510,279,102697,104504,,,104665,104198,,WC,4-6 7-5 10-7,3,R32,Stephen Huss,R,180,AUS,33.4182067077,Ross Hutchins,R,190,GBR,24.2135523614,Pablo Andujar,R,180,ESP,23.2963723477,Guillermo Garcia Lopez,R,188,ESP,25.9356605065,32,2761,34,2697,221,457,480,180,,,,,,,,,,,,,,,,,,,,
2009-1536,Madrid Masters,Clay,56,M,20090510,278,104043,103105,,WC,103577,102836,,,7-6 1-6 11-9,3,R32,Marc Lopez,R,175,ESP,26.7789185489,Ruben Ramirez Hidalgo,R,183,ESP,31.3429158111,Christopher Kas,R,188,GER,28.9089664613,Rogier Wassen,R,190,NED,32.7529089665,106,980,101,1014,39,2522,54,2067,,,,,,,,,,,,,,,,,,,,
2009-1720,Bangkok,Hard,28,A,20090928,300,103780,104330,,,104198,104999,,,7-6 6-3,3,F,Eric Butorac,L,190,USA,28.3531827515,Rajeev Ram,R,193,USA,25.53045859,Guillermo Garcia Lopez,R,188,ESP,26.3189596167,Mischa Zverev,L,190,GER,22.1026694045,50,1566,53,1530,265,270,56,1340,,,,,,,,,,,,,,,,,,,,
2009-1720,Bangkok,Hard,28,A,20090928,299,103780,104330,,,102382,103781,3,,6-7 6-3 10-7,3,SF,Eric Butorac,L,190,USA,28.3531827515,Rajeev Ram,R,193,USA,25.53045859,Julian Knowle,L,188,AUT,35.4168377823,Jurgen Melzer,L,183,AUT,28.3531827515,50,1566,53,1530,26,2510,44,1720,,,,,,,,,,,,,,,,,,,,
2009-1720,Bangkok,Hard,28,A,20090928,298,104198,104999,,,102148,104542,,,6-3 6-2,3,SF,Guillermo Garcia Lopez,R,188,ESP,26.3189596167,Mischa Zverev,L,190,GER,22.1026694045,Fabrice Santoro,R,178,FRA,36.8021902806,Jo Wilfried Tsonga,R,188,FRA,24.4490075291,265,270,56,1340,144,535,106,755,,,,,,,,,,,,,,,,,,,,
2009-1720,Bangkok,Hard,28,A,20090928,297,102382,103781,3,,102306,103580,,,6-2 4-6 10-3,3,QF,Julian Knowle,L,188,AUT,35.4168377823,Jurgen Melzer,L,183,AUT,28.3531827515,Michael Kohlmann,R,188,GER,35.7125256674,Alexander Peya,R,183,AUT,29.2539356605,26,2510,44,1720,57,1328,51,1546,,,,,,,,,,,,,,,,,,,,
2009-1720,Bangkok,Hard,28,A,20090928,296,103780,104330,,,104504,104486,,,2-6 6-4 10-6,3,QF,Eric Butorac,L,190,USA,28.3531827515,Rajeev Ram,R,193,USA,25.53045859,Ross Hutchins,R,190,GBR,24.5968514716,Horia Tecau,R,193,ROU,24.6899383984,50,1566,53,1530,43,1730,52,1532,,,,,,,,,,,,,,,,,,,,
2009-1720,Bangkok,Hard,28,A,20090928,295,104198,104999,,,103498,104468,,,6-2 6-3,3,QF,Guillermo Garcia Lopez,R,188,ESP,26.3189596167,Mischa Zverev,L,190,GER,22.1026694045,Marat Safin,R,193,RUS,29.6700889802,Gilles Simon,R,183,FRA,24.7529089665,265,270,56,1340,206,355,254,285,,,,,,,,,,,,,,,,,,,,
2009-1720,Bangkok,Hard,28,A,20090928,294,102148,104542,,,103794,104919,,,5-7 6-1 10-6,3,QF,Fabrice Santoro,R,178,FRA,36.8021902806,Jo Wilfried Tsonga,R,188,FRA,24.4490075291,Benjamin Becker,R,178,GER,28.2847364819,Leonardo Mayer,R,188,ARG,22.3737166324,144,535,106,755,213,348,142,548,,,,,,,,,,,,,,,,,,,,
2009-1720,Bangkok,Hard,28,A,20090928,293,102148,104542,,,103617,104583,1,,6-3 6-7 10-7,3,R16,Fabrice Santoro,R,178,FRA,36.8021902806,Jo Wilfried Tsonga,R,188,FRA,24.4490075291,Travis Parrott,R,185,USA,29.1170431211,Filip Polasek,R,196,SVK,24.1889117043,144,535,106,755,31,2234,25,2670,,,,,,,,,,,,,,,,,,,,
2009-1720,Bangkok,Hard,28,A,20090928,292,103780,104330,,,104160,102881,2,,4-6 6-3 10-5,3,R16,Eric Butorac,L,190,USA,28.3531827515,Rajeev Ram,R,193,USA,25.53045859,Lukas Dlouhy,R,185,CZE,26.4722792608,David Skoch,R,183,CZE,32.8925393566,50,1566,53,1530,7,6570,61,1252,,,,,,,,,,,,,,,,,,,,
2009-1720,Bangkok,Hard,28,A,20090928,291,102382,103781,3,,105064,103228,,AL,7-5 5-7 10-2,3,R16,Julian Knowle,L,188,AUT,35.4168377823,Jurgen Melzer,L,183,AUT,28.3531827515,Thomaz Bellucci,L,188,BRA,21.7467488022,Marcos Daniel,R,180,BRA,31.2361396304,26,2510,44,1720,284,243,285,243,,,,,,,,,,,,,,,,,,,,
2009-1720,Bangkok,Hard,28,A,20090928,290,103498,104468,,,102979,103573,4,,6-4 6-7 10-4,3,R16,Marat Safin,R,193,RUS,29.6700889802,Gilles Simon,R,183,FRA,24.7529089665,Jeff Coetzee,R,173,RSA,32.4271047228,Rik De Voest,R,180,RSA,29.3141683778,206,355,254,285,27,2470,49,1568,,,,,,,,,,,,,,,,,,,,
2009-1720,Bangkok,Hard,28,A,20090928,289,103794,104919,,,103920,103921,,WC,6-3 2-6 10-3,3,R16,Benjamin Becker,R,178,GER,28.2847364819,Leonardo Mayer,R,188,ARG,22.3737166324,Sanchai Ratiwatana,R,175,THA,27.6796714579,Sonchat Ratiwatana,R,175,THA,27.6796714579,213,348,142,548,83,1008,83,1008,,,,,,,,,,,,,,,,,,,,
2009-1720,Bangkok,Hard,28,A,20090928,288,104198,104999,,,104676,104332,,,6-4 3-6 10-8,3,R16,Guillermo Garcia Lopez,R,188,ESP,26.3189596167,Mischa Zverev,L,190,GER,22.1026694045,Andreas Beck,L,190,GER,23.6440793977,Philipp Petzschner,R,185,GER,25.5140314853,265,270,56,1340,261,275,42,1730,,,,,,,,,,,,,,,,,,,,
2009-1720,Bangkok,Hard,28,A,20090928,287,104504,104486,,,103577,104678,,,4-6 6-3 10-5,3,R16,Ross Hutchins,R,190,GBR,24.5968514716,Horia Tecau,R,193,ROU,24.6899383984,Christopher Kas,R,188,GER,29.2922655715,Viktor Troicki,R,193,SRB,23.6303901437,43,1730,52,1532,39,1770,80,1015,,,,,,,,,,,,,,,,,,,,
2009-1720,Bangkok,Hard,28,A,20090928,286,102306,103580,,,103387,103821,,WC,2-6 6-1 10-6,3,R16,Michael Kohlmann,R,188,GER,35.7125256674,Alexander Peya,R,183,AUT,29.2539356605,Paradorn Srichaphan,R,185,THA,30.2915811088,Danai Udomchoke,R,173,THA,28.1314168378,57,1328,51,1546,,,312,217,,,,,,,,,,,,,,,,,,,,
2009-2276,Zagreb,Hard,32,A,20090202,300,102093,102963,1,,103577,102836,4,,6-4 6-3,3,F,Martin Damm,R,188,CZE,36.5065023956,Robert Lindstedt,R,190,SWE,31.8767967146,Christopher Kas,R,188,GER,28.6406570842,Rogier Wassen,R,190,NED,32.4845995893,39,2565,23,3315,30,2711,48,2187,,,,,,,,,,,,,,,,,,,,
2009-2276,Zagreb,Hard,32,A,20090202,299,102093,102963,1,,104332,103580,,,6-4 6-4,3,SF,Martin Damm,R,188,CZE,36.5065023956,Robert Lindstedt,R,190,SWE,31.8767967146,Philipp Petzschner,R,185,GER,24.8624229979,Alexander Peya,R,183,AUT,28.6023271732,39,2565,23,3315,36,2614,50,2117,,,,,,,,,,,,,,,,,,,,
2009-2276,Zagreb,Hard,32,A,20090202,298,103577,102836,4,,102388,101779,2,,6-2 2-6 10-7,3,SF,Christopher Kas,R,188,GER,28.6406570842,Rogier Wassen,R,190,NED,32.4845995893,Simon Aspelin,R,185,SWE,34.7323750856,Pavel Vizner,R,183,CZE,38.5544147844,30,2711,48,2187,22,3380,38,2570,,,,,,,,,,,,,,,,,,,,
2009-2276,Zagreb,Hard,32,A,20090202,297,102093,102963,1,,104620,104312,,,6-3 7-5,3,QF,Martin Damm,R,188,CZE,36.5065023956,Robert Lindstedt,R,190,SWE,31.8767967146,Simone Bolelli,R,183,ITA,23.3210130048,Andreas Seppi,R,190,ITA,24.9500342231,39,2565,23,3315,99,1250,92,1358,,,,,,,,,,,,,,,,,,,,
2009-2276,Zagreb,Hard,32,A,20090202,296,102388,101779,2,,104022,104999,,,6-4 6-2,3,QF,Simon Aspelin,R,185,SWE,34.7323750856,Pavel Vizner,R,183,CZE,38.5544147844,Mikhail Youzhny,R,183,RUS,26.6091718001,Mischa Zverev,L,190,GER,21.4510609172,22,3380,38,2570,55,2060,52,2100,,,,,,,,,,,,,,,,,,,,
2009-2276,Zagreb,Hard,32,A,20090202,295,103577,102836,4,,105015,104275,,WC,6-3 3-6 12-10,3,QF,Christopher Kas,R,188,GER,28.6406570842,Rogier Wassen,R,190,NED,32.4845995893,Franco Skugor,R,193,CRO,21.3716632444,Josko Topic,U,,CRO,25.1553730322,30,2711,48,2187,908,54,773,76,,,,,,,,,,,,,,,,,,,,
2009-2276,Zagreb,Hard,32,A,20090202,294,103580,104332,,,103080,103459,,,6-4 7-6,3,QF,Alexander Peya,R,183,AUT,28.6023271732,Philipp Petzschner,R,185,GER,24.8624229979,Paul Hanley,R,183,AUS,31.2251882272,Jordan Kerr,R,180,AUS,29.273100616,50,2117,36,2614,46,2290,25,3038,,,,,,,,,,,,,,,,,,,,
2009-2276,Zagreb,Hard,32,A,20090202,293,102093,102963,1,,104471,104914,,AL,6-3 4-6 10-8,3,R16,Martin Damm,R,188,CZE,36.5065023956,Robert Lindstedt,R,190,SWE,31.8767967146,Ivan Dodig,R,183,CRO,24.0848733744,Ervin Eleskovic,R,,SWE,21.7412731006,39,2565,23,3315,320,307,393,251,,,,,,,,,,,,,,,,,,,,
2009-2276,Zagreb,Hard,32,A,20090202,292,102388,101779,2,,102382,103781,,,3-6 7-6 10-4,3,R16,Simon Aspelin,R,185,SWE,34.7323750856,Pavel Vizner,R,183,CZE,38.5544147844,Julian Knowle,L,188,AUT,34.765229295,Jurgen Melzer,L,183,AUT,27.7015742642,22,3380,38,2570,24,3250,77,1672,,,,,,,,,,,,,,,,,,,,
2009-2276,Zagreb,Hard,32,A,20090202,291,103580,104332,,,104679,102811,3,,6-4 7-5,3,R16,Alexander Peya,R,183,AUT,28.6023271732,Philipp Petzschner,R,185,GER,24.8624229979,Jamie Murray,L,190,GBR,22.970568104,Dusan Vemic,R,190,SRB,32.629705681,50,2117,36,2614,27,2915,34,2645,,,,,,,,,,,,,,,,,,,,
2009-2276,Zagreb,Hard,32,A,20090202,290,103577,102836,4,,105227,103735,,,6-4 7-6,3,R16,Christopher Kas,R,188,GER,28.6406570842,Rogier Wassen,R,190,NED,32.4845995893,Marin Cilic,R,198,CRO,20.34770705,Lovro Zovko,R,190,CRO,27.8795345654,30,2711,48,2187,423,220,72,1747,,,,,,,,,,,,,,,,,,,,
2009-2276,Zagreb,Hard,32,A,20090202,289,104620,104312,,,105254,109371,,WC,6-4 6-4,3,R16,Simone Bolelli,R,183,ITA,23.3210130048,Andreas Seppi,R,190,ITA,24.9500342231,Nikola Mektic,R,,CRO,20.1095140315,Ivan Zovko,R,,CRO,20.7364818617,99,1250,92,1358,500,178,483,186,,,,,,,,,,,,,,,,,,,,
2009-2276,Zagreb,Hard,32,A,20090202,288,103080,103459,,,104214,104678,,,6-4 3-6 10-5,3,R16,Paul Hanley,R,183,AUS,31.2251882272,Jordan Kerr,R,180,AUS,29.273100616,Igor Andreev,R,185,RUS,25.5578370979,Viktor Troicki,R,193,SRB,22.9787816564,46,2290,25,3038,213,530,144,770,,,,,,,,,,,,,,,,,,,,
2009-2276,Zagreb,Hard,32,A,20090202,287,105015,104275,,WC,102967,103908,,,4-6 6-4 10-8,3,R16,Franco Skugor,R,193,CRO,21.3716632444,Josko Topic,U,,CRO,25.1553730322,Marc Gicquel,R,188,FRA,31.8466803559,Paul Henri Mathieu,R,185,FRA,27.0581793292,908,54,773,76,67,1890,125,930,,,,,,,,,,,,,,,,,,,,
2009-2276,Zagreb,Hard,32,A,20090202,286,104022,104999,,,103617,104583,,,6-2 7-6,3,R16,Mikhail Youzhny,R,183,RUS,26.6091718001,Mischa Zverev,L,190,GER,21.4510609172,Travis Parrott,R,185,USA,28.4654346338,Filip Polasek,R,196,SVK,23.537303217,55,2060,52,2100,42,2442,28,2796,,,,,,,,,,,,,,,,,,,,
2009-301,Auckland,Hard,28,A,20090112,300,102093,102963,1,,103822,102233,2,,7-5 6-4,3,F,Martin Damm,R,188,CZE,36.4490075291,Robert Lindstedt,R,190,SWE,31.819301848,Scott Lipsky,R,185,USA,27.4140999316,Leander Paes,R,178,IND,35.5728952772,32,2725,25,3125,47,2220,10,5800,,,,,,,,,,,,,,,,,,,,
2009-301,Auckland,Hard,28,A,20090112,299,102093,102963,1,,102886,103455,4,,6-3 6-2,3,SF,Martin Damm,R,188,CZE,36.4490075291,Robert Lindstedt,R,190,SWE,31.819301848,Frantisek Cermak,R,193,CZE,32.1615331964,Michal Mertinak,R,180,SVK,29.2566735113,32,2725,25,3125,35,2690,41,2364,,,,,,,,,,,,,,,,,,,,
2009-301,Auckland,Hard,28,A,20090112,298,103822,102233,2,,103080,103459,,,6-3 6-7 10-7,3,SF,Scott Lipsky,R,185,USA,27.4140999316,Leander Paes,R,178,IND,35.5728952772,Paul Hanley,R,183,AUS,31.1676933607,Jordan Kerr,R,180,AUS,29.2156057495,47,2220,10,5800,52,2170,30,2768,,,,,,,,,,,,,,,,,,,,
2009-301,Auckland,Hard,28,A,20090112,297,102093,102963,1,,103970,104719,,,6-3 3-6 10-2,3,QF,Martin Damm,R,188,CZE,36.4490075291,Robert Lindstedt,R,190,SWE,31.819301848,David Ferrer,R,175,ESP,26.7816563997,Marcel Granollers,R,190,ESP,22.7542778919,32,2725,25,3125,285,380,54,2145,,,,,,,,,,,,,,,,,,,,
2009-301,Auckland,Hard,28,A,20090112,296,103822,102233,2,,104597,103868,,,7-5 6-1,3,QF,Scott Lipsky,R,185,USA,27.4140999316,Leander Paes,R,178,IND,35.5728952772,Nicolas Almagro,R,183,ESP,23.394934976,Ivan Navarro,R,183,ESP,27.2334017796,47,2220,10,5800,284,380,182,626,,,,,,,,,,,,,,,,,,,,
2009-301,Auckland,Hard,28,A,20090112,295,102886,103455,4,,102306,104332,,,6-1 6-4,3,QF,Frantisek Cermak,R,193,CZE,32.1615331964,Michal Mertinak,R,180,SVK,29.2566735113,Michael Kohlmann,R,188,GER,35.0034223135,Philipp Petzschner,R,185,GER,24.8049281314,35,2690,41,2364,114,1016,37,2419,,,,,,,,,,,,,,,,,,,,
2009-301,Auckland,Hard,28,A,20090112,294,103080,103459,,,102860,104338,,,7-6 6-2,3,QF,Paul Hanley,R,183,AUS,31.1676933607,Jordan Kerr,R,180,AUS,29.2156057495,Agustin Calleri,R,183,ARG,32.3285420945,Juan Monaco,R,185,ARG,24.7912388775,52,2170,30,2768,70,1870,64,2010,,,,,,,,,,,,,,,,,,,,
2009-301,Auckland,Hard,28,A,20090112,293,102093,102963,1,,104368,102751,,WC,6-3 6-2,3,R16,Martin Damm,R,188,CZE,36.4490075291,Robert Lindstedt,R,190,SWE,31.819301848,Daniel King Turner,R,190,NZL,24.6625598905,Todd Perry,R,175,AUS,32.8240930869,32,2725,25,3125,279,386,130,896,,,,,,,,,,,,,,,,,,,,
2009-301,Auckland,Hard,28,A,20090112,292,103822,102233,2,,103857,103718,,,6-1 4-6 12-10,3,R16,Scott Lipsky,R,185,USA,27.4140999316,Leander Paes,R,178,IND,35.5728952772,Igor Kunitsyn,R,180,RUS,27.2854209446,David Martin,L,185,USA,27.8877481177,47,2220,10,5800,62,2052,48,2196,,,,,,,,,,,,,,,,,,,,
2009-301,Auckland,Hard,28,A,20090112,291,103080,103459,,,103577,102836,3,,7-6 7-5,3,R16,Paul Hanley,R,183,AUS,31.1676933607,Jordan Kerr,R,180,AUS,29.2156057495,Christopher Kas,R,188,GER,28.5831622177,Rogier Wassen,R,190,NED,32.4271047228,52,2170,30,2768,29,2921,42,2355,,,,,,,,,,,,,,,,,,,,
2009-301,Auckland,Hard,28,A,20090112,290,102886,103455,4,,103617,104583,,,6-4 6-1,3,R16,Frantisek Cermak,R,193,CZE,32.1615331964,Michal Mertinak,R,180,SVK,29.2566735113,Travis Parrott,R,185,USA,28.4079397673,Filip Polasek,R,196,SVK,23.4798083504,35,2690,41,2364,43,2352,33,2706,,,,,,,,,,,,,,,,,,,,
2009-301,Auckland,Hard,28,A,20090112,289,104597,103868,,,103523,102979,,,3-6 6-3 10-6,3,R16,Nicolas Almagro,R,183,ESP,23.394934976,Ivan Navarro,R,183,ESP,27.2334017796,Rohan Bopanna,R,190,IND,28.8596851472,Jeff Coetzee,R,173,RSA,31.7180013689,284,380,182,626,76,1720,13,4920,,,,,,,,,,,,,,,,,,,,
2009-301,Auckland,Hard,28,A,20090112,288,102860,104338,,,103859,103812,,,7-5 7-5,3,R16,Agustin Calleri,R,183,ARG,32.3285420945,Juan Monaco,R,185,ARG,24.7912388775,James Cerretani,L,185,USA,27.279945243,Victor Hanescu,R,198,ROU,27.4798083504,70,1870,64,2010,49,2192,129,900,,,,,,,,,,,,,,,,,,,,
2009-301,Auckland,Hard,28,A,20090112,287,103970,104719,,,104907,104908,,WC,5-7 6-4 11-9,3,R16,David Ferrer,R,175,ESP,26.7816563997,Marcel Granollers,R,190,ESP,22.7542778919,Jose Rubin Statham,R,183,NZL,21.7193702943,Mikal Oliver Statham,R,,NZL,21.7193702943,285,380,54,2145,445,214,501,184,,,,,,,,,,,,,,,,,,,,
2009-301,Auckland,Hard,28,A,20090112,286,102306,104332,,,102697,104504,,,4-6 6-4 10-8,3,R16,Michael Kohlmann,R,188,GER,35.0034223135,Philipp Petzschner,R,185,GER,24.8049281314,Stephen Huss,R,180,AUS,33.0924024641,Ross Hutchins,R,190,GBR,23.8877481177,114,1016,37,2419,56,2132,46,2312,,,,,,,,,,,,,,,,,,,,
