tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id,winner2_id,winner_seed,winner_entry,loser1_id,loser2_id,loser_seed,loser_entry,score,best_of,round,winner1_name,winner1_hand,winner1_ht,winner1_ioc,winner1_age,winner2_name,winner2_hand,winner2_ht,winner2_ioc,winner2_age,loser1_name,loser1_hand,loser1_ht,loser1_ioc,loser1_age,loser2_name,loser2_hand,loser2_ht,loser2_ioc,loser2_age,winner1_rank,winner1_rank_points,winner2_rank,winner2_rank_points,loser1_rank,loser1_rank_points,loser2_rank,loser2_rank_points,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2007-1536,Madrid Masters,Hard,48,M,20071015,290,102035,103018,4,,103602,102987,,,7-6 6-4,3,R16,Jonas Bjorkman,R,183,SWE,35.5619438741,Max Mirnyi,R,196,BLR,30.2751540041,Fernando Gonzalez,R,183,CHI,27.2114989733,Andre Sa,R,185,BRA,30.4421629021,6,3425,8,3350,171,335,28,1512,,,,,,,,,,,,,,,,,,,,
2007-1536,Madrid Masters,Hard,48,M,20071015,289,102388,102382,5,,104597,103970,,,6-4 6-2,3,R16,Simon Aspelin,R,185,SWE,33.4291581109,Julian Knowle,L,188,AUT,33.4620123203,Nicolas Almagro,R,183,ESP,22.1492128679,David Ferrer,R,175,ESP,25.5359342916,14,3005,11,3210,100,515,230,235,,,,,,,,,,,,,,,,,,,,
2007-1536,Madrid Masters,Hard,48,M,20071015,288,102318,101779,6,,102886,103096,,,6-4 6-4,3,R16,Andrei Pavel,R,183,ROU,33.7138945927,Pavel Vizner,R,183,CZE,37.2511978097,Frantisek Cermak,R,193,CZE,30.9158110883,Arnaud Clement,R,173,FRA,29.826146475,23,1785,7,3420,31,1435,12,3180,,,,,,,,,,,,,,,,,,,,
2007-1536,Madrid Masters,Hard,48,M,20071015,287,103459,102751,,,102093,102233,7,,6-2 6-3,3,R16,Jordan Kerr,R,180,AUS,27.9698836413,Todd Perry,R,175,AUS,31.5783709788,Martin Damm,R,188,CZE,35.2032854209,Leander Paes,R,178,IND,34.3271731691,27,1556,44,1085,18,2770,17,2770,,,,,,,,,,,,,,,,,,,,
2007-1536,Madrid Masters,Hard,48,M,20071015,286,103586,103690,,,101956,104679,8,,6-4 7-6,3,R16,Mariusz Fyrstenberg,L,193,POL,27.2689938398,Marcin Matkowski,R,188,POL,26.7460643395,Mark Knowles,R,190,BAH,36.1122518823,Jamie Murray,L,190,GBR,21.6673511294,25,1725,24,1725,3,4050,33,1421,,,,,,,,,,,,,,,,,,,,
2007-1536,Madrid Masters,Hard,48,M,20071015,285,104597,103970,,,102968,103544,,,3-6 7-6 10-4,3,R32,Nicolas Almagro,R,183,ESP,22.1492128679,David Ferrer,R,175,ESP,25.5359342916,Jonathan Erlich,R,180,ISR,30.5270362765,Andy Ram,R,180,ISR,27.5126625599,100,515,230,235,19,2520,19,2520,,,,,,,,,,,,,,,,,,,,
2007-1536,Madrid Masters,Hard,48,M,20071015,284,103084,103900,,,102856,102845,,,6-3 4-6 12-10,3,R32,Guillermo Canas,R,185,ARG,29.8863791923,David Nalbandian,R,180,ARG,25.7850787132,Gustavo Kuerten,R,190,BRA,31.0937713895,Carlos Moya,R,190,ESP,31.1321013005,656,49,557,65,475,88,384,125,,,,,,,,,,,,,,,,,,,,
2007-1536,Madrid Masters,Hard,48,M,20071015,283,102886,103096,,,104607,103017,,,6-4 6-3,3,R32,Frantisek Cermak,R,193,CZE,30.9158110883,Arnaud Clement,R,173,FRA,29.826146475,Tomas Berdych,R,196,CZE,22.0752908966,Nicolas Kiefer,R,183,GER,30.2778918549,31,1435,12,3180,158,355,220,245,,,,,,,,,,,,,,,,,,,,
2007-1536,Madrid Masters,Hard,48,M,20071015,282,102979,102836,,,103428,104338,,,6-2 6-2,3,R32,Jeff Coetzee,R,173,RSA,30.4722792608,Rogier Wassen,R,190,NED,31.1813826146,Juan Ignacio Chela,R,190,ARG,28.1259411362,Juan Monaco,R,185,ARG,23.5455167693,29,1490,26,1660,182,295,291,186,,,,,,,,,,,,,,,,,,,,
2007-1536,Madrid Masters,Hard,48,M,20071015,281,103586,103690,,,103484,103780,,,7-5 6-4,3,R32,Mariusz Fyrstenberg,L,193,POL,27.2689938398,Marcin Matkowski,R,188,POL,26.7460643395,James Blake,R,185,USA,27.7973990418,Eric Butorac,L,190,USA,26.3983572895,25,1725,24,1725,372,130,32,1432,,,,,,,,,,,,,,,,,,,,
2007-1536,Madrid Masters,Hard,48,M,20071015,280,103602,102987,,,103852,104745,,,6-7 6-3 11-9,3,R32,Fernando Gonzalez,R,183,CHI,27.2114989733,Andre Sa,R,185,BRA,30.4421629021,Feliciano Lopez,L,188,ESP,26.0670773443,Rafael Nadal,L,185,ESP,21.3661875428,171,335,28,1512,190,290,117,460,,,,,,,,,,,,,,,,,,,,
2007-1536,Madrid Masters,Hard,48,M,20071015,279,103333,104269,,WC,102963,103813,,,6-4 6-7 10-7,3,R32,Ivo Karlovic,R,208,CRO,28.6269678303,Fernando Verdasco,L,188,ESP,23.9151266256,Robert Lindstedt,R,190,SWE,30.5735797399,Jarkko Nieminen,L,185,FIN,26.2286105407,195,285,130,405,41,1170,54,1000,,,,,,,,,,,,,,,,,,,,
2007-1536,Madrid Masters,Hard,48,M,20071015,278,103459,102751,,,103254,102148,,,6-3 7-6,3,R32,Jordan Kerr,R,180,AUS,27.9698836413,Todd Perry,R,175,AUS,31.5783709788,Yves Allegro,R,183,SUI,29.1416837782,Fabrice Santoro,R,178,FRA,34.8473648186,27,1556,44,1085,52,1020,13,3006,,,,,,,,,,,,,,,,,,,,
2007-1720,Bangkok,Hard,32,A,20070924,300,103920,103921,,WC,103566,103917,3,,3-6 7-5 10-7,3,F,Sanchai Ratiwatana,R,175,THA,25.6673511294,Sonchat Ratiwatana,R,175,THA,25.6673511294,Michael Llodra,L,190,FRA,27.3511293634,Nicolas Mahut,R,190,FRA,25.6728268309,88,576,87,602,20,2461,48,1091,,,,,,,,,,,,,,,,,,,,
2007-1720,Bangkok,Hard,32,A,20070924,299,103566,103917,3,,102434,104269,,,6-3 6-4,3,SF,Michael Llodra,L,190,FRA,27.3511293634,Nicolas Mahut,R,190,FRA,25.6728268309,Vincent Spadea,R,183,USA,33.18275154,Fernando Verdasco,L,188,ESP,23.8576317591,20,2461,48,1091,230,235,168,330,,,,,,,,,,,,,,,,,,,,
2007-1720,Bangkok,Hard,32,A,20070924,298,103920,103921,,WC,102659,102458,,,6-1 6-1,3,SF,Sanchai Ratiwatana,R,175,THA,25.6673511294,Sonchat Ratiwatana,R,175,THA,25.6673511294,Ashley Fisher,R,183,AUS,31.9972621492,Jim Thomas,R,193,USA,32.9993155373,88,576,87,602,40,1212,45,1120,,,,,,,,,,,,,,,,,,,,
2007-1720,Bangkok,Hard,32,A,20070924,297,102434,104269,,,102968,103544,1,,5-7 6-3 10-8,3,QF,Vincent Spadea,R,183,USA,33.18275154,Fernando Verdasco,L,188,ESP,23.8576317591,Jonathan Erlich,R,180,ISR,30.46954141,Andy Ram,R,180,ISR,27.4551676934,230,235,168,330,18,2655,18,2655,,,,,,,,,,,,,,,,,,,,
2007-1720,Bangkok,Hard,32,A,20070924,296,102659,102458,,,102979,102836,2,,6-3 2-6 10-5,3,QF,Ashley Fisher,R,183,AUS,31.9972621492,Jim Thomas,R,193,USA,32.9993155373,Jeff Coetzee,R,173,RSA,30.4147843943,Rogier Wassen,R,190,NED,31.1238877481,40,1212,45,1120,31,1474,24,1660,,,,,,,,,,,,,,,,,,,,
2007-1720,Bangkok,Hard,32,A,20070924,295,103566,103917,3,,103794,103857,,,6-1 6-3,3,QF,Michael Llodra,L,190,FRA,27.3511293634,Nicolas Mahut,R,190,FRA,25.6728268309,Benjamin Becker,R,178,GER,26.2724161533,Igor Kunitsyn,R,180,RUS,25.9822039699,20,2461,48,1091,95,557,60,881,,,,,,,,,,,,,,,,,,,,
2007-1720,Bangkok,Hard,32,A,20070924,294,103920,103921,,WC,102664,102881,,,6-3 7-6,3,QF,Sanchai Ratiwatana,R,175,THA,25.6673511294,Sonchat Ratiwatana,R,175,THA,25.6673511294,Petr Pala,R,193,CZE,31.9780971937,David Skoch,R,183,CZE,30.8802190281,88,576,87,602,43,1141,37,1352,,,,,,,,,,,,,,,,,,,,
2007-1720,Bangkok,Hard,32,A,20070924,293,102968,103544,1,,104433,105223,,,7-6 6-4,3,R16,Jonathan Erlich,R,180,ISR,30.46954141,Andy Ram,R,180,ISR,27.4551676934,Frank Dancevic,R,185,CAN,22.9924709103,Juan Martin Del Potro,R,198,ARG,19.0006844627,18,2655,18,2655,414,116,133,393,,,,,,,,,,,,,,,,,,,,
2007-1720,Bangkok,Hard,32,A,20070924,292,102979,102836,2,,102381,103188,,,6-3 6-2,3,R16,Jeff Coetzee,R,173,RSA,30.4147843943,Rogier Wassen,R,190,NED,31.1238877481,Werner Eschauer,R,188,AUT,33.4127310062,Michael Russell,R,173,USA,29.3990417522,31,1474,24,1660,222,244,500,79,,,,,,,,,,,,,,,,,,,,
2007-1720,Bangkok,Hard,32,A,20070924,291,103566,103917,3,,101904,103333,,,6-7 6-4 10-7,3,R16,Michael Llodra,L,190,FRA,27.3511293634,Nicolas Mahut,R,190,FRA,25.6728268309,Chris Haggard,L,178,RSA,36.4079397673,Ivo Karlovic,R,208,CRO,28.5694729637,20,2461,48,1091,54,1012,195,285,,,,,,,,,,,,,,,,,,,,
2007-1720,Bangkok,Hard,32,A,20070924,290,103920,103921,,WC,103780,102751,4,,7-5 7-5,3,R16,Sanchai Ratiwatana,R,175,THA,25.6673511294,Sonchat Ratiwatana,R,175,THA,25.6673511294,Eric Butorac,L,190,USA,26.340862423,Todd Perry,R,175,AUS,31.5208761123,88,576,87,602,33,1432,41,1190,,,,,,,,,,,,,,,,,,,,
2007-1720,Bangkok,Hard,32,A,20070924,289,103794,103857,,,102697,105023,,,2-6 6-4 10-8,3,R16,Benjamin Becker,R,178,GER,26.2724161533,Igor Kunitsyn,R,180,RUS,25.9822039699,Stephen Huss,R,180,AUS,31.7891854894,Sam Querrey,R,198,USA,19.9644079398,95,557,60,881,79,685,113,479,,,,,,,,,,,,,,,,,,,,
2007-1720,Bangkok,Hard,32,A,20070924,288,102659,102458,,,103248,103821,,WC,6-4 6-1,3,R16,Ashley Fisher,R,183,AUS,31.9972621492,Jim Thomas,R,193,USA,32.9993155373,Harel Levy,R,185,ISR,29.1362080767,Danai Udomchoke,R,173,THA,26.1190965092,40,1212,45,1120,99,542,235,231,,,,,,,,,,,,,,,,,,,,
2007-1720,Bangkok,Hard,32,A,20070924,287,102664,102881,,,104025,103459,,,7-5 1-6 10-4,3,R16,Petr Pala,R,193,CZE,31.9780971937,David Skoch,R,183,CZE,30.8802190281,Amer Delic,R,196,BIH,25.234770705,Jordan Kerr,R,180,AUS,27.9123887748,43,1141,37,1352,74,716,35,1394,,,,,,,,,,,,,,,,,,,,
2007-1720,Bangkok,Hard,32,A,20070924,286,102434,104269,,,103822,103718,,,6-4 3-6 10-4,3,R16,Vincent Spadea,R,183,USA,33.18275154,Fernando Verdasco,L,188,ESP,23.8576317591,Scott Lipsky,R,185,USA,26.1108829569,David Martin,L,185,USA,26.5845311431,230,235,168,330,59,892,63,869,,,,,,,,,,,,,,,,,,,,
2007-2276,Zagreb,Carpet,32,A,20070129,300,102306,102565,,,102886,103711,4,,7-6 4-6 10-5,3,F,Michael Kohlmann,R,188,GER,33.0485968515,Alexander Waske,R,188,GER,31.832991102,Frantisek Cermak,R,193,CZE,30.2067077344,Jaroslav Levinsky,R,196,CZE,25.9630390144,33,1343,25,1683,24,1735,26,1595,,,,,,,,,,,,,,,,,,,,
2007-2276,Zagreb,Carpet,32,A,20070129,299,102306,102565,,,102968,103544,1,,7-6 6-3,3,SF,Michael Kohlmann,R,188,GER,33.0485968515,Alexander Waske,R,188,GER,31.832991102,Jonathan Erlich,R,180,ISR,29.8179329227,Andy Ram,R,180,ISR,26.803559206,33,1343,25,1683,13,2435,13,2435,,,,,,,,,,,,,,,,,,,,
2007-2276,Zagreb,Carpet,32,A,20070129,298,102886,103711,4,,102563,102963,,,7-6 6-4,3,SF,Frantisek Cermak,R,193,CZE,30.2067077344,Jaroslav Levinsky,R,196,CZE,25.9630390144,Thomas Johansson,R,180,SWE,31.8521560575,Robert Lindstedt,R,190,SWE,29.864476386,24,1735,26,1595,135,400,47,1085,,,,,,,,,,,,,,,,,,,,
2007-2276,Zagreb,Carpet,32,A,20070129,297,102968,103544,1,,103459,102881,,,6-7 7-5 10-7,3,QF,Jonathan Erlich,R,180,ISR,29.8179329227,Andy Ram,R,180,ISR,26.803559206,Jordan Kerr,R,180,AUS,27.2607802875,David Skoch,R,183,CZE,30.2286105407,13,2435,13,2435,79,668,40,1183,,,,,,,,,,,,,,,,,,,,
2007-2276,Zagreb,Carpet,32,A,20070129,296,102563,102963,,,102388,102382,2,,6-7 7-5 10-8,3,QF,Thomas Johansson,R,180,SWE,31.8521560575,Robert Lindstedt,R,190,SWE,29.864476386,Simon Aspelin,R,185,SWE,32.720054757,Julian Knowle,L,188,AUT,32.7529089665,135,400,47,1085,18,1905,23,1740,,,,,,,,,,,,,,,,,,,,
2007-2276,Zagreb,Carpet,32,A,20070129,295,102306,102565,,,103254,102148,3,,7-6 7-6,3,QF,Michael Kohlmann,R,188,GER,33.0485968515,Alexander Waske,R,188,GER,31.832991102,Yves Allegro,R,183,SUI,28.4325804244,Fabrice Santoro,R,178,FRA,34.1382614648,33,1343,25,1683,44,1155,10,3410,,,,,,,,,,,,,,,,,,,,
2007-2276,Zagreb,Carpet,32,A,20070129,294,102886,103711,4,,105227,103344,,WC,W/O,3,QF,Frantisek Cermak,R,193,CZE,30.2067077344,Jaroslav Levinsky,R,196,CZE,25.9630390144,Marin Cilic,R,198,CRO,18.3353867214,Ivan Ljubicic,R,193,CRO,27.8658453114,24,1735,26,1595,816,32,121,425,,,,,,,,,,,,,,,,,,,,
2007-2276,Zagreb,Carpet,32,A,20070129,293,102968,103544,1,,104468,104386,,,7-6 7-6,3,R16,Jonathan Erlich,R,180,ISR,29.8179329227,Andy Ram,R,180,ISR,26.803559206,Gilles Simon,R,183,FRA,22.0889801506,Janko Tipsarevic,R,180,SRB,22.6036960986,13,2435,13,2435,355,145,213,267,,,,,,,,,,,,,,,,,,,,
2007-2276,Zagreb,Carpet,32,A,20070129,292,102388,102382,2,,102494,103577,,,3-6 6-4 10-2,3,R16,Simon Aspelin,R,185,SWE,32.720054757,Julian Knowle,L,188,AUT,32.7529089665,Tomas Behrend,R,193,GER,32.1314168378,Christopher Kas,R,188,GER,26.6283367556,18,1905,23,1740,75,710,50,987,,,,,,,,,,,,,,,,,,,,
2007-2276,Zagreb,Carpet,32,A,20070129,291,103254,102148,3,,103852,104269,,,7-6 4-6 10-8,3,R16,Yves Allegro,R,183,SUI,28.4325804244,Fabrice Santoro,R,178,FRA,34.1382614648,Feliciano Lopez,L,188,ESP,25.3579739904,Fernando Verdasco,L,188,ESP,23.2060232717,44,1155,10,3410,166,345,314,171,,,,,,,,,,,,,,,,,,,,
2007-2276,Zagreb,Carpet,32,A,20070129,290,102886,103711,4,,103333,103735,,WC,7-5 6-3,3,R16,Frantisek Cermak,R,193,CZE,30.2067077344,Jaroslav Levinsky,R,196,CZE,25.9630390144,Ivo Karlovic,R,208,CRO,27.9178644764,Lovro Zovko,R,190,CRO,25.8672142368,24,1735,26,1595,90,540,84,635,,,,,,,,,,,,,,,,,,,,
2007-2276,Zagreb,Carpet,32,A,20070129,289,105227,103344,,WC,103455,102664,,,4-6 6-3 12-10,3,R16,Marin Cilic,R,198,CRO,18.3353867214,Ivan Ljubicic,R,193,CRO,27.8658453114,Michal Mertinak,R,180,SVK,27.3018480493,Petr Pala,R,193,CZE,31.3264887064,816,32,121,425,55,909,35,1265,,,,,,,,,,,,,,,,,,,,
2007-2276,Zagreb,Carpet,32,A,20070129,288,102563,102963,,,103115,103594,,,6-1 6-4,3,R16,Thomas Johansson,R,180,SWE,31.8521560575,Robert Lindstedt,R,190,SWE,29.864476386,Tomas Cibulec,R,180,CZE,29.0376454483,Oliver Marach,R,185,AUT,26.5379876797,135,400,47,1085,59,870,42,1161,,,,,,,,,,,,,,,,,,,,
2007-2276,Zagreb,Carpet,32,A,20070129,287,103459,102881,,,103580,103451,,,6-3 6-4,3,R16,Jordan Kerr,R,180,AUS,27.2607802875,David Skoch,R,183,CZE,30.2286105407,Alexander Peya,R,183,AUT,26.5900068446,Bjorn Phau,R,175,GER,27.3210130048,79,668,40,1183,52,984,67,780,,,,,,,,,,,,,,,,,,,,
2007-2276,Zagreb,Carpet,32,A,20070129,286,102306,102565,,,103898,103917,,,7-6 6-3,3,R16,Michael Kohlmann,R,188,GER,33.0485968515,Alexander Waske,R,188,GER,31.832991102,Julien Benneteau,R,185,FRA,25.1088295688,Nicolas Mahut,R,190,FRA,25.0212183436,33,1343,25,1683,49,990,58,894,,,,,,,,,,,,,,,,,,,,
2007-301,Auckland,Hard,32,A,20070108,300,102979,102836,,,102388,101904,1,,6-7 6-3 10-2,3,F,Jeff Coetzee,R,173,RSA,29.7056810404,Rogier Wassen,R,190,NED,30.4147843943,Simon Aspelin,R,185,SWE,32.6625598905,Chris Haggard,L,178,RSA,35.6988364134,58,852,44,1055,19,2080,32,1350,,,,,,,,,,,,,,,,,,,,
2007-301,Auckland,Hard,32,A,20070108,299,102388,101904,1,,102664,102881,,,6-3 6-7 10-4,3,SF,Simon Aspelin,R,185,SWE,32.6625598905,Chris Haggard,L,178,RSA,35.6988364134,Petr Pala,R,193,CZE,31.2689938398,David Skoch,R,183,CZE,30.1711156742,19,2080,32,1350,38,1195,45,1035,,,,,,,,,,,,,,,,,,,,
2007-301,Auckland,Hard,32,A,20070108,298,102979,102836,,,103632,102839,,,6-3 6-2,3,SF,Jeff Coetzee,R,173,RSA,29.7056810404,Rogier Wassen,R,190,NED,30.4147843943,Luis Horna,R,180,PER,26.3162217659,Nicolas Lapentti,R,188,ECU,30.4038329911,58,852,44,1055,76,700,306,176,,,,,,,,,,,,,,,,,,,,
2007-301,Auckland,Hard,32,A,20070108,297,102388,101904,1,,104368,103813,,WC,6-2 6-3,3,QF,Simon Aspelin,R,185,SWE,32.6625598905,Chris Haggard,L,178,RSA,35.6988364134,Daniel King Turner,R,190,NZL,22.6502395619,Jarkko Nieminen,L,185,FIN,25.4620123203,19,2080,32,1350,991,18,57,865,,,,,,,,,,,,,,,,,,,,
2007-301,Auckland,Hard,32,A,20070108,296,102979,102836,,,103694,104019,,,6-1 6-3,3,QF,Jeff Coetzee,R,173,RSA,29.7056810404,Rogier Wassen,R,190,NED,30.4147843943,Olivier Rochus,R,168,BEL,25.9712525667,Kristof Vliegen,R,193,BEL,24.5475701574,58,852,44,1055,52,930,54,900,,,,,,,,,,,,,,,,,,,,
2007-301,Auckland,Hard,32,A,20070108,295,103632,102839,,,104597,103970,,,W/O,3,QF,Luis Horna,R,180,PER,26.3162217659,Nicolas Lapentti,R,188,ECU,30.4038329911,Nicolas Almagro,R,183,ESP,21.3826146475,David Ferrer,R,175,ESP,24.7693360712,76,700,306,176,294,186,142,385,,,,,,,,,,,,,,,,,,,,
2007-301,Auckland,Hard,32,A,20070108,294,102664,102881,,,103110,103103,,,7-5 6-3,3,QF,Petr Pala,R,193,CZE,31.2689938398,David Skoch,R,183,CZE,30.1711156742,Daniele Bracciali,R,180,ITA,28.9938398357,Dominik Hrbaty,R,183,SVK,29.0102669405,38,1195,45,1035,149,370,77,695,,,,,,,,,,,,,,,,,,,,
2007-301,Auckland,Hard,32,A,20070108,293,102388,101904,1,,102860,103428,,,4-6 6-3 10-8,3,R16,Simon Aspelin,R,185,SWE,32.6625598905,Chris Haggard,L,178,RSA,35.6988364134,Agustin Calleri,R,183,ARG,30.3162217659,Juan Ignacio Chela,R,190,ARG,27.3593429158,19,2080,32,1350,155,360,86,615,,,,,,,,,,,,,,,,,,,,
2007-301,Auckland,Hard,32,A,20070108,292,102979,102836,,,102904,102306,2,,6-3 1-6 10-7,3,R16,Jeff Coetzee,R,173,RSA,29.7056810404,Rogier Wassen,R,190,NED,30.4147843943,Leos Friedl,R,183,CZE,30.0177960301,Michael Kohlmann,R,188,GER,32.9911019849,58,852,44,1055,21,1865,34,1323,,,,,,,,,,,,,,,,,,,,
2007-301,Auckland,Hard,32,A,20070108,291,104597,103970,,,102984,102585,3,,7-6 4-6 10-5,3,R16,Nicolas Almagro,R,183,ESP,21.3826146475,David Ferrer,R,175,ESP,24.7693360712,Martin Garcia,R,190,ARG,29.6865160849,Sebastian Prieto,R,180,ARG,31.6413415469,294,186,142,385,40,1174,29,1415,,,,,,,,,,,,,,,,,,,,
2007-301,Auckland,Hard,32,A,20070108,290,102664,102881,,,103254,102963,4,,6-1 6-2,3,R16,Petr Pala,R,193,CZE,31.2689938398,David Skoch,R,183,CZE,30.1711156742,Yves Allegro,R,183,SUI,28.3750855578,Robert Lindstedt,R,190,SWE,29.8069815195,38,1195,45,1035,39,1190,41,1155,,,,,,,,,,,,,,,,,,,,
2007-301,Auckland,Hard,32,A,20070108,289,103110,103103,,,103722,104468,,,6-1 6-1,3,R16,Daniele Bracciali,R,180,ITA,28.9938398357,Dominik Hrbaty,R,183,SVK,29.0102669405,Florent Serra,R,180,FRA,25.8590006845,Gilles Simon,R,183,FRA,22.0314852841,149,370,77,695,175,330,358,145,,,,,,,,,,,,,,,,,,,,
2007-301,Auckland,Hard,32,A,20070108,288,103632,102839,,,104338,103105,,,6-3 6-2,3,R16,Luis Horna,R,180,PER,26.3162217659,Nicolas Lapentti,R,188,ECU,30.4038329911,Juan Monaco,R,185,ARG,22.7789185489,Ruben Ramirez Hidalgo,R,183,ESP,29.0047912389,76,700,306,176,412,112,304,177,,,,,,,,,,,,,,,,,,,,
2007-301,Auckland,Hard,32,A,20070108,287,104368,103813,,WC,104907,104908,,WC,6-1 6-4,3,R16,Daniel King Turner,R,190,NZL,22.6502395619,Jarkko Nieminen,L,185,FIN,25.4620123203,Jose Rubin Statham,R,183,NZL,19.7070499658,Mikal Oliver Statham,R,,NZL,19.7070499658,991,18,57,865,741,39,732,40,,,,,,,,,,,,,,,,,,,,
2007-301,Auckland,Hard,32,A,20070108,286,103694,104019,,,103252,103454,,,6-4 6-2,3,R16,Olivier Rochus,R,168,BEL,25.9712525667,Kristof Vliegen,R,193,BEL,24.5475701574,Alberto Martin,R,175,ESP,28.386036961,Nicolas Massu,R,183,CHI,27.2470910335,52,930,54,900,82,644,141,390,,,,,,,,,,,,,,,,,,,,
