player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id
100061,Tom,Edlefsen,R,19411212,USA,188,Q7815700
100062,Francois,Jauffret,R,19420209,FRA,180,Q1260078
100063,William,Higgins,R,19420402,USA,,
100064,Juan,Gisbert,R,19420405,ESP,,Q1290022
100065,Terry,Ryan,R,19420427,RSA,,Q23020633
100066,Frank,Froehling,R,19420519,USA,190,Q3082619
100067,Frew,Mcmillan,R,19420520,RSA,183,Q962512
100068,Herb,Fitzgibbon,R,19420714,USA,,Q1565884
100069,Dennis,Ralston,R,19420727,USA,188,Q1189457
100070,Jan,Kukal,R,19420913,CZE,,Q1258763
100071,Jean Claude,Barclay,R,19421230,FRA,,Q1561962
100072,Bailey,Brown,R,19430615,USA,,
100073,Mark,Cox,L,19430705,GBR,,Q1565058
100074,Arthur,Ashe,R,19430710,USA,185,Q53325
100075,Owen,Davidson,L,19431004,AUS,185,Q976174
100076,Milan,Holecek,R,19431023,CZE,190,Q1563971
100077,Daniel,Contet,R,19431103,FRA,,Q1563980
100078,Clark,Graebner,R,19431104,USA,188,Q1269127
100079,Bill,Bowrey,R,19431225,AUS,,Q577531
100080,Szabolcz,Baranyi,R,19440131,HUN,,Q13512888
100081,Charlie,Pasarell,R,19440212,USA,,Q1269243
100082,Roger,Dowdeswell,R,19440216,ZIM,,Q7358114
100083,Nicola,Spear,R,19440222,SRB,,Q1258505
100084,Tom,Okker,R,19440222,NED,178,Q455411
100085,Hans Joachim,Ploetz,R,19440226,GER,,
100086,Frantisek,Pala,L,19440328,CZE,,Q323289
100087,John,Newcombe,R,19440523,AUS,183,Q312464
100088,Patricio,Cornejo,R,19440606,CHI,180,Q1271345
100089,Patrice,Beust,R,19440903,FRA,170,Q3368873
100090,Dick,Crealy,R,19440918,AUS,191,Q962839
100091,Colin,Dibley,R,19440919,AUS,188,Q390839
100092,Alex,Metreveli,R,19441102,RUS,,Q465796
100093,William,Brown,R,19450114,USA,,Q13512796
100094,Jim,Osborne,R,19450201,USA,185,Q1562015
100095,Tony,Bardsley,R,19450209,CAN,,Q7821830
100096,Peter,Burwash,R,19450210,CAN,175,Q7173087
100097,Nicholas,Kalogeropoulos,R,19450218,GRE,,Q3339850
100098,Ove Nils,Bengtson,R,19450405,SWE,196,Q374309
100099,Thomaz,Koch,L,19450511,BRA,,Q1281836
100100,Tony,Roche,L,19450517,AUS,178,Q710119
100101,Mike,Belkin,R,19450629,CAN,,Q1563966
100102,Joaquin Loyo,Mayo,R,19450816,MEX,,Q1565143
100103,Peter,Curtis,R,19450829,GBR,,Q3376525
100104,D Richard,Russell,R,19450908,JAM,,
100105,Allan,Stone,R,19451014,AUS,,Q1260060
100106,Graham,Stilwell,R,19451115,GBR,173,Q5593283
100107,Robert,Rheinberger,R,19451118,AUS,,
100108,Chris,Bovett,R,19451225,GBR,,
100109,Jun,Kuki,R,19451228,JPN,,Q16267024
100110,Terry,Addison,R,19460111,AUS,180,Q13848246
100111,Ray,Keldie,R,19460117,AUS,,Q7297691
100112,John,Clifton,R,19460219,GBR,,Q6226389
100113,Jan,Kodes,R,19460301,CZE,175,Q317431
100114,Ray,Ruffels,R,19460323,AUS,,Q1258947
100115,Jaime,Fillol,R,19460603,CHI,180,Q1258592
100116,Sherwood,Stewart,R,19460606,USA,188,Q984213
100117,Butch,Seewagen,R,19460613,USA,188,Q18030909
100118,Ivan,Molina,L,19460616,COL,,Q1281826
100119,Ilie,Nastase,R,19460719,ROU,183,Q106113
100120,Robert,Maud,R,19460812,RSA,180,Q1565123
100121,Raymond,Moore,R,19460824,RSA,183,Q1563090
100122,Julian,Ganzabal,R,19460825,ARG,,Q22004451
100123,Patrick,Hombergen,R,19460908,BEL,,Q23023184
100124,Steve,Turner,R,19461017,USA,,
100125,John,Cooper,R,19461104,AUS,,Q1260301
100126,Stan,Smith,R,19461214,USA,193,Q54657
100127,Tom,Gorman,R,19461219,USA,180,Q1258917
100128,Cliff,Richey,R,19461231,USA,175,Q1565885
100129,Jean Baptiste,Chanfreau,R,19470117,FRA,,Q1563100
100130,Vladimir,Zednik,R,19470201,CZE,,Q1261168
100131,Guillermo,Oropez,R,19470207,USA,,
100132,Armistead,Neely,R,19470319,USA,,Q18085277
100133,Pat,Cramer,R,19470321,RSA,,Q7143331
100134,Roy,Barth,R,19470330,USA,175,Q18240972
100135,Onny,Parun,R,19470415,NZL,188,Q939026
100136,Humphrey,Hose,R,19470504,VEN,,Q22005197
100137,Hans Jurgen,Pohmann,R,19470523,GER,178,Q95218
100138,Dan,Bleckinger,R,19470527,USA,,
100139,Gerald,Battrick,R,19470527,GBR,178,Q1565118
100140,Steve,Faulk,R,19470601,USA,,
100141,Zeljko,Franulovic,R,19470613,CRO,,Q1290977
100142,Peter,Szoke,R,19470808,HUN,,Q1563115
100143,Peter,Fishbach,R,19470829,USA,180,Q87758114
100144,Robert,Lutz,R,19470829,USA,180,Q888085
100145,Dick,Dell,R,19470929,USA,,Q3026568
100146,Jun,Kamiwazumi,R,19471001,JPN,,Q11588830
100147,Marcello,Lara,R,19471005,MEX,,Q1565079
100148,Ismail,El Shafei,R,19471115,EGY,,Q402950
100149,Toshiro,Sakai,R,19471123,JPN,,Q962038
100150,Lito,Alvarez,R,19471205,ARG,,Q963823
100151,Karl,Coombes,R,19471217,AUS,180,Q16855126
100152,David,Lloyd,R,19480103,GBR,,Q3018308
100153,Patrice,Hagelauer,R,19480105,FRA,188,Q3368955
100154,Peter,Kanderal,R,19480116,SUI,,Q86628337
100155,Ramiro,Benavides,R,19480130,BOL,,
100156,Jasjit,Singh,R,19480204,IND,,Q18091541
100157,Stanley,Pasarell,R,19480211,USA,185,
100158,John,Bartlett,R,19480317,AUS,188,Q6220953
100159,Vladimir,Korotkov,R,19480423,RUS,,Q12488
100160,Georges,Goven,R,19480426,FRA,173,Q1563939
100161,Jurgen,Fassbender,R,19480528,GER,,Q77578
100162,Brian,Fairlie,R,19480613,NZL,,Q1563153
100163,Tom,Leonard,R,19480715,USA,175,Q1563959
100164,Bill,Lofgren,R,19480731,USA,,
100165,Steve,Siegel,R,19480904,USA,,Q23023819
100166,Gene Stuart,Malin,R,19481001,USA,,
100167,Sever,Muresan,R,19481023,ROU,,Q7457808
100168,Kenneth,McMillan,R,19481125,USA,,
100169,Ian,Fletcher,R,19481201,AUS,,Q3147262
100170,Bernard,Mignot,R,19481203,BEL,,Q2898324
100171,John,Yuill,R,19481212,RSA,,Q3182800
100172,Modesto Tito,Vazquez,R,19490101,ESP,173,
100173,Andrew,Pattison,R,19490130,USA,188,Q716408
100174,Manuel,Orantes,L,19490206,ESP,178,Q318569
100175,Zan,Guerry,R,19490212,USA,,Q22278049
100176,Hans,Kary,L,19490223,AUT,172,Q3126972
100177,Pavel,Hutka,R,19490228,CZE,,Q7155624
100178,Bob,Giltinan,R,19490407,AUS,,Q2907669
100179,Karl,Meiler,R,19490430,GER,178,Q89533
100180,Bill,Lloyd,R,19490507,AUS,,
100181,Larry,Turville,R,19490604,USA,,
100182,Mike,Estep,R,19490719,USA,173,Q4107672
100183,Jim,Ward,R,19490728,USA,,
100184,Lars,Elvstrom,R,19490818,DEN,,Q16064404
100185,Patrick,Proisy,R,19490910,FRA,180,Q1282611
100186,Jeff,Borowiak,R,19490925,USA,193,Q1565788
100187,Luis Felipe,Tavares,R,19490926,BRA,,
100188,John,Fort,R,19490928,USA,,
100189,Dale,Power,R,19491002,CAN,,Q5210590
100190,Norman,Holmes,R,19491005,USA,,
100191,Doug,Crawford,R,19491015,USA,188,
100192,Kent,Crawford,R,19491015,USA,,
100193,Wanaro,N'Godrella,R,19491019,FRA,,Q3566000
100194,Larry,Parker,R,19491023,USA,,
100195,Nicolas,Kelaidis,R,19491029,GRE,178,Q27996064
100196,Haroon,Rahim,R,19491112,PAK,,Q1258703
100197,Alejandro,Pierola,R,19491120,CHI,,Q4714630
100198,Alvaro,Betancur,R,19500103,COL,,Q86431834
100199,Patrice,Dominguez,L,19500112,FRA,173,Q3368924
100200,Antonio,Zugarelli,R,19500117,ITA,,Q267328
100201,Syd,Ball,R,19500124,AUS,188,Q1563900
100202,George,Amaya,L,19500212,USA,173,
100203,Phil,Dent,R,19500214,AUS,183,Q976190
100204,Pancho,Walthall,R,19500216,USA,,
100205,Paul,Gerken,R,19500315,USA,185,Q3371310
100206,Kenichi,Hirai,R,19500319,JPN,,Q17986761
100207,Noel,Phillips,R,19500328,AUS,,
100208,Dick R,Bohrnstedt,R,19500428,USA,,Q16144736
100209,George,Taylor,R,19500504,USA,,
100210,Steve,Docherty,R,19500506,AUS,,Q7612404
100211,Louk,Sanders,R,19500509,NED,,Q2157904
100212,Franklin,Robbins,R,19500613,USA,,
100213,Fred,Hemmes,U,19500614,NED,,Q719304
100214,Adriano,Panatta,R,19500709,ITA,183,Q375938
100215,Fred,Mcnair,R,19500722,USA,183,Q3086899
100216,Charles,Owens,R,19500731,USA,,Q5081403
100217,Robert,Mckinley,R,19500805,USA,,Q7347560
100218,Butch,Palmer,R,19500904,USA,,
100219,Geoff,Masters,R,19500919,AUS,,Q1260231
100220,Jiri,Hrebec,R,19500919,CZE,,Q2057065
100221,Carlos,Kirmayr,R,19500923,BRA,173,Q1042999
100222,Mike,Powers,R,19500924,USA,,
100223,Jeff,Simpson,R,19501029,NZL,,Q6174987
100224,Peter,Campbell,R,19501110,AUS,,
100225,Peter,Doerner,R,19501117,AUS,,Q18010763
100226,Mike,Machette,R,19510127,USA,,Q13512805
100227,Alvin,Gardiner,R,19510211,AUS,,Q22959202
100228,Kjell,Johansson,R,19510212,SWE,,Q5886813
100229,Dick,Stockton,R,19510218,USA,188,Q967423
100230,Welry,Fritz,R,19510219,CAN,,
100231,Erik,Van Dillen,R,19510221,USA,183,Q1259691
100232,Eddie,Dibbs,R,19510223,USA,170,Q1282765
100233,Ricardo,Cano,R,19510226,ARG,170,Q3430221
100234,Allan,McDonald,R,19510301,AUS,,Q16855281
100235,Antonio,Munoz,R,19510301,ESP,,Q4776822
100236,John,James,R,19510307,AUS,183,Q6241493
100237,Bill,Freer,R,19510309,RSA,,
100238,Rick,Fisher,R,19510329,USA,,Q7331389
100239,Hans,Engert,R,19510422,GER,,Q1566665
100240,Joao,Soares,R,19510425,BRA,185,Q6298385
100241,Joel,Bailey,R,19510425,USA,,Q22095303
100242,Mike,Collins,R,19510501,GBR,,
100243,Steve,Krulevitz,R,19510530,USA,175,Q7613081
100244,John,Alexander,R,19510704,AUS,190,Q1281683
100245,Jeff,Austin,R,19510705,USA,,Q6173248
100246,Frank,Puncec,R,19510709,RSA,,Q62513964
100247,Rolf,Thung,L,19510727,NED,190,Q1821050
100248,Max,Hurlimann,R,19510730,SUI,,
100249,Paolo,Bertolucci,R,19510803,ITA,175,Q484985
100250,Woody,Blocher,R,19510824,USA,173,Q87495855
100251,Grover Raz,Reid,R,19510827,USA,,
100252,Tim,Gullikson,R,19510908,USA,180,Q962989
100253,Tom,Gullikson,L,19510908,USA,180,Q1855348
100254,George,Glowa,R,19511001,USA,188,
100255,Roscoe,Tanner,L,19511015,USA,183,Q54681
100256,Luis,Baraldi,R,19511021,MEX,,
100257,Ross,Case,R,19511101,AUS,,Q1260196
100258,Jorge,Andrew,R,19511102,VEN,,Q11705726
100259,Peter,Feigl,R,19511130,AUT,183,Q3376565
100260,Gary,Groslimond,R,19520103,USA,,
100261,Brian,Gottfried,R,19520127,USA,183,Q912255
100262,Rolf,Norberg,R,19520131,SWE,,Q3440373
100263,John,Andrews,R,19520205,USA,,Q3180915
100264,Lajos,Levai,R,19520207,YUG,,
100265,Cliff,Letcher,R,19520209,AUS,,Q2979053
100266,John,Feaver,R,19520216,GBR,190,Q6232841
100267,Rayno,Seegers,R,19520229,RSA,,Q18030745
100268,Denis,Naegelen,R,19520314,FRA,,Q5802672
100269,Joe,Garcia,R,19520317,USA,,
100270,Anand,Amritraj,R,19520320,IND,185,Q2698644
100271,Jean Francois,Caujolle,L,19520331,FRA,,Q3165519
100272,Sandy,Mayer,R,19520405,USA,178,Q2096054
100273,Kim,Warwick,R,19520408,AUS,183,Q1741596
100274,Eric,Deblicker,R,19520417,FRA,,Q3591073
100275,Hartmut,Kirchhubel,R,19520423,GER,,Q22278629
100276,Terry,Moor,L,19520423,USA,178,Q716901
100277,Jacques,Thamin,R,19520523,FRA,,Q13365306
100278,Frank,Gebert,R,19520611,GER,,Q3082618
100279,Mike,Cahill,R,19520617,USA,183,Q6846222
100280,Wojtek,Fibak,R,19520803,POL,183,Q505565
100281,Sashi,Menon,R,19520809,IND,180,Q7425124
100282,Guillermo,Vilas,L,19520817,ARG,180,Q201515
100283,Andre,Zietsmann,R,19520819,RSA,,
100284,Jimmy,Connors,L,19520902,USA,178,Q53393
100285,Rod,Frawley,R,19520908,AUS,185,Q3438080
100286,Harold,Solomon,R,19520917,USA,168,Q1585949
100287,Robin,Drysdale,R,19520918,GBR,,Q3437059
100288,Tenny,Svensson,R,19520921,SWE,,Q18085229
100289,Byron,Bertram,R,19521029,RSA,,Q1565274
100290,Timothy,Noonan,R,19521031,USA,,
100291,Ian,Harris,R,19521116,USA,,
100292,Alvaro,Fillol,R,19521204,CHI,178,Q3576981
100293,John,Marks,R,19521209,AUS,,Q3181997
100294,Rejean,Genois,R,19521230,CAN,175,Q7386114
100295,Richard,Legendre,R,19530119,CAN,,Q3430975
100296,Chris,Gunning,R,19530207,NZL,,
100297,Corrado,Barazzutti,R,19530219,ITA,178,Q2713814
100298,George,Hardie,L,19530219,USA,,Q5540227
100299,James Chico,Hagey,R,19530225,USA,,
100300,Jose,Higueras,R,19530301,ESP,178,Q1348847
100301,Jim,Delaney,R,19530312,USA,,Q6132533
100302,Joaquim,Rasgado Jr,R,19530324,BRA,,
100303,Henry,Bunis,R,19530327,USA,,Q22677495
100304,Robert,Kreiss,R,19530430,USA,,Q16268937
100305,Mark,Farrell,R,19530506,GBR,,Q3294072
100306,Michael,Wayman,R,19530506,GBR,,
100307,Paul,Torre,R,19530518,FRA,180,Q13512879
100308,Robert,Trogolo,R,19530615,RSA,180,Q7350479
100309,Raul,Ramirez,R,19530620,MEX,183,Q972727
100310,Mike,Myburg,R,19530623,RSA,,Q13513068
100311,Ulises,Quezada,R,19530714,CHI,173,
100312,Chiraid,Mukherjea,R,19530814,IND,,
100313,Keith,Richardson,R,19530818,USA,185,
100314,Bernard,Fritz,R,19531005,FRA,173,Q2897929
100315,Hank,Pfister,R,19531009,USA,193,Q1144091
100316,Scott,Carnahan,R,19531024,USA,,
100317,Stephen,Warboys,R,19531025,GBR,,Q27680824
100318,Roger,Guedes,R,19531103,BRA,,Q106602825
100319,Rick,Fagel,R,19531129,USA,180,Q7331375
100320,Mark,Meyers,R,19531205,USA,,
100321,Vijay,Amritraj,R,19531214,IND,193,Q468309
100322,Emilio,Montano,R,19531218,MEX,,Q18159398
100323,Givaldo,Barbosa,R,19540125,BRA,183,Q5565585
100324,John,Whitlinger,R,19540204,USA,180,Q8172709
100325,Ulrich,Pinner,R,19540207,GER,178,Q78176
100326,Russell,Simpson,R,19540222,NZL,188,Q3784261
100327,Willem,Prinsloo,L,19540225,RSA,,Q92294368
100328,Rand,Evett,R,19540301,USA,,
100329,Otto,Panman,R,19540325,NED,,
100330,David,Imonitie,R,19540410,NGR,,
100331,Jean Louis,Haillet,R,19540507,FRA,,Q735512
100332,Balazs,Taroczy,R,19540509,HUN,183,Q370019
100333,Shigeyuki,Nishio,R,19540523,JPN,,Q62513568
100334,Ernie,Ewert,R,19540605,AUS,,Q17365472
100335,David,Parker,R,19540607,USA,,
100336,Guillermo,Aubone,L,19540608,ARG,,Q5616118
100337,Mark,Edmondson,R,19540624,AUS,185,Q506606
100338,Benjy,Robins,R,19540630,USA,175,
100339,Victor,Amaya,L,19540702,USA,201,Q1748325
100340,Sam,Vuille,R,19540706,USA,,
100341,Gonzalo,Nunez,R,19540721,USA,,Q107031471
100342,Vitas,Gerulaitis,R,19540726,USA,183,Q53547
100343,John,Lloyd,R,19540827,GBR,178,Q1360272
100344,Eric,Friedler,R,19540908,USA,,Q24005201
100345,Pat,Dupre,R,19540916,USA,190,Q3368536
100346,Paul,Kronk,R,19540922,AUS,,Q3371590
100347,Peter,Kronk,R,19540922,AUS,,
100348,Gerard,Toulon,R,19540924,FRA,185,
100349,Glen,Holroyd,R,19540925,USA,,Q28595312
100350,Franz Josef,Wich,R,19541011,GER,,
100351,Freddie,De Jesus,R,19541030,PUR,,
100352,John,Lucas,R,19541031,USA,,
100353,Bruce,Kleege,R,19541101,USA,190,Q22095971
100354,Bernard,Mitton,R,19541109,RSA,188,Q2898337
100355,Victor,Eke,R,19541111,AUS,,Q55183442
100356,Paul,Mcnamee,R,19541112,AUS,178,Q1348791
100357,Bhanu,Nunna,R,19541113,IND,,Q87786664
100358,Mike,Fishbach,R,19541201,USA,180,Q18641540
100359,Richard,Lewis,L,19541206,GBR,,Q7327373
100360,Brian,Teacher,R,19541223,USA,190,Q54683
100361,Willie,Davies,R,19550101,GBR,,
100362,Peter,Fleming,R,19550121,USA,196,Q729789
100363,Jiri,Granat,R,19550128,CZE,185,Q6203644
100364,Jonathan,Smith,R,19550129,GBR,188,Q6274466
100365,Peter,Holl,R,19550129,GER,,Q84072816
100366,Heiner,Seuss,R,19550204,GER,,
100367,Belus,Prajoux,R,19550227,CHI,170,Q2895162
100368,Haroon,Ismail,R,19550227,ZIM,178,Q13513049
100369,Herve,Gauvain,R,19550304,FRA,180,Q81221296
100370,Helmut,Beermann,R,19550309,GER,,
100371,Robert,Baumgartner,R,19550311,GER,,
100372,Trey,Waltke,R,19550316,USA,173,Q7839620
100373,Christopher,Sylvan,R,19550318,USA,,
100374,Javier,Soler,L,19550325,ESP,,Q23772064
100375,John,Hayes,R,19550407,USA,193,Q6238395
100376,Buster C,Mottram,R,19550425,GBR,,Q2928786
100377,Colin,Dowdeswell,R,19550512,GBR,185,Q464502
100378,David,Schneider,R,19550517,USA,185,Q5239547
100379,Craig,Edwards,R,19550519,USA,175,Q17457380
100380,Butch,Walts,R,19550604,USA,193,Q2928827
100381,Michael,Greenberg,R,19550611,USA,,
100382,Chris,Kachel,R,19550619,AUS,,Q2964756
100383,Peter,Mcnamara,R,19550705,AUS,185,Q1508952
100384,Alejandro,Cortes,R,19550714,COL,,Q4714511
100385,Filip,Krajcik,R,19550723,AUT,,Q19971270
100386,Jose,Garcia,R,19550723,ESP,,
100387,Jiri,Prucha,R,19550810,CZE,,Q106981794
100388,Peter,Pearson,R,19550812,USA,,
100389,Horace,Reid,R,19550814,USA,,
100390,Trevor,Allan,L,19550817,AUS,178,Q19975564
100391,Larry,Davidson,R,19550821,USA,,
100392,Richard,Meyer,R,19550904,USA,183,Q7327797
100393,Marcos,Hocevar,R,19550926,BRA,185,Q2740863
100394,Angel,Gimenez,R,19551010,ESP,163,Q8076837
100395,Victor,Pecci,R,19551015,PAR,193,Q715523
100396,Martin,Robinson,L,19551019,GBR,,Q96392148
100397,Terry,Rocavert,R,19551021,AUS,180,Q7704959
100398,Julio,Goes,R,19551025,BRA,180,Q10313439
100399,Rocky,Maguire,R,19551027,USA,,
100400,Hubertus,Hoyt,R,19551103,USA,,
100401,Sean,Sorensen,R,19551112,IRL,,Q7441447
100402,Francisco,Gonzalez,R,19551119,PAR,193,Q281439
100403,Rolf,Gehring,R,19551125,GER,185,Q73896
100404,David,Sherbeck,R,19551202,USA,,Q17442289
100405,Fernando,Maynetto,R,19551202,PER,,Q5444825
100406,Greg,Halder,R,19551205,CAN,188,
100407,Dale,Collings,R,19551216,AUS,,Q3012292
100408,Gary,Plock,R,19551221,USA,175,
100409,Randy,Crawford,R,19551222,USA,188,
100410,Tim,Garcia,R,19551228,USA,,Q56702380
100411,Pavel,Slozil,R,19551229,CZE,173,Q1445074
100412,Bruce,Nichols,R,19551231,USA,,Q4978078
100413,Ulrich,Marten,R,19560101,GER,,Q7879844
100414,Gunther,Gnettner,R,19560112,GER,,
100415,Michael,Grant,R,19560203,USA,178,Q96392800
100416,Bill,Maze,R,19560209,USA,,Q4910058
100417,Hans,Gildemeister,R,19560209,CHI,183,Q630148
100418,Geoff,Martinez,R,19560213,USA,,
100419,Todd,Lundy,R,19560217,USA,,
100420,Hans,Ritschard,R,19560225,SUI,,
100421,Jan,Norback,R,19560306,SWE,,Q18346977
100422,Bruce,Manson,L,19560320,USA,173,Q2926443
100423,Jochen,Hierl,R,19560321,GER,,
100424,Warren,Eber,R,19560328,USA,,
100425,Junie,Chatman,R,19560329,USA,,
100426,Hans Peter,Kandler,R,19560402,AUT,185,Q29995040
100427,Ferrante,Rocchi,L,19560411,ITA,180,Q55314859
100428,Gene,Mayer,R,19560411,USA,183,Q2760368
100429,Miguel,Mir,R,19560418,ESP,,Q6844679
100430,David,Carter,R,19560421,AUS,183,Q5232213
100431,Mansour,Bahrami,R,19560426,IRI,178,Q564631
100432,Robert,Bettauer,R,19560502,CAN,175,
100433,Fritz,Don,R,19560513,NED,,
100434,Tomas,Smid,R,19560520,CZE,190,Q957327
100435,Regis,Brunet,R,19560531,FRA,183,
100436,Nick,Saviano,L,19560605,USA,180,Q11738414
100437,Bjorn,Borg,R,19560606,SWE,180,Q104506
100438,Carlos,Gattiker,R,19560606,ARG,175,Q5042117
100439,Mike,Barr,R,19560627,USA,,Q84893874
100440,Eddie,Edwards,R,19560703,RSA,190,Q5336001
100441,Mark,Darby,R,19560703,USA,185,
100442,Gianni,Marchetti,R,19560708,ITA,,Q55281100
100443,Christophe,Freyss,L,19560830,FRA,183,Q2966243
100444,Werner,Zirngibl,R,19560904,GER,,Q215117
100445,Steve,Denton,R,19560905,USA,188,Q53408
100446,John,Sadri,R,19560919,USA,188,Q3106867
100447,Juan,Nunez,R,19560923,CHI,190,Q6300611
100448,Bruce,Foxworth,R,19560925,USA,180,Q30019877
100449,Stanislav,Birner,R,19561011,CZE,170,Q3496726
100450,Leo,Palin,R,19561020,FIN,178,Q13546
100451,Tony,Graham,R,19561029,USA,,Q7822469
100452,Bill,Scanlon,R,19561113,USA,185,Q2760380
100453,Jose Luis,Damiani,R,19561121,URU,185,Q6292750
100454,Mehl,Ampon,R,19561130,USA,,
100455,Tony,Lloyd,R,19561203,GBR,,Q3531809
100456,Ferdi,Taygan,R,19561205,USA,173,Q760713
100457,Carlos,Soares,R,19561213,BRA,,
100458,Pedro,Gonzalez,R,19561218,PUR,,
100459,Tracy,Delatte,R,19561222,USA,178,Q7831721
100460,Jose,Lopez Maeso,R,19561224,ESP,173,Q605230
100461,Billy,Martin,R,19561225,USA,178,Q2903676
100462,Jeff,Etterbeek,R,19561231,USA,,
100463,Ben,Mckown,R,19570111,USA,,
100464,Warren,Maher,R,19570115,AUS,,Q7970374
100465,Mike,Shore,R,19570120,USA,,Q87471822
100466,Maurice,Hunter,R,19570127,USA,,
100467,Mark,Turpin,R,19570204,USA,183,
100468,Dominique,Bedel,R,19570220,FRA,185,Q3034986
100469,Ashok,Amritraj,R,19570222,IND,,
100470,Juan Carlos,Andrade,R,19570222,ESP,,
100471,Mark,Vines,L,19570223,USA,170,Q3294272
100472,Craig,Wittus,R,19570224,USA,180,Q5181609
100473,Glenn,Petrovic,R,19570303,USA,,
100474,Chris,Lewis,R,19570309,NZL,180,
100475,Matt,Mitchell,R,19570316,USA,180,Q1909253
100476,Nigel,Sears,R,19570404,GBR,,Q16189495
100477,Gianni,Ocleppo,R,19570406,ITA,183,Q464773
100478,Pascal,Deniau,R,19570407,FRA,185,
100479,Reinhart,Probst,R,19570417,GER,,Q24263724
100480,Josef,Brabenec,R,19570424,CAN,,Q98953023
100481,Roberto,Vizcaino,R,19570425,ESP,178,Q7351942
100482,Jochen,Settelmeyer,R,19570507,GER,,
100483,Christophe,Casa,R,19570530,FRA,178,Q2966139
100484,Pem,Guerry,R,19570606,USA,,
100485,Tsuyoshi,Fukui,R,19570622,JPN,170,Q7850370
100486,Christophe Roger,Vasselin,R,19570708,FRA,188,Q2966474
100487,Renald,Etienne,R,19570714,USA,175,
100488,Chris,Delaney,R,19570716,USA,,Q5106380
100489,Larry,Stefanki,R,19570723,USA,178,Q463719
