tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id,winner2_id,winner_seed,winner_entry,loser1_id,loser2_id,loser_seed,loser_entry,score,best_of,round,winner1_name,winner1_hand,winner1_ht,winner1_ioc,winner1_age,winner2_name,winner2_hand,winner2_ht,winner2_ioc,winner2_age,loser1_name,loser1_hand,loser1_ht,loser1_ioc,loser1_age,loser2_name,loser2_hand,loser2_ht,loser2_ioc,loser2_age,winner1_rank,winner1_rank_points,winner2_rank,winner2_rank_points,loser1_rank,loser1_rank_points,loser2_rank,loser2_rank_points,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2003-1536,Madrid Masters,Hard,48,M,20031013,290,101956,102110,4,,102845,102950,,WC,7-6 6-4,3,R16,Mark Knowles,R,190,BAH,32.1067761807,Daniel Nestor,L,190,CAN,31.1047227926,Carlos Moya,R,190,ESP,27.1266255989,Fernando Vicente,R,180,ESP,26.598220397,7,4150,6,4150,583,60,132,400,,,,,,,,,,,,,,,,,,,,
2003-1536,Madrid Masters,Hard,48,M,20031013,289,102286,102061,,,101904,103080,,,6-4 6-4,3,R16,Wayne Black,R,170,ZIM,29.9110198494,Kevin Ullyett,R,178,ZIM,31.3894592745,Chris Haggard,L,178,RSA,32.4599589322,Paul Hanley,R,183,AUS,25.916495551,30,1525,18,1950,21,1845,10,3130,,,,,,,,,,,,,,,,,,,,
2003-1536,Madrid Masters,Hard,48,M,20031013,288,102610,103280,,,102979,102251,,,4-6 7-6 6-4,3,R16,Albert Costa,R,180,ESP,28.3011635866,Martin Verkerk,R,196,NED,24.9500342231,Jeff Coetzee,R,173,RSA,26.4668035592,Mariano Hood,L,178,ARG,30.1629021218,170,295,101,540,55,921,22,1830,,,,,,,,,,,,,,,,,,,,
2003-1536,Madrid Masters,Hard,48,M,20031013,287,102093,101327,,,103888,104053,,,6-3 6-3,3,R16,Martin Damm,R,188,CZE,31.1978097194,Cyril Suk,R,180,CZE,36.7036276523,Mardy Fish,R,188,USA,21.8425735797,Andy Roddick,R,188,USA,21.1197809719,15,2605,16,2605,214,227,92,600,,,,,,,,,,,,,,,,,,,,
2003-1536,Madrid Masters,Hard,48,M,20031013,286,102562,101779,,,102477,101675,,,6-4 7-6,3,R16,Jiri Novak,R,190,CZE,28.5612594114,Pavel Vizner,R,183,CZE,33.2457221081,Gaston Etlis,R,185,ARG,28.93908282,Martin Rodriguez,R,178,ARG,33.8179329227,76,700,24,1765,23,1820,19,1935,,,,,,,,,,,,,,,,,,,,
2003-1720,Bangkok,Hard,32,A,20030922,300,102968,103544,4,,101983,103813,3,,6-3 7-6,3,F,Jonathan Erlich,R,180,ISR,26.4640657084,Andy Ram,R,180,ISR,23.4496919918,Andrew Kratzmann,R,193,AUS,31.8850102669,Jarkko Nieminen,L,185,FIN,22.1656399726,55,895,43,1051,80,679,59,855,,,,,,,,,,,,,,,,,,,,
2003-1720,Bangkok,Hard,32,A,20030922,299,101983,103813,3,,102571,103325,,,7-6 6-3,3,SF,Andrew Kratzmann,R,193,AUS,31.8850102669,Jarkko Nieminen,L,185,FIN,22.1656399726,Gregory Carraz,R,190,FRA,28.4544832307,Wesley Moodie,R,196,RSA,24.6023271732,80,679,59,855,360,114,197,245,,,,,,,,,,,,,,,,,,,,
2003-1720,Bangkok,Hard,32,A,20030922,298,102968,103544,4,,103254,103843,,,6-3 6-4,3,SF,Jonathan Erlich,R,180,ISR,26.4640657084,Andy Ram,R,180,ISR,23.4496919918,Yves Allegro,R,183,SUI,25.0787132101,Marco Chiudinelli,R,185,SUI,22.0314852841,55,895,43,1051,69,755,153,317,,,,,,,,,,,,,,,,,,,,
2003-1720,Bangkok,Hard,32,A,20030922,297,101983,103813,3,,102097,103387,,WC,6-3 6-4,3,QF,Andrew Kratzmann,R,193,AUS,31.8850102669,Jarkko Nieminen,L,185,FIN,22.1656399726,Naratorn Srichaphan,R,,THA,31.1293634497,Paradorn Srichaphan,R,185,THA,24.2737850787,80,679,59,855,1690,1,83,642,,,,,,,,,,,,,,,,,,,,
2003-1720,Bangkok,Hard,32,A,20030922,296,102968,103544,4,,104339,103344,,,6-7 6-4 6-1,3,QF,Jonathan Erlich,R,180,ISR,26.4640657084,Andy Ram,R,180,ISR,23.4496919918,Mario Ancic,R,196,CRO,19.4798083504,Ivan Ljubicic,R,193,CRO,24.5119780972,55,895,43,1051,87,606,93,570,,,,,,,,,,,,,,,,,,,,
2003-1720,Bangkok,Hard,32,A,20030922,295,103254,103843,,,102381,102836,,,6-3 7-6,3,QF,Yves Allegro,R,183,SUI,25.0787132101,Marco Chiudinelli,R,185,SUI,22.0314852841,Werner Eschauer,R,188,AUT,29.4072553046,Rogier Wassen,R,190,NED,27.1184120465,69,755,153,317,489,78,105,517,,,,,,,,,,,,,,,,,,,,
2003-1720,Bangkok,Hard,32,A,20030922,294,102571,103325,,,102148,102642,,,W/O,3,QF,Gregory Carraz,R,190,FRA,28.4544832307,Wesley Moodie,R,196,RSA,24.6023271732,Fabrice Santoro,R,178,FRA,30.7843942505,Cyril Saulnier,R,190,FRA,28.1013004791,360,114,197,245,9,3725,525,68,,,,,,,,,,,,,,,,,,,,
2003-1720,Bangkok,Hard,32,A,20030922,293,102381,102836,,,102979,101904,1,,4-6 7-5 6-2,3,R16,Werner Eschauer,R,188,AUT,29.4072553046,Rogier Wassen,R,190,NED,27.1184120465,Jeff Coetzee,R,173,RSA,26.4093086927,Chris Haggard,L,178,RSA,32.4024640657,489,78,105,517,35,1236,19,2035,,,,,,,,,,,,,,,,,,,,
2003-1720,Bangkok,Hard,32,A,20030922,292,102148,102642,,,101097,102053,2,,7-6 6-4,3,R16,Fabrice Santoro,R,178,FRA,30.7843942505,Cyril Saulnier,R,190,FRA,28.1013004791,Rick Leach,L,188,USA,38.7323750856,Brian Macphie,L,180,USA,31.3648186174,9,3725,525,68,53,933,38,1170,,,,,,,,,,,,,,,,,,,,
2003-1720,Bangkok,Hard,32,A,20030922,291,101983,103813,3,,102697,102411,,,6-4 7-5,3,R16,Andrew Kratzmann,R,193,AUS,31.8850102669,Jarkko Nieminen,L,185,FIN,22.1656399726,Stephen Huss,R,180,AUS,27.7837097878,Myles Wakefield,R,196,RSA,29.2758384668,80,679,59,855,104,519,85,639,,,,,,,,,,,,,,,,,,,,
2003-1720,Bangkok,Hard,32,A,20030922,290,102968,103544,4,,102851,102106,,,6-2 6-1,3,R16,Jonathan Erlich,R,180,ISR,26.4640657084,Andy Ram,R,180,ISR,23.4496919918,Giorgio Galimberti,R,180,ITA,27.0444900753,Davide Sanguinetti,R,188,ITA,31.0746064339,55,895,43,1051,216,228,86,610,,,,,,,,,,,,,,,,,,,,
2003-1720,Bangkok,Hard,32,A,20030922,289,103254,103843,,,103920,103921,,WC,7-6 6-4,3,R16,Yves Allegro,R,183,SUI,25.0787132101,Marco Chiudinelli,R,185,SUI,22.0314852841,Sanchai Ratiwatana,R,175,THA,21.6618754278,Sonchat Ratiwatana,R,175,THA,21.6618754278,69,755,153,317,395,103,395,103,,,,,,,,,,,,,,,,,,,,
2003-1720,Bangkok,Hard,32,A,20030922,288,104339,103344,,,103221,103525,,,6-3 6-0,3,R16,Mario Ancic,R,196,CRO,19.4798083504,Ivan Ljubicic,R,193,CRO,24.5119780972,Jason Marshall,L,185,USA,25.2566735113,Ivan Miranda,R,175,PER,23.5400410678,87,606,93,570,137,365,252,183,,,,,,,,,,,,,,,,,,,,
2003-1720,Bangkok,Hard,32,A,20030922,287,102571,103325,,,102023,102539,,,6-3 6-2,3,R16,Gregory Carraz,R,190,FRA,28.4544832307,Wesley Moodie,R,196,RSA,24.6023271732,Petr Luxa,R,190,CZE,31.5537303217,Bohdan Ulihrach,R,188,CZE,28.5776865161,360,114,197,245,56,892,354,116,,,,,,,,,,,,,,,,,,,,
2003-1720,Bangkok,Hard,32,A,20030922,286,102097,103387,,WC,103154,103758,,,2-6 6-4 6-2,3,R16,Naratorn Srichaphan,R,,THA,31.1293634497,Paradorn Srichaphan,R,185,THA,24.2737850787,Jaymon Crabb,R,183,AUS,25.5468856947,Taylor Dent,R,188,USA,22.4120465435,1690,1,83,642,387,106,771,32,,,,,,,,,,,,,,,,,,,,
2003-301,Auckland,Hard,32,A,20030106,300,101682,101937,2,,103115,102904,,,7-6 3-6 6-3,3,F,David Adams,R,188,RSA,33.0020533881,Robbie Koenig,R,173,RSA,31.5071868583,Tomas Cibulec,R,180,CZE,24.9746748802,Leos Friedl,R,183,CZE,26.0123203285,28,1575,36,1405,32,1510,44,1224,,,,,,,,,,,,,,,,,,,,
2003-301,Auckland,Hard,32,A,20030106,299,101682,101937,2,,102856,102987,,,4-6 6-1 7-5,3,SF,David Adams,R,188,RSA,33.0020533881,Robbie Koenig,R,173,RSA,31.5071868583,Gustavo Kuerten,R,190,BRA,26.3216974675,Andre Sa,R,185,BRA,25.6700889802,28,1575,36,1405,96,625,66,856,,,,,,,,,,,,,,,,,,,,
2003-301,Auckland,Hard,32,A,20030106,298,103115,102904,,,102057,102106,,,7-6 6-2,3,SF,Tomas Cibulec,R,180,CZE,24.9746748802,Leos Friedl,R,183,CZE,26.0123203285,Devin Bowen,R,183,USA,30.636550308,Davide Sanguinetti,R,188,ITA,30.3655030801,32,1510,44,1224,64,877,263,158,,,,,,,,,,,,,,,,,,,,
2003-301,Auckland,Hard,32,A,20030106,297,101682,101937,2,,102131,103066,,WC,6-4 6-3,3,QF,David Adams,R,188,RSA,33.0020533881,Robbie Koenig,R,173,RSA,31.5071868583,Alistair Hunt,R,190,NZL,30.1519507187,Mark Nielsen,R,185,NZL,25.2457221081,28,1575,36,1405,1290,6,199,223,,,,,,,,,,,,,,,,,,,,
2003-301,Auckland,Hard,32,A,20030106,296,102057,102106,,,104076,103602,,,3-3 RET,3,QF,Devin Bowen,R,183,USA,30.636550308,Davide Sanguinetti,R,188,ITA,30.3655030801,Jose Acasuso,R,190,ARG,20.2135523614,Fernando Gonzalez,R,183,CHI,22.4394250513,64,877,263,158,179,253,227,190,,,,,,,,,,,,,,,,,,,,
2003-301,Auckland,Hard,32,A,20030106,295,103115,102904,,,101704,102053,,,6-4 3-6 6-3,3,QF,Tomas Cibulec,R,180,CZE,24.9746748802,Leos Friedl,R,183,CZE,26.0123203285,Ellis Ferreira,L,188,RSA,32.8788501027,Brian Macphie,L,180,USA,30.6557152635,32,1510,44,1224,55,1095,24,1690,,,,,,,,,,,,,,,,,,,,
2003-301,Auckland,Hard,32,A,20030106,294,102856,102987,,,102463,103900,,,6-3 7-6,3,QF,Gustavo Kuerten,R,190,BRA,26.3216974675,Andre Sa,R,185,BRA,25.6700889802,Lucas Arnold Ker,R,180,ARG,28.2354551677,David Nalbandian,R,180,ARG,21.0130047912,96,625,66,856,30,1550,183,245,,,,,,,,,,,,,,,,,,,,
2003-301,Auckland,Hard,32,A,20030106,293,102057,102106,,,101515,101932,1,,7-5 6-3,3,R16,Devin Bowen,R,183,USA,30.636550308,Davide Sanguinetti,R,188,ITA,30.3655030801,Donald Johnson,L,190,USA,34.3244353183,Jared Palmer,R,190,USA,31.5154004107,64,877,263,158,10,2905,9,3105,,,,,,,,,,,,,,,,,,,,
2003-301,Auckland,Hard,32,A,20030106,292,101682,101937,2,,102477,101675,,,7-6 3-6 6-2,3,R16,David Adams,R,188,RSA,33.0020533881,Robbie Koenig,R,173,RSA,31.5071868583,Gaston Etlis,R,185,ARG,28.1724845996,Martin Rodriguez,R,178,ARG,33.0513347023,28,1575,36,1405,26,1630,58,980,,,,,,,,,,,,,,,,,,,,
2003-301,Auckland,Hard,32,A,20030106,291,102856,102987,,,102664,101779,3,,7-6 6-3,3,R16,Gustavo Kuerten,R,190,BRA,26.3216974675,Andre Sa,R,185,BRA,25.6700889802,Petr Pala,R,193,CZE,27.2635181383,Pavel Vizner,R,183,CZE,32.4791238877,96,625,66,856,41,1341,33,1445,,,,,,,,,,,,,,,,,,,,
2003-301,Auckland,Hard,32,A,20030106,290,101704,102053,,,102998,103219,4,,6-7 7-6 7-6,3,R16,Ellis Ferreira,L,188,RSA,32.8788501027,Brian Macphie,L,180,USA,30.6557152635,Jan Michael Gambill,R,190,USA,25.5934291581,Graydon Oliver,R,193,USA,24.5612594114,55,1095,24,1690,23,1750,54,1126,,,,,,,,,,,,,,,,,,,,
2003-301,Auckland,Hard,32,A,20030106,289,104076,103602,,,111309,104036,,WC,6-4 7-6,3,R16,Jose Acasuso,R,190,ARG,20.2135523614,Fernando Gonzalez,R,183,CHI,22.4394250513,Jacob Olsen,R,,NZL,19.9671457906,Simon Rea,L,,NZL,20.4709103354,179,253,227,190,1320,5,1074,13,,,,,,,,,,,,,,,,,,,,
2003-301,Auckland,Hard,32,A,20030106,288,102463,103900,,,103103,103285,,,4-6 6-1 7-5,3,R16,Lucas Arnold Ker,R,180,ARG,28.2354551677,David Nalbandian,R,180,ARG,21.0130047912,Dominik Hrbaty,R,183,SVK,25.0047912389,Radek Stepanek,R,185,CZE,24.1095140315,30,1550,183,245,127,420,17,2275,,,,,,,,,,,,,,,,,,,,
2003-301,Auckland,Hard,32,A,20030106,287,103115,102904,,,102979,101904,,,6-2 4-6 7-6,3,R16,Tomas Cibulec,R,180,CZE,24.9746748802,Leos Friedl,R,183,CZE,26.0123203285,Jeff Coetzee,R,173,RSA,25.7002053388,Chris Haggard,L,178,RSA,31.6933607118,32,1510,44,1224,34,1411,40,1355,,,,,,,,,,,,,,,,,,,,
2003-301,Auckland,Hard,32,A,20030106,286,102131,103066,,WC,102860,103909,,,6-3 7-6,3,R16,Alistair Hunt,R,190,NZL,30.1519507187,Mark Nielsen,R,185,NZL,25.2457221081,Agustin Calleri,R,183,ARG,26.3107460643,Guillermo Coria,R,175,ARG,20.9801505818,1290,6,199,223,221,199,699,37,,,,,,,,,,,,,,,,,,,,
2003-306,St. Poelten,Clay,32,A,20030519,300,102388,102398,,,102227,102800,,,6-4 6-7 6-3,3,F,Simon Aspelin,R,185,SWE,29.0212183436,Massimo Bertolini,R,188,ITA,28.9691991786,Sargis Sargsian,R,180,ARM,29.9575633128,Nenad Zimonjic,R,190,SRB,26.9541409993,55,902,82,639,168,270,40,1294,,,,,,,,,,,,,,,,,,,,
2003-306,St. Poelten,Clay,32,A,20030519,299,102388,102398,,,103115,102904,1,,3-6 7-6 6-3,3,SF,Simon Aspelin,R,185,SWE,29.0212183436,Massimo Bertolini,R,188,ITA,28.9691991786,Tomas Cibulec,R,180,CZE,25.3388090349,Leos Friedl,R,183,CZE,26.3764544832,55,902,82,639,24,1775,32,1600,,,,,,,,,,,,,,,,,,,,
2003-306,St. Poelten,Clay,32,A,20030519,298,102227,102800,,,102251,101675,3,,7-5 6-7 6-3,3,SF,Sargis Sargsian,R,180,ARM,29.9575633128,Nenad Zimonjic,R,190,SRB,26.9541409993,Mariano Hood,L,178,ARG,29.7604380561,Martin Rodriguez,R,178,ARG,33.4154688569,168,270,40,1294,39,1323,44,1245,,,,,,,,,,,,,,,,,,,,
2003-306,St. Poelten,Clay,32,A,20030519,297,103115,102904,1,,104339,102998,,,6-4 4-6 6-1,3,QF,Tomas Cibulec,R,180,CZE,25.3388090349,Leos Friedl,R,183,CZE,26.3764544832,Mario Ancic,R,196,CRO,19.1348391513,Jan Michael Gambill,R,190,USA,25.9575633128,24,1775,32,1600,426,85,45,1220,,,,,,,,,,,,,,,,,,,,
2003-306,St. Poelten,Clay,32,A,20030519,296,102227,102800,,,101682,102664,2,,4-6 6-2 7-6,3,QF,Sargis Sargsian,R,180,ARM,29.9575633128,Nenad Zimonjic,R,190,SRB,26.9541409993,David Adams,R,188,RSA,33.3661875428,Petr Pala,R,193,CZE,27.627652293,168,270,40,1294,35,1505,47,1181,,,,,,,,,,,,,,,,,,,,
2003-306,St. Poelten,Clay,32,A,20030519,295,102251,101675,3,,104053,103408,,,3-6 7-6 6-3,3,QF,Mariano Hood,L,178,ARG,29.7604380561,Martin Rodriguez,R,178,ARG,33.4154688569,Andy Roddick,R,188,USA,20.7173169062,Brian Vahaly,R,183,USA,23.832991102,39,1323,44,1245,109,515,172,264,,,,,,,,,,,,,,,,,,,,
2003-306,St. Poelten,Clay,32,A,20030519,294,102388,102398,,,103516,103459,,,6-3 7-6,3,QF,Simon Aspelin,R,185,SWE,29.0212183436,Massimo Bertolini,R,188,ITA,28.9691991786,Nathan Healey,R,180,AUS,23.2224503765,Jordan Kerr,R,180,AUS,23.5619438741,55,902,82,639,61,850,74,709,,,,,,,,,,,,,,,,,,,,
2003-306,St. Poelten,Clay,32,A,20030519,293,103115,102904,1,,103789,103781,,WC,7-6 6-3,3,R16,Tomas Cibulec,R,180,CZE,25.3388090349,Leos Friedl,R,183,CZE,26.3764544832,Irakli Labadze,L,188,GEO,21.9411362081,Jurgen Melzer,L,183,AUT,21.9904175222,24,1775,32,1600,144,332,249,173,,,,,,,,,,,,,,,,,,,,
2003-306,St. Poelten,Clay,32,A,20030519,292,101682,102664,2,,103103,102987,,,6-2 6-3,3,R16,David Adams,R,188,RSA,33.3661875428,Petr Pala,R,193,CZE,27.627652293,Dominik Hrbaty,R,183,SVK,25.3689253936,Andre Sa,R,185,BRA,26.0342231348,35,1505,47,1181,77,681,64,809,,,,,,,,,,,,,,,,,,,,
2003-306,St. Poelten,Clay,32,A,20030519,291,102251,101675,3,,102703,103581,,,7-5 6-7 6-2,3,R16,Mariano Hood,L,178,ARG,29.7604380561,Martin Rodriguez,R,178,ARG,33.4154688569,Hyung Taik Lee,R,180,KOR,27.3730321697,Flavio Saretta,R,183,BRA,22.8884325804,39,1323,44,1245,159,293,294,139,,,,,,,,,,,,,,,,,,,,
2003-306,St. Poelten,Clay,32,A,20030519,290,103516,103459,,,102795,102076,4,,6-2 4-6 6-4,3,R16,Nathan Healey,R,180,AUS,23.2224503765,Jordan Kerr,R,180,AUS,23.5619438741,Scott Humphries,R,185,USA,26.9787816564,Mark Merklein,R,188,BAH,30.8884325804,61,850,74,709,57,894,48,1066,,,,,,,,,,,,,,,,,,,,
2003-306,St. Poelten,Clay,32,A,20030519,289,104339,102998,,,102057,102659,,,7-5 5-7 6-4,3,R16,Mario Ancic,R,196,CRO,19.1348391513,Jan Michael Gambill,R,190,USA,25.9575633128,Devin Bowen,R,183,USA,31.0006844627,Ashley Fisher,R,183,AUS,27.6468172485,426,85,45,1220,50,1017,62,837,,,,,,,,,,,,,,,,,,,,
2003-306,St. Poelten,Clay,32,A,20030519,288,102388,102398,,,103252,102529,,,6-1 6-4,3,R16,Simon Aspelin,R,185,SWE,29.0212183436,Massimo Bertolini,R,188,ITA,28.9691991786,Alberto Martin,R,175,ESP,24.7446954141,Thomas Shimada,R,178,JPN,28.2683093771,55,902,82,639,309,127,68,745,,,,,,,,,,,,,,,,,,,,
2003-306,St. Poelten,Clay,32,A,20030519,287,104053,103408,,,103971,102881,,,6-1 6-4,3,R16,Andy Roddick,R,188,USA,20.7173169062,Brian Vahaly,R,183,USA,23.832991102,Karol Beck,R,180,SVK,21.1252566735,David Skoch,R,183,CZE,26.5297741273,109,515,172,264,118,469,54,919,,,,,,,,,,,,,,,,,,,,
2003-306,St. Poelten,Clay,32,A,20030519,286,102227,102800,,,101990,103280,,WC,2-6 6-3 6-2,3,R16,Sargis Sargsian,R,180,ARM,29.9575633128,Nenad Zimonjic,R,190,SRB,26.9541409993,Richard Krajicek,R,196,NED,31.4496919918,Martin Verkerk,R,196,NED,24.5475701574,168,270,40,1294,486,70,104,535,,,,,,,,,,,,,,,,,,,,
2003-308,Munich,Clay,32,A,20030428,300,102286,102061,1,,102215,101932,2,,6-3 7-5,3,F,Wayne Black,R,170,ZIM,29.4510609172,Kevin Ullyett,R,178,ZIM,30.9295003422,Joshua Eagle,R,183,AUS,29.9657768652,Jared Palmer,R,190,USA,31.8220396988,16,2420,14,2570,20,2120,17,2255,,,,,,,,,,,,,,,,,,,,
2003-308,Munich,Clay,32,A,20030428,299,102286,102061,1,,103813,103387,,,6-4 6-3,3,SF,Wayne Black,R,170,ZIM,29.4510609172,Kevin Ullyett,R,178,ZIM,30.9295003422,Jarkko Nieminen,L,185,FIN,21.7631759069,Paradorn Srichaphan,R,185,THA,23.871321013,16,2420,14,2570,120,428,427,87,,,,,,,,,,,,,,,,,,,,
2003-308,Munich,Clay,32,A,20030428,298,102215,101932,2,,103115,101779,3,,4-6 6-3 6-4,3,SF,Joshua Eagle,R,183,AUS,29.9657768652,Jared Palmer,R,190,USA,31.8220396988,Tomas Cibulec,R,180,CZE,25.2813141684,Pavel Vizner,R,183,CZE,32.7857631759,20,2120,17,2255,21,1925,29,1675,,,,,,,,,,,,,,,,,,,,
2003-308,Munich,Clay,32,A,20030428,297,102286,102061,1,,102533,102565,,WC,6-3 7-5,3,QF,Wayne Black,R,170,ZIM,29.4510609172,Kevin Ullyett,R,178,ZIM,30.9295003422,Jens Knippschild,R,190,GER,28.1971252567,Alexander Waske,R,188,GER,28.076659822,16,2420,14,2570,131,382,241,181,,,,,,,,,,,,,,,,,,,,
2003-308,Munich,Clay,32,A,20030428,296,102215,101932,2,,102854,101543,,,7-6 6-2,3,QF,Joshua Eagle,R,183,AUS,29.9657768652,Jared Palmer,R,190,USA,31.8220396988,Sjeng Schalken,R,193,NED,26.6338124572,Jeff Tarango,L,180,USA,34.4339493498,20,2120,17,2255,70,745,57,936,,,,,,,,,,,,,,,,,,,,
2003-308,Munich,Clay,32,A,20030428,295,103115,101779,3,,102664,101327,,,6-4 6-2,3,QF,Tomas Cibulec,R,180,CZE,25.2813141684,Pavel Vizner,R,183,CZE,32.7857631759,Petr Pala,R,193,CZE,27.5701574264,Cyril Suk,R,180,CZE,36.2436687201,21,1925,29,1675,42,1296,13,2620,,,,,,,,,,,,,,,,,,,,
2003-308,Munich,Clay,32,A,20030428,294,103813,103387,,,102338,102184,4,,6-1 RET,3,QF,Jarkko Nieminen,L,185,FIN,21.7631759069,Paradorn Srichaphan,R,185,THA,23.871321013,Yevgeny Kafelnikov,R,190,RUS,29.1882272416,David Prinosil,R,185,GER,30.135523614,120,428,427,87,9,2780,41,1310,,,,,,,,,,,,,,,,,,,,
2003-308,Munich,Clay,32,A,20030428,293,102286,102061,1,,101885,103080,,,6-2 7-6,3,R16,Wayne Black,R,170,ZIM,29.4510609172,Kevin Ullyett,R,178,ZIM,30.9295003422,Wayne Arthurs,L,190,AUS,32.1122518823,Paul Hanley,R,183,AUS,25.4565366188,16,2420,14,2570,36,1565,35,1570,,,,,,,,,,,,,,,,,,,,
2003-308,Munich,Clay,32,A,20030428,292,102215,101932,2,,102382,103318,,,4-6 6-3 6-4,3,R16,Joshua Eagle,R,183,AUS,29.9657768652,Jared Palmer,R,190,USA,31.8220396988,Julian Knowle,L,188,AUT,28.9965776865,Zeljko Krajan,R,178,CRO,24.2299794661,20,2120,17,2255,52,1051,700,38,,,,,,,,,,,,,,,,,,,,
