tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id,winner2_id,winner_seed,winner_entry,loser1_id,loser2_id,loser_seed,loser_entry,score,best_of,round,winner1_name,winner1_hand,winner1_ht,winner1_ioc,winner1_age,winner2_name,winner2_hand,winner2_ht,winner2_ioc,winner2_age,loser1_name,loser1_hand,loser1_ht,loser1_ioc,loser1_age,loser2_name,loser2_hand,loser2_ht,loser2_ioc,loser2_age,winner1_rank,winner1_rank_points,winner2_rank,winner2_rank_points,loser1_rank,loser1_rank_points,loser2_rank,loser2_rank_points,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2002-1536,Madrid Masters,Hard,48,M,20021014,278,101097,102053,,,101937,102184,,,6-4 6-7 7-6,3,R32,Rick Leach,L,188,USA,37.7932922656,Brian Macphie,L,180,USA,30.4257357974,Robbie Koenig,R,173,RSA,31.2772073922,David Prinosil,R,185,GER,29.5989048597,25,1775,37,1415,38,1335,24,1790,,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,300,102035,101889,1,,102984,101327,4,,7-6 7-6,3,F,Jonas Bjorkman,R,183,SWE,29.7932922656,Todd Woodbridge,R,178,AUS,30.7679671458,Martin Garcia,R,190,ARG,24.6844626968,Cyril Suk,R,180,CZE,34.9404517454,1,4135,3,4010,40,1330,35,1515,,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,299,102035,101889,1,,101704,101097,3,,7-5 6-3,3,SF,Jonas Bjorkman,R,183,SWE,29.7932922656,Todd Woodbridge,R,178,AUS,30.7679671458,Ellis Ferreira,L,188,RSA,31.8822724162,Rick Leach,L,188,USA,37.0266940452,1,4135,3,4010,15,2550,19,2275,,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,298,102984,101327,4,,102405,101543,2,,6-7 6-4 7-6,3,SF,Martin Garcia,R,190,ARG,24.6844626968,Cyril Suk,R,180,CZE,34.9404517454,Mahesh Bhupathi,R,185,IND,27.5865845311,Jeff Tarango,L,180,USA,33.1307323751,40,1330,35,1515,5,3465,14,2570,,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,297,102035,101889,1,,101532,102247,,,6-3 6-1,3,QF,Jonas Bjorkman,R,183,SWE,29.7932922656,Todd Woodbridge,R,178,AUS,30.7679671458,Francisco Clavet,L,183,ESP,33.2046543463,Andrea Gaudenzi,R,183,ITA,28.4407939767,1,4135,3,4010,635,45,240,210,,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,296,102405,101543,2,,102023,102562,,,6-0 6-4,3,QF,Mahesh Bhupathi,R,185,IND,27.5865845311,Jeff Tarango,L,180,USA,33.1307323751,Petr Luxa,R,190,CZE,29.8480492813,Jiri Novak,R,190,CZE,26.7980835044,5,3465,14,2570,65,931,8,3205,,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,295,101704,101097,3,,101249,102529,,,4-6 6-3 6-2,3,QF,Ellis Ferreira,L,188,RSA,31.8822724162,Rick Leach,L,188,USA,37.0266940452,Andrei Olhovskiy,R,185,RUS,35.7316906229,Thomas Shimada,R,178,JPN,26.9075975359,15,2550,19,2275,63,957,43,1240,,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,294,102984,101327,4,,103066,103483,,WC,6-3 6-4,3,QF,Martin Garcia,R,190,ARG,24.6844626968,Cyril Suk,R,180,CZE,34.9404517454,Mark Nielsen,R,185,NZL,24.2491444216,James Shortall,R,,NZL,22.0369609856,40,1330,35,1515,303,154,497,71,,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,293,102035,101889,1,,102904,103285,,,6-4 6-3,3,R16,Jonas Bjorkman,R,183,SWE,29.7932922656,Todd Woodbridge,R,178,AUS,30.7679671458,Leos Friedl,R,183,CZE,25.015742642,Radek Stepanek,R,185,CZE,23.112936345,1,4135,3,4010,48,1120,37,1381,,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,292,102405,101543,2,,102131,102557,,WC,6-4 6-4,3,R16,Mahesh Bhupathi,R,185,IND,27.5865845311,Jeff Tarango,L,180,USA,33.1307323751,Alistair Hunt,R,190,NZL,29.1553730322,Daniel Willman,U,,NZL,26.8090349076,5,3465,14,2570,894,21,722,37,,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,291,101704,101097,3,,101682,101565,,,6-3 6-2,3,R16,Ellis Ferreira,L,188,RSA,31.8822724162,Rick Leach,L,188,USA,37.0266940452,David Adams,R,188,RSA,32.0054757016,Marius Barnard,R,188,RSA,32.9637234771,15,2550,19,2275,32,1640,46,1170,,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,290,102984,101327,4,,102869,102950,,AL,7-5 6-1,3,R16,Martin Garcia,R,190,ARG,24.6844626968,Cyril Suk,R,180,CZE,34.9404517454,Galo Blanco,R,173,ESP,25.2484599589,Fernando Vicente,R,180,ESP,24.8350444901,40,1330,35,1515,1117,10,192,285,,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,289,101532,102247,,,101490,102585,,,6-4 6-3,3,R16,Francisco Clavet,L,183,ESP,33.2046543463,Andrea Gaudenzi,R,183,ITA,28.4407939767,Daniel Orsanic,L,183,ARG,33.5742642026,Sebastian Prieto,R,180,ARG,26.6392881588,635,45,240,210,44,1219,73,859,,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,288,102023,102562,,,102187,101937,,,6-2 1-6 7-6,3,R16,Petr Luxa,R,190,CZE,29.8480492813,Jiri Novak,R,190,CZE,26.7980835044,John Laffnie De Jager,R,193,RSA,28.810403833,Robbie Koenig,R,173,RSA,30.5106091718,65,931,8,3205,50,1105,47,1150,,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,287,103066,103483,,WC,102388,101983,,,7-6 6-4,3,R16,Mark Nielsen,R,185,NZL,24.2491444216,James Shortall,R,,NZL,22.0369609856,Simon Aspelin,R,185,SWE,27.6605065024,Andrew Kratzmann,R,193,AUS,30.1793292266,303,154,497,71,51,1095,45,1177,,,,,,,,,,,,,,,,,,,,
2002-301,Auckland,Hard,32,A,20020107,286,101249,102529,,,111309,104036,,WC,7-6 4-6 6-3,3,R16,Andrei Olhovskiy,R,185,RUS,35.7316906229,Thomas Shimada,R,178,JPN,26.9075975359,Jacob Olsen,R,,NZL,18.970568104,Simon Rea,L,,NZL,19.4743326489,63,957,43,1240,1446,2,1536,1,,,,,,,,,,,,,,,,,,,,
2002-306,St. Poelten,Clay,32,A,20020520,300,102664,101866,1,,103185,102422,2,,7-5 6-4,3,F,Petr Pala,R,193,CZE,26.6310746064,David Rikl,L,178,CZE,31.2251882272,Mike Bryan,R,190,USA,24.0574948665,Michael Hill,R,188,AUS,27.8877481177,23,2095,9,2900,14,2595,24,2015,,,,,,,,,,,,,,,,,,,,
2002-306,St. Poelten,Clay,32,A,20020520,299,102664,101866,1,,102388,101983,3,,6-4 6-4,3,SF,Petr Pala,R,193,CZE,26.6310746064,David Rikl,L,178,CZE,31.2251882272,Simon Aspelin,R,185,SWE,28.0246406571,Andrew Kratzmann,R,193,AUS,30.5434633812,23,2095,9,2900,48,1180,42,1315,,,,,,,,,,,,,,,,,,,,
2002-306,St. Poelten,Clay,32,A,20020520,298,103185,102422,2,,101937,102529,,,6-4 7-5,3,SF,Mike Bryan,R,190,USA,24.0574948665,Michael Hill,R,188,AUS,27.8877481177,Robbie Koenig,R,173,RSA,30.8747433265,Thomas Shimada,R,178,JPN,27.2717316906,14,2595,24,2015,43,1290,49,1110,,,,,,,,,,,,,,,,,,,,
2002-306,St. Poelten,Clay,32,A,20020520,297,102664,101866,1,,103294,103694,,AL,5-7 7-5 10-7,3,QF,Petr Pala,R,193,CZE,26.6310746064,David Rikl,L,178,CZE,31.2251882272,Christophe Rochus,R,170,BEL,23.4277891855,Olivier Rochus,R,168,BEL,21.3333333333,23,2095,9,2900,1135,10,996,16,,,,,,,,,,,,,,,,,,,,
2002-306,St. Poelten,Clay,32,A,20020520,296,103185,102422,2,,102247,102839,,S,6-3 7-5,3,QF,Mike Bryan,R,190,USA,24.0574948665,Michael Hill,R,188,AUS,27.8877481177,Andrea Gaudenzi,R,183,ITA,28.8049281314,Nicolas Lapentti,R,188,ECU,25.7659137577,14,2595,24,2015,235,210,85,775,,,,,,,,,,,,,,,,,,,,
2002-306,St. Poelten,Clay,32,A,20020520,295,102388,101983,3,,101904,102411,,,6-4 7-5,3,QF,Simon Aspelin,R,185,SWE,28.0246406571,Andrew Kratzmann,R,193,AUS,30.5434633812,Chris Haggard,L,178,RSA,31.06091718,Myles Wakefield,R,196,RSA,27.9342915811,48,1180,42,1315,50,1104,65,964,,,,,,,,,,,,,,,,,,,,
2002-306,St. Poelten,Clay,32,A,20020520,294,101937,102529,,,101682,101249,4,,4-6 7-6 10-8,3,QF,Robbie Koenig,R,173,RSA,30.8747433265,Thomas Shimada,R,178,JPN,27.2717316906,David Adams,R,188,RSA,32.3696098563,Andrei Olhovskiy,R,185,RUS,36.0958247775,43,1290,49,1110,36,1480,56,1031,,,,,,,,,,,,,,,,,,,,
2002-306,St. Poelten,Clay,32,A,20020520,293,102664,101866,1,,101565,102187,,,6-3 6-4,3,R16,Petr Pala,R,193,CZE,26.6310746064,David Rikl,L,178,CZE,31.2251882272,Marius Barnard,R,188,RSA,33.3278576318,John Laffnie De Jager,R,193,RSA,29.1745379877,23,2095,9,2900,55,1035,63,970,,,,,,,,,,,,,,,,,,,,
2002-306,St. Poelten,Clay,32,A,20020520,292,103185,102422,2,,103594,103733,,WC,6-1 6-2,3,R16,Mike Bryan,R,190,USA,24.0574948665,Michael Hill,R,188,AUS,27.8877481177,Oliver Marach,R,185,AUT,21.8425735797,Luben Pampoulov,R,,AUT,21.18275154,14,2595,24,2015,211,237,498,72,,,,,,,,,,,,,,,,,,,,
2002-306,St. Poelten,Clay,32,A,20020520,291,102388,101983,3,,102998,101543,,,6-2 6-3,3,R16,Simon Aspelin,R,185,SWE,28.0246406571,Andrew Kratzmann,R,193,AUS,30.5434633812,Jan Michael Gambill,R,190,USA,24.9609856263,Jeff Tarango,L,180,USA,33.4948665298,48,1180,42,1315,44,1275,20,2360,,,,,,,,,,,,,,,,,,,,
2002-306,St. Poelten,Clay,32,A,20020520,290,101682,101249,4,,102382,103781,,WC,6-3 6-0,3,R16,David Adams,R,188,RSA,32.3696098563,Andrei Olhovskiy,R,185,RUS,36.0958247775,Julian Knowle,L,188,AUT,28.0574948665,Jurgen Melzer,L,183,AUT,20.9938398357,36,1480,56,1031,62,973,291,163,,,,,,,,,,,,,,,,,,,,
2002-306,St. Poelten,Clay,32,A,20020520,289,102247,102839,,S,103182,102905,,WC,4-6 6-3 10-3,3,R16,Andrea Gaudenzi,R,183,ITA,28.8049281314,Nicolas Lapentti,R,188,ECU,25.7659137577,Markus Hipfl,R,178,AUT,24.0657084189,Stefan Koubek,L,175,AUT,25.3771389459,235,210,85,775,1012,15,577,55,,,,,,,,,,,,,,,,,,,,
2002-306,St. Poelten,Clay,32,A,20020520,288,101904,102411,,,101841,102092,,,7-5 6-1,3,R16,Chris Haggard,L,178,RSA,31.06091718,Myles Wakefield,R,196,RSA,27.9342915811,Aleksandar Kitinov,R,190,MKD,31.3483915127,Tom Vanhoudt,R,183,BEL,29.8097193703,50,1104,65,964,58,1016,54,1040,,,,,,,,,,,,,,,,,,,,
2002-306,St. Poelten,Clay,32,A,20020520,287,101937,102529,,,102904,102023,,,4-6 6-4 10-5,3,R16,Robbie Koenig,R,173,RSA,30.8747433265,Thomas Shimada,R,178,JPN,27.2717316906,Leos Friedl,R,183,CZE,25.3798767967,Petr Luxa,R,190,CZE,30.212183436,43,1290,49,1110,57,1020,61,986,,,,,,,,,,,,,,,,,,,,
2002-306,St. Poelten,Clay,32,A,20020520,286,103294,103694,,AL,102057,103115,,,1-6 7-6 10-8,3,R16,Christophe Rochus,R,170,BEL,23.4277891855,Olivier Rochus,R,168,BEL,21.3333333333,Devin Bowen,R,183,USA,30.0041067762,Tomas Cibulec,R,180,CZE,24.3422313484,1135,10,996,16,66,963,39,1385,,,,,,,,,,,,,,,,,,,,
2002-308,Munich,Clay,32,A,20020429,300,102023,103285,,,102664,101779,2,,6-0 6-7 11-9,3,F,Petr Luxa,R,190,CZE,30.1546885695,Radek Stepanek,R,185,CZE,23.4195756331,Petr Pala,R,193,CZE,26.5735797399,Pavel Vizner,R,183,CZE,31.7891854894,60,991,39,1421,20,2375,22,2275,,,,,,,,,,,,,,,,,,,,
2002-308,Munich,Clay,32,A,20020429,299,102664,101779,2,,103017,102318,,WC,6-4 4-6 10-3,3,SF,Petr Pala,R,193,CZE,26.5735797399,Pavel Vizner,R,183,CZE,31.7891854894,Nicolas Kiefer,R,183,GER,24.8158795346,Andrei Pavel,R,183,ROU,28.2518822724,20,2375,22,2275,179,295,252,200,,,,,,,,,,,,,,,,,,,,
2002-308,Munich,Clay,32,A,20020429,298,102023,103285,,,101885,103080,,,6-2 6-4,3,SF,Petr Luxa,R,190,CZE,30.1546885695,Radek Stepanek,R,185,CZE,23.4195756331,Wayne Arthurs,L,190,AUS,31.1156741958,Paul Hanley,R,183,AUS,24.4599589322,60,991,39,1421,66,930,56,1021,,,,,,,,,,,,,,,,,,,,
2002-308,Munich,Clay,32,A,20020429,297,102023,103285,,,102215,101776,1,,7-6 6-7 10-8,3,QF,Petr Luxa,R,190,CZE,30.1546885695,Radek Stepanek,R,185,CZE,23.4195756331,Joshua Eagle,R,183,AUS,28.9691991786,Sandon Stolle,R,193,AUS,31.794661191,60,991,39,1421,33,1560,7,3195,,,,,,,,,,,,,,,,,,,,
2002-308,Munich,Clay,32,A,20020429,296,102664,101779,2,,101817,101366,,,7-5 3-6 13-11,3,QF,Petr Pala,R,193,CZE,26.5735797399,Pavel Vizner,R,183,CZE,31.7891854894,Andrew Florent,R,188,AUS,31.5126625599,David Macpherson,L,175,AUS,34.8227241615,20,2375,22,2275,55,1025,68,920,,,,,,,,,,,,,,,,,,,,
2002-308,Munich,Clay,32,A,20020429,295,101885,103080,,,103115,101327,,,6-3 6-4,3,QF,Wayne Arthurs,L,190,AUS,31.1156741958,Paul Hanley,R,183,AUS,24.4599589322,Tomas Cibulec,R,180,CZE,24.2847364819,Cyril Suk,R,180,CZE,35.2470910335,66,930,56,1021,49,1110,26,1810,,,,,,,,,,,,,,,,,,,,
2002-308,Munich,Clay,32,A,20020429,294,103017,102318,,WC,101490,101675,,,4-6 6-0 10-7,3,QF,Nicolas Kiefer,R,183,GER,24.8158795346,Andrei Pavel,R,183,ROU,28.2518822724,Daniel Orsanic,L,183,ARG,33.8809034908,Martin Rodriguez,R,178,ARG,32.3613963039,179,295,252,200,64,958,59,1000,,,,,,,,,,,,,,,,,,,,
2002-308,Munich,Clay,32,A,20020429,293,102215,101776,1,,102839,102882,,S,3-6 6-4 10-5,3,R16,Joshua Eagle,R,183,AUS,28.9691991786,Sandon Stolle,R,193,AUS,31.794661191,Nicolas Lapentti,R,188,ECU,25.7084188912,Mark Philippoussis,R,196,AUS,25.4729637235,33,1560,7,3195,83,775,464,80,,,,,,,,,,,,,,,,,,,,
2002-308,Munich,Clay,32,A,20020429,292,102664,101779,2,,103163,103018,,S,7-5 7-6,3,R16,Petr Pala,R,193,CZE,26.5735797399,Pavel Vizner,R,183,CZE,31.7891854894,Tommy Haas,R,188,GER,24.0711841205,Max Mirnyi,R,196,BLR,24.8131416838,20,2375,22,2275,152,360,5,3380,,,,,,,,,,,,,,,,,,,,
2002-308,Munich,Clay,32,A,20020429,291,103115,101327,,,102184,101543,3,,6-3 6-7 10-6,3,R16,Tomas Cibulec,R,180,CZE,24.2847364819,Cyril Suk,R,180,CZE,35.2470910335,David Prinosil,R,185,GER,29.1389459274,Jeff Tarango,L,180,USA,33.4373716632,49,1110,26,1810,29,1750,21,2375,,,,,,,,,,,,,,,,,,,,
2002-308,Munich,Clay,32,A,20020429,290,103017,102318,,WC,103428,103900,,4 AL,6-3 3-6 10-4,3,R16,Nicolas Kiefer,R,183,GER,24.8158795346,Andrei Pavel,R,183,ROU,28.2518822724,Juan Ignacio Chela,R,190,ARG,22.6639288159,David Nalbandian,R,180,ARG,20.3230663929,179,295,252,200,799,29,203,251,,,,,,,,,,,,,,,,,,,,
2002-308,Munich,Clay,32,A,20020429,289,101885,103080,,,102694,102533,,WC,4-6 7-5 10-7,3,R16,Wayne Arthurs,L,190,AUS,31.1156741958,Paul Hanley,R,183,AUS,24.4599589322,Lars Burgsmuller,R,183,GER,26.3956194387,Jens Knippschild,R,190,GER,27.2005475702,66,930,56,1021,315,146,126,476,,,,,,,,,,,,,,,,,,,,
2002-308,Munich,Clay,32,A,20020429,288,101817,101366,,,101647,101937,,,3-6 6-4 10-4,3,R16,Andrew Florent,R,188,AUS,31.5126625599,David Macpherson,L,175,AUS,34.8227241615,Byron Black,R,175,ZIM,32.5612594114,Robbie Koenig,R,173,RSA,30.81724846,55,1025,68,920,72,885,43,1290,,,,,,,,,,,,,,,,,,,,
2002-308,Munich,Clay,32,A,20020429,287,102023,103285,,,102904,102529,,,7-5 6-3,3,R16,Petr Luxa,R,190,CZE,30.1546885695,Radek Stepanek,R,185,CZE,23.4195756331,Leos Friedl,R,183,CZE,25.3223819302,Thomas Shimada,R,178,JPN,27.2142368241,60,991,39,1421,57,1020,47,1145,,,,,,,,,,,,,,,,,,,,
2002-308,Munich,Clay,32,A,20020429,286,101490,101675,,,102783,104022,,WC,3-6 6-3 10-7,3,R16,Daniel Orsanic,L,183,ARG,33.8809034908,Martin Rodriguez,R,178,ARG,32.3613963039,Rainer Schuettler,R,180,GER,26.0095824778,Mikhail Youzhny,R,183,RUS,19.8439425051,64,958,59,1000,115,540,183,285,,,,,,,,,,,,,,,,,,,,
