tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id,winner2_id,winner_seed,winner_entry,loser1_id,loser2_id,loser_seed,loser_entry,score,best_of,round,winner1_name,winner1_hand,winner1_ht,winner1_ioc,winner1_age,winner2_name,winner2_hand,winner2_ht,winner2_ioc,winner2_age,loser1_name,loser1_hand,loser1_ht,loser1_ioc,loser1_age,loser2_name,loser2_hand,loser2_ht,loser2_ioc,loser2_age,winner1_rank,winner1_rank_points,winner2_rank,winner2_rank_points,loser1_rank,loser1_rank_points,loser2_rank,loser2_rank_points,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2005-301,Auckland,Hard,32,A,20050110,295,102984,102251,4,,103428,102585,,,6-7 7-6 6-4,3,QF,Martin Garcia,R,190,ARG,27.6933607118,Mariano Hood,L,178,ARG,31.40862423,Juan Ignacio Chela,R,190,ARG,25.3661875428,Sebastian Prieto,R,180,ARG,29.6481861739,52,1145,26,1670,37,1370,55,1115,,,,,,,,,,,,,,,,,,,,
2005-301,Auckland,Hard,32,A,20050110,294,102388,102751,,,103219,102664,,,6-2 6-1,3,QF,Simon Aspelin,R,185,SWE,30.6694045175,Todd Perry,R,175,AUS,28.8186173854,Graydon Oliver,R,193,USA,26.5735797399,Petr Pala,R,193,CZE,29.2758384668,39,1352,36,1405,58,1084,40,1347,,,,,,,,,,,,,,,,,,,,
2005-301,Auckland,Hard,32,A,20050110,293,102477,101675,1,,110685,104040,,WC,6-1 6-4,3,R16,Gaston Etlis,R,185,ARG,30.1848049281,Martin Rodriguez,R,178,ARG,35.0636550308,Gd Jones,R,183,NZL,18.7789185489,Adam Thompson,R,,NZL,22.4558521561,17,2130,15,2260,1754,1,706,41,,,,,,,,,,,,,,,,,,,,
2005-301,Auckland,Hard,32,A,20050110,292,101327,101779,2,,103115,103103,,,6-4 6-3,3,R16,Cyril Suk,R,180,CZE,37.9493497604,Pavel Vizner,R,183,CZE,34.4914442163,Tomas Cibulec,R,180,CZE,26.9869952088,Dominik Hrbaty,R,183,SVK,27.0171115674,18,2075,20,1935,72,935,54,1124,,,,,,,,,,,,,,,,,,,,
2005-301,Auckland,Hard,32,A,20050110,291,103219,102664,,,103080,103459,3,,6-3 7-6,3,R16,Graydon Oliver,R,193,USA,26.5735797399,Petr Pala,R,193,CZE,29.2758384668,Paul Hanley,R,183,AUS,27.1622176591,Jordan Kerr,R,180,AUS,25.2101300479,58,1084,40,1347,14,2340,59,1067,,,,,,,,,,,,,,,,,,,,
2005-301,Auckland,Hard,32,A,20050110,290,102984,102251,4,,102860,101937,,,6-3 7-6,3,R16,Martin Garcia,R,190,ARG,27.6933607118,Mariano Hood,L,178,ARG,31.40862423,Agustin Calleri,R,183,ARG,28.3230663929,Robbie Koenig,R,173,RSA,33.5195071869,52,1145,26,1670,108,535,57,1105,,,,,,,,,,,,,,,,,,,,
2005-301,Auckland,Hard,32,A,20050110,289,103254,102306,,,103898,102642,,,6-3 6-3,3,R16,Yves Allegro,R,183,SUI,26.3819301848,Michael Kohlmann,R,188,GER,30.9979466119,Julien Benneteau,R,185,FRA,23.0581793292,Cyril Saulnier,R,190,FRA,29.4045174538,45,1285,44,1290,49,1208,821,30,,,,,,,,,,,,,,,,,,,,
2005-301,Auckland,Hard,32,A,20050110,288,102388,102751,,,104076,103632,,,6-1 6-1,3,R16,Simon Aspelin,R,185,SWE,30.6694045175,Todd Perry,R,175,AUS,28.8186173854,Jose Acasuso,R,190,ARG,22.2258726899,Luis Horna,R,180,PER,24.3230663929,39,1352,36,1405,102,573,127,411,,,,,,,,,,,,,,,,,,,,
2005-301,Auckland,Hard,32,A,20050110,287,103428,102585,,,104368,103066,,WC,6-4 7-6,3,R16,Juan Ignacio Chela,R,190,ARG,25.3661875428,Sebastian Prieto,R,180,ARG,29.6481861739,Daniel King Turner,R,190,NZL,20.6570841889,Mark Nielsen,R,185,NZL,27.2580424367,37,1370,55,1115,1096,14,352,121,,,,,,,,,,,,,,,,,,,,
2005-301,Auckland,Hard,32,A,20050110,286,103602,102458,,,102979,103252,,AL,7-6 7-5,3,R16,Fernando Gonzalez,R,183,CHI,24.4517453799,Jim Thomas,R,193,USA,30.2970568104,Jeff Coetzee,R,173,RSA,27.7125256674,Alberto Martin,R,175,ESP,26.392881588,71,940,67,1000,62,1038,101,583,,,,,,,,,,,,,,,,,,,,
2005-306,St. Poelten,Clay,32,A,20050516,300,102463,103080,2,,102093,102251,3,,6-3 6-4,3,F,Lucas Arnold Ker,R,180,ARG,30.5927446954,Paul Hanley,R,183,AUS,27.5071868583,Martin Damm,R,188,CZE,32.7885010267,Mariano Hood,L,178,ARG,31.7535934292,36,1455,15,2380,17,2083,34,1510,,,,,,,,,,,,,,,,,,,,
2005-306,St. Poelten,Clay,32,A,20050516,299,102463,103080,2,,102382,103781,,,6-3 6-7 6-2,3,SF,Lucas Arnold Ker,R,180,ARG,30.5927446954,Paul Hanley,R,183,AUS,27.5071868583,Julian Knowle,L,188,AUT,31.0472279261,Jurgen Melzer,L,183,AUT,23.9835728953,36,1455,15,2380,25,1675,68,905,,,,,,,,,,,,,,,,,,,,
2005-306,St. Poelten,Clay,32,A,20050516,298,102093,102251,3,,102664,102720,,,7-6 6-4,3,SF,Martin Damm,R,188,CZE,32.7885010267,Mariano Hood,L,178,ARG,31.7535934292,Petr Pala,R,193,CZE,29.620807666,Tomas Zib,R,178,CZE,29.2895277207,17,2083,34,1510,53,1137,139,386,,,,,,,,,,,,,,,,,,,,
2005-306,St. Poelten,Clay,32,A,20050516,297,102664,102720,,,101327,101779,1,,6-3 4-6 6-3,3,QF,Petr Pala,R,193,CZE,29.620807666,Tomas Zib,R,178,CZE,29.2895277207,Cyril Suk,R,180,CZE,38.2943189596,Pavel Vizner,R,183,CZE,34.8364134155,53,1137,139,386,21,1870,22,1870,,,,,,,,,,,,,,,,,,,,
2005-306,St. Poelten,Clay,32,A,20050516,296,102463,103080,2,,101097,103617,,,7-6 6-2,3,QF,Lucas Arnold Ker,R,180,ARG,30.5927446954,Paul Hanley,R,183,AUS,27.5071868583,Rick Leach,L,188,USA,40.3805612594,Travis Parrott,R,185,USA,24.7474332649,36,1455,15,2380,57,1055,42,1369,,,,,,,,,,,,,,,,,,,,
2005-306,St. Poelten,Clay,32,A,20050516,295,102093,102251,3,,104068,103459,,,6-4 6-1,3,QF,Martin Damm,R,188,CZE,32.7885010267,Mariano Hood,L,178,ARG,31.7535934292,Robby Ginepri,R,183,USA,22.6064339493,Jordan Kerr,R,180,AUS,25.5550992471,17,2083,34,1510,177,265,45,1260,,,,,,,,,,,,,,,,,,,,
2005-306,St. Poelten,Clay,32,A,20050516,294,102382,103781,,,103219,101932,,,6-4 5-7 6-1,3,QF,Julian Knowle,L,188,AUT,31.0472279261,Jurgen Melzer,L,183,AUT,23.9835728953,Graydon Oliver,R,193,USA,26.9185489391,Jared Palmer,R,190,USA,33.8726899384,25,1675,68,905,47,1222,31,1565,,,,,,,,,,,,,,,,,,,,
2005-306,St. Poelten,Clay,32,A,20050516,293,101327,101779,1,,104230,103429,,WC,6-2 6-1,3,R16,Cyril Suk,R,180,CZE,38.2943189596,Pavel Vizner,R,183,CZE,34.8364134155,Daniel Koellerer,R,180,AUT,21.7467488022,Peter Luczak,R,183,AUS,25.7084188912,21,1870,22,1870,935,22,309,143,,,,,,,,,,,,,,,,,,,,
2005-306,St. Poelten,Clay,32,A,20050516,292,102463,103080,2,,103711,102106,,,6-3 7-5,3,R16,Lucas Arnold Ker,R,180,ARG,30.5927446954,Paul Hanley,R,183,AUS,27.5071868583,Jaroslav Levinsky,R,196,CZE,24.257357974,Davide Sanguinetti,R,188,ITA,32.7227926078,36,1455,15,2380,54,1133,254,182,,,,,,,,,,,,,,,,,,,,
2005-306,St. Poelten,Clay,32,A,20050516,291,102093,102251,3,,103115,103181,,AL,6-1 6-2,3,R16,Martin Damm,R,188,CZE,32.7885010267,Mariano Hood,L,178,ARG,31.7535934292,Tomas Cibulec,R,180,CZE,27.3319644079,Jiri Vanek,R,185,CZE,27.06091718,17,2083,34,1510,78,825,136,395,,,,,,,,,,,,,,,,,,,,
2005-306,St. Poelten,Clay,32,A,20050516,290,102382,103781,,,103254,102306,4,,7-5 6-2,3,R16,Julian Knowle,L,188,AUT,31.0472279261,Jurgen Melzer,L,183,AUT,23.9835728953,Yves Allegro,R,183,SUI,26.726899384,Michael Kohlmann,R,188,GER,31.3429158111,25,1675,68,905,38,1425,39,1425,,,,,,,,,,,,,,,,,,,,
2005-306,St. Poelten,Clay,32,A,20050516,289,104068,103459,,,102477,102984,,,6-3 6-1,3,R16,Robby Ginepri,R,183,USA,22.6064339493,Jordan Kerr,R,180,AUS,25.5550992471,Gaston Etlis,R,185,ARG,30.5297741273,Martin Garcia,R,190,ARG,28.038329911,177,265,45,1260,33,1560,48,1175,,,,,,,,,,,,,,,,,,,,
2005-306,St. Poelten,Clay,32,A,20050516,288,101097,103617,,,103632,102585,,,1-6 6-3 6-4,3,R16,Rick Leach,L,188,USA,40.3805612594,Travis Parrott,R,185,USA,24.7474332649,Luis Horna,R,180,PER,24.6680355921,Sebastian Prieto,R,180,ARG,29.993155373,57,1055,42,1369,99,567,60,1000,,,,,,,,,,,,,,,,,,,,
2005-306,St. Poelten,Clay,32,A,20050516,287,103219,101932,,,103294,102458,,,6-2 6-1,3,R16,Graydon Oliver,R,193,USA,26.9185489391,Jared Palmer,R,190,USA,33.8726899384,Christophe Rochus,R,170,BEL,26.417522245,Jim Thomas,R,193,USA,30.6420260096,47,1222,31,1565,319,140,55,1130,,,,,,,,,,,,,,,,,,,,
2005-306,St. Poelten,Clay,32,A,20050516,286,102664,102720,,,103182,104021,,WC,6-4 6-4,3,R16,Petr Pala,R,193,CZE,29.620807666,Tomas Zib,R,178,CZE,29.2895277207,Markus Hipfl,R,178,AUT,27.0554414784,Marco Mirnegg,R,180,AUT,22.893908282,53,1137,139,386,,,964,19,,,,,,,,,,,,,,,,,,,,
2005-308,Munich,Clay,32,A,20050425,300,104339,102382,,,104252,102565,,,6-3 1-6 6-3,3,F,Mario Ancic,R,196,CRO,21.0704996578,Julian Knowle,L,188,AUT,30.9897330595,Florian Mayer,R,190,GER,21.5550992471,Alexander Waske,R,188,GER,30.0698151951,96,620,32,1620,214,227,57,1092,,,,,,,,,,,,,,,,,,,,
2005-308,Munich,Clay,32,A,20050425,299,104339,102382,,,102318,102574,,WC,7-5 RET,3,SF,Mario Ancic,R,196,CRO,21.0704996578,Julian Knowle,L,188,AUT,30.9897330595,Andrei Pavel,R,183,ROU,31.241615332,Gabriel Trifu,R,193,ROU,30.0314852841,96,620,32,1620,43,1293,129,422,,,,,,,,,,,,,,,,,,,,
2005-308,Munich,Clay,32,A,20050425,298,104252,102565,,,103813,102783,,,6-7 7-6 7-5,3,SF,Florian Mayer,R,190,GER,21.5550992471,Alexander Waske,R,188,GER,30.0698151951,Jarkko Nieminen,L,185,FIN,23.7563312799,Rainer Schuettler,R,180,GER,28.9993155373,214,227,57,1092,126,425,69,870,,,,,,,,,,,,,,,,,,,,
2005-308,Munich,Clay,32,A,20050425,297,102318,102574,,WC,101327,101779,1,,6-1 4-6 6-3,3,QF,Andrei Pavel,R,183,ROU,31.241615332,Gabriel Trifu,R,193,ROU,30.0314852841,Cyril Suk,R,180,CZE,38.2368240931,Pavel Vizner,R,183,CZE,34.7789185489,43,1293,129,422,20,1870,21,1870,,,,,,,,,,,,,,,,,,,,
2005-308,Munich,Clay,32,A,20050425,296,104252,102565,,,103254,102306,4,,6-4 1-6 7-5,3,QF,Florian Mayer,R,190,GER,21.5550992471,Alexander Waske,R,188,GER,30.0698151951,Yves Allegro,R,183,SUI,26.6694045175,Michael Kohlmann,R,188,GER,31.2854209446,214,227,57,1092,40,1425,36,1475,,,,,,,,,,,,,,,,,,,,
2005-308,Munich,Clay,32,A,20050425,295,104339,102382,,,103219,101932,,,6-3 1-6 6-2,3,QF,Mario Ancic,R,196,CRO,21.0704996578,Julian Knowle,L,188,AUT,30.9897330595,Graydon Oliver,R,193,USA,26.8610540726,Jared Palmer,R,190,USA,33.8151950719,96,620,32,1620,47,1222,27,1650,,,,,,,,,,,,,,,,,,,,
2005-308,Munich,Clay,32,A,20050425,294,103813,102783,,,101885,103429,,,7-6 6-4,3,QF,Jarkko Nieminen,L,185,FIN,23.7563312799,Rainer Schuettler,R,180,GER,28.9993155373,Wayne Arthurs,L,190,AUS,34.1054072553,Peter Luczak,R,183,AUS,25.6509240246,126,425,69,870,14,2555,290,153,,,,,,,,,,,,,,,,,,,,
2005-308,Munich,Clay,32,A,20050425,293,101327,101779,1,,103459,102585,,,4-6 6-4 7-5,3,R16,Cyril Suk,R,180,CZE,38.2368240931,Pavel Vizner,R,183,CZE,34.7789185489,Jordan Kerr,R,180,AUS,25.4976043806,Sebastian Prieto,R,180,ARG,29.9356605065,20,1870,21,1870,46,1222,50,1165,,,,,,,,,,,,,,,,,,,,
2005-308,Munich,Clay,32,A,20050425,292,103813,102783,,,102093,102251,2,,7-6 3-6 6-2,3,R16,Jarkko Nieminen,L,185,FIN,23.7563312799,Rainer Schuettler,R,180,GER,28.9993155373,Martin Damm,R,188,CZE,32.7310061602,Mariano Hood,L,178,ARG,31.6960985626,126,425,69,870,17,2068,28,1645,,,,,,,,,,,,,,,,,,,,
