tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id,winner2_id,winner_seed,winner_entry,loser1_id,loser2_id,loser_seed,loser_entry,score,best_of,round,winner1_name,winner1_hand,winner1_ht,winner1_ioc,winner1_age,winner2_name,winner2_hand,winner2_ht,winner2_ioc,winner2_age,loser1_name,loser1_hand,loser1_ht,loser1_ioc,loser1_age,loser2_name,loser2_hand,loser2_ht,loser2_ioc,loser2_age,winner1_rank,winner1_rank_points,winner2_rank,winner2_rank_points,loser1_rank,loser1_rank_points,loser2_rank,loser2_rank_points,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2001-301,Auckland,Hard,32,A,20010108,290,101565,102458,,,102463,102501,4,,6-4 6-4,3,R16,Marius Barnard,R,188,RSA,31.9671457906,Jim Thomas,R,193,USA,26.2915811088,Lucas Arnold Ker,R,180,ARG,26.2422997947,Johan Landsberg,R,183,SWE,26.0260095825,54,1125,105,580,47,1250,57,1010,,,,,,,,,,,,,,,,,,,,
2001-301,Auckland,Hard,32,A,20010108,289,102860,102644,,WC,102369,102247,,,7-6 4-6 6-3,3,R16,Agustin Calleri,R,183,ARG,24.3175906913,Franco Squillari,L,183,ARG,25.3826146475,Julien Boutter,R,190,FRA,26.7624914442,Andrea Gaudenzi,R,183,ITA,27.4442162902,391,100,,,74,838,80,787,,,,,,,,,,,,,,,,,,,,
2001-301,Auckland,Hard,32,A,20010108,288,103103,102344,,WC,102057,101602,,,6-3 6-1,3,R16,Dominik Hrbaty,R,183,SVK,23.0116358658,Karol Kucera,R,188,SVK,26.8501026694,Devin Bowen,R,183,USA,28.643394935,Jack Waite,R,185,USA,31.6906228611,16,2285,533,60,94,715,81,785,,,,,,,,,,,,,,,,,,,,
2001-301,Auckland,Hard,32,A,20010108,287,102664,101779,,,103115,102904,,,7-6 6-7 7-6,3,R16,Petr Pala,R,193,CZE,25.2703627652,Pavel Vizner,R,183,CZE,30.4859685147,Tomas Cibulec,R,180,CZE,22.9815195072,Leos Friedl,R,183,CZE,24.0191649555,56,1023,61,988,63,954,63,954,,,,,,,,,,,,,,,,,,,,
2001-301,Auckland,Hard,32,A,20010108,286,102529,102411,,,102536,102131,,WC,6-2 7-6,3,R16,Thomas Shimada,R,178,JPN,25.9110198494,Myles Wakefield,R,196,RSA,26.5735797399,James Greenhalgh,R,183,NZL,25.8863791923,Alistair Hunt,R,190,NZL,28.1587953457,66,936,65,945,272,176,946,15,,,,,,,,,,,,,,,,,,,,
2001-306,St. Poelten,Clay,32,A,20010521,300,102664,101866,1,,101761,101490,2,,6-3 5-7 7-5,3,F,Petr Pala,R,193,CZE,25.6344969199,David Rikl,L,178,CZE,30.2286105407,Jaime Oncins,R,196,BRA,30.9295003422,Daniel Orsanic,L,183,ARG,32.9418206708,32,1635,6,2985,34,1590,41,1440,,,,,,,,,,,,,,,,,,,,
2001-306,St. Poelten,Clay,32,A,20010521,299,102664,101866,1,,101565,102458,,,7-6 7-6,3,SF,Petr Pala,R,193,CZE,25.6344969199,David Rikl,L,178,CZE,30.2286105407,Marius Barnard,R,188,RSA,32.3312799452,Jim Thomas,R,193,USA,26.6557152635,32,1635,6,2985,63,1045,73,889,,,,,,,,,,,,,,,,,,,,
2001-306,St. Poelten,Clay,32,A,20010521,298,101761,101490,2,,101507,101733,,,4-2 RET,3,SF,Jaime Oncins,R,196,BRA,30.9295003422,Daniel Orsanic,L,183,ARG,32.9418206708,Tomas Carbonell,R,178,ESP,32.7857631759,Jan Siemerink,L,183,NED,31.1019849418,34,1590,41,1440,40,1450,124,506,,,,,,,,,,,,,,,,,,,,
2001-306,St. Poelten,Clay,32,A,20010521,297,102664,101866,1,,102905,102318,,WC,6-1 7-6,3,QF,Petr Pala,R,193,CZE,25.6344969199,David Rikl,L,178,CZE,30.2286105407,Stefan Koubek,L,175,AUT,24.3805612594,Andrei Pavel,R,183,ROU,27.3127994524,32,1635,6,2985,1099,10,517,60,,,,,,,,,,,,,,,,,,,,
2001-306,St. Poelten,Clay,32,A,20010521,296,101761,101490,2,,102904,103103,,,6-3 2-6 6-4,3,QF,Jaime Oncins,R,196,BRA,30.9295003422,Daniel Orsanic,L,183,ARG,32.9418206708,Leos Friedl,R,183,CZE,24.3832991102,Dominik Hrbaty,R,183,SVK,23.3757700205,34,1590,41,1440,65,1013,42,1435,,,,,,,,,,,,,,,,,,,,
2001-306,St. Poelten,Clay,32,A,20010521,295,101507,101733,,,103184,103185,3,,6-7 6-1 6-4,3,QF,Tomas Carbonell,R,178,ESP,32.7857631759,Jan Siemerink,L,183,NED,31.1019849418,Bob Bryan,L,193,USA,23.06091718,Mike Bryan,R,190,USA,23.06091718,40,1450,124,506,45,1405,44,1407,,,,,,,,,,,,,,,,,,,,
2001-306,St. Poelten,Clay,32,A,20010521,294,101565,102458,,,102529,102411,,,7-6 6-4,3,QF,Marius Barnard,R,188,RSA,32.3312799452,Jim Thomas,R,193,USA,26.6557152635,Thomas Shimada,R,178,JPN,26.2751540041,Myles Wakefield,R,196,RSA,26.9377138946,63,1045,73,889,57,1131,59,1115,,,,,,,,,,,,,,,,,,,,
2001-306,St. Poelten,Clay,32,A,20010521,293,102664,101866,1,,101937,101602,,,6-2 6-4,3,R16,Petr Pala,R,193,CZE,25.6344969199,David Rikl,L,178,CZE,30.2286105407,Robbie Koenig,R,173,RSA,29.87816564,Jack Waite,R,185,USA,32.0547570157,32,1635,6,2985,78,855,68,984,,,,,,,,,,,,,,,,,,,,
2001-306,St. Poelten,Clay,32,A,20010521,292,101761,101490,2,,102524,102636,,,6-3 6-4,3,R16,Jaime Oncins,R,196,BRA,30.9295003422,Daniel Orsanic,L,183,ARG,32.9418206708,Neville Godwin,R,173,RSA,26.302532512,Jason Weir Smith,L,188,RSA,25.7850787132,34,1590,41,1440,98,651,86,715,,,,,,,,,,,,,,,,,,,,
2001-306,St. Poelten,Clay,32,A,20010521,291,103184,103185,3,,102093,101327,,,6-2 6-3,3,R16,Bob Bryan,L,193,USA,23.06091718,Mike Bryan,R,190,USA,23.06091718,Martin Damm,R,188,CZE,28.8021902806,Cyril Suk,R,180,CZE,34.3080082136,45,1405,44,1407,79,796,43,1411,,,,,,,,,,,,,,,,,,,,
2001-306,St. Poelten,Clay,32,A,20010521,290,102529,102411,,,101682,101917,4,,7-6 6-1,3,R16,Thomas Shimada,R,178,JPN,26.2751540041,Myles Wakefield,R,196,RSA,26.9377138946,David Adams,R,188,RSA,31.3730321697,Grant Stafford,R,188,RSA,29.9849418207,57,1131,59,1115,28,1870,71,925,,,,,,,,,,,,,,,,,,,,
2001-306,St. Poelten,Clay,32,A,20010521,289,101565,102458,,,103084,103454,,LL,6-3 6-2,3,R16,Marius Barnard,R,188,RSA,32.3312799452,Jim Thomas,R,193,USA,26.6557152635,Guillermo Canas,R,185,ARG,23.485284052,Nicolas Massu,R,183,CHI,21.6125941136,63,1045,73,889,257,186,292,151,,,,,,,,,,,,,,,,,,,,
2001-306,St. Poelten,Clay,32,A,20010521,288,101507,101733,,,103294,103694,,Q,6-1 6-2,3,R16,Tomas Carbonell,R,178,ESP,32.7857631759,Jan Siemerink,L,183,NED,31.1019849418,Christophe Rochus,R,170,BEL,22.431211499,Olivier Rochus,R,168,BEL,20.3367556468,40,1450,124,506,375,98,291,152,,,,,,,,,,,,,,,,,,,,
2001-306,St. Poelten,Clay,32,A,20010521,287,102904,103103,,,101904,101983,,,6-7 6-4 6-2,3,R16,Leos Friedl,R,183,CZE,24.3832991102,Dominik Hrbaty,R,183,SVK,23.3757700205,Chris Haggard,L,178,RSA,30.0643394935,Andrew Kratzmann,R,193,AUS,29.5468856947,65,1013,42,1435,53,1170,58,1115,,,,,,,,,,,,,,,,,,,,
2001-306,St. Poelten,Clay,32,A,20010521,286,102905,102318,,WC,102869,103182,,WC,6-4 7-6,3,R16,Stefan Koubek,L,175,AUT,24.3805612594,Andrei Pavel,R,183,ROU,27.3127994524,Galo Blanco,R,173,ESP,24.6160164271,Markus Hipfl,R,178,AUT,23.0691307324,1099,10,517,60,641,40,1179,7,,,,,,,,,,,,,,,,,,,,
2001-308,Munich,Clay,32,A,20010430,300,102023,103285,,Q,101761,101490,3,,5-7 6-2 7-6,3,F,Petr Luxa,R,190,CZE,29.158110883,Radek Stepanek,R,185,CZE,22.4229979466,Jaime Oncins,R,196,BRA,30.8720054757,Daniel Orsanic,L,183,ARG,32.8843258042,126,514,123,517,35,1560,50,1240,,,,,,,,,,,,,,,,,,,,
2001-308,Munich,Clay,32,A,20010430,299,101761,101490,3,,102664,101779,,,6-1 7-5,3,SF,Jaime Oncins,R,196,BRA,30.8720054757,Daniel Orsanic,L,183,ARG,32.8843258042,Petr Pala,R,193,CZE,25.5770020534,Pavel Vizner,R,183,CZE,30.7926078029,35,1560,50,1240,46,1265,51,1230,,,,,,,,,,,,,,,,,,,,
2001-308,Munich,Clay,32,A,20010430,298,102023,103285,,Q,102187,102636,,,5-7 4-2 RET,3,SF,Petr Luxa,R,190,CZE,29.158110883,Radek Stepanek,R,185,CZE,22.4229979466,John Laffnie De Jager,R,193,RSA,28.1204654346,Jason Weir Smith,L,188,RSA,25.7275838467,126,514,123,517,47,1255,94,702,,,,,,,,,,,,,,,,,,,,
2001-308,Munich,Clay,32,A,20010430,297,102664,101779,,,101885,101776,1,,6-4 6-4,3,QF,Petr Pala,R,193,CZE,25.5770020534,Pavel Vizner,R,183,CZE,30.7926078029,Wayne Arthurs,L,190,AUS,30.1190965092,Sandon Stolle,R,193,AUS,30.7980835044,46,1265,51,1230,19,2200,3,3855,,,,,,,,,,,,,,,,,,,,
2001-308,Munich,Clay,32,A,20010430,296,102023,103285,,Q,101866,101327,2,,7-6 6-3,3,QF,Petr Luxa,R,190,CZE,29.158110883,Radek Stepanek,R,185,CZE,22.4229979466,David Rikl,L,178,CZE,30.1711156742,Cyril Suk,R,180,CZE,34.250513347,126,514,123,517,7,3035,52,1193,,,,,,,,,,,,,,,,,,,,
2001-308,Munich,Clay,32,A,20010430,295,101761,101490,3,,102215,103080,,,6-4 2-6 6-1,3,QF,Jaime Oncins,R,196,BRA,30.8720054757,Daniel Orsanic,L,183,ARG,32.8843258042,Joshua Eagle,R,183,AUS,27.9726214921,Paul Hanley,R,183,AUS,23.4633812457,35,1560,50,1240,11,2550,112,592,,,,,,,,,,,,,,,,,,,,
2001-308,Munich,Clay,32,A,20010430,294,102187,102636,,,102477,101675,,,1-6 6-3 7-5,3,QF,John Laffnie De Jager,R,193,RSA,28.1204654346,Jason Weir Smith,L,188,RSA,25.7275838467,Gaston Etlis,R,185,ARG,26.4859685147,Martin Rodriguez,R,178,ARG,31.3648186174,47,1255,94,702,60,1096,75,871,,,,,,,,,,,,,,,,,,,,
2001-308,Munich,Clay,32,A,20010430,293,101885,101776,1,,103115,102904,,,6-2 6-3,3,R16,Wayne Arthurs,L,190,AUS,30.1190965092,Sandon Stolle,R,193,AUS,30.7980835044,Tomas Cibulec,R,180,CZE,23.2881587953,Leos Friedl,R,183,CZE,24.3258042437,19,2200,3,3855,64,1013,64,1013,,,,,,,,,,,,,,,,,,,,
2001-308,Munich,Clay,32,A,20010430,292,101866,101327,2,,101817,103516,,,7-6 6-3,3,R16,David Rikl,L,178,CZE,30.1711156742,Cyril Suk,R,180,CZE,34.250513347,Andrew Florent,R,188,AUS,30.5160848734,Nathan Healey,R,180,AUS,21.1718001369,7,3035,52,1193,13,2325,131,477,,,,,,,,,,,,,,,,,,,,
2001-308,Munich,Clay,32,A,20010430,291,101761,101490,3,,101937,102411,,,7-6 6-2,3,R16,Jaime Oncins,R,196,BRA,30.8720054757,Daniel Orsanic,L,183,ARG,32.8843258042,Robbie Koenig,R,173,RSA,29.8206707734,Myles Wakefield,R,196,RSA,26.8802190281,35,1560,50,1240,78,855,62,1080,,,,,,,,,,,,,,,,,,,,
2001-308,Munich,Clay,32,A,20010430,290,102187,102636,,,101682,101249,4,,7-6 7-5,3,R16,John Laffnie De Jager,R,193,RSA,28.1204654346,Jason Weir Smith,L,188,RSA,25.7275838467,David Adams,R,188,RSA,31.3155373032,Andrei Olhovskiy,R,185,RUS,35.0417522245,47,1255,94,702,24,1970,67,1006,,,,,,,,,,,,,,,,,,,,
2001-308,Munich,Clay,32,A,20010430,289,102215,103080,,,102306,102783,,WC,6-2 6-2,3,R16,Joshua Eagle,R,183,AUS,27.9726214921,Paul Hanley,R,183,AUS,23.4633812457,Michael Kohlmann,R,188,GER,27.2991101985,Rainer Schuettler,R,180,GER,25.0130047912,11,2550,112,592,87,769,170,340,,,,,,,,,,,,,,,,,,,,
2001-308,Munich,Clay,32,A,20010430,288,102477,101675,,,102369,102148,,,6-4 6-7 7-5,3,R16,Gaston Etlis,R,185,ARG,26.4859685147,Martin Rodriguez,R,178,ARG,31.3648186174,Julien Boutter,R,190,FRA,27.0691307324,Fabrice Santoro,R,178,FRA,28.3887748118,60,1096,75,871,76,860,58,1120,,,,,,,,,,,,,,,,,,,,
2001-308,Munich,Clay,32,A,20010430,287,102023,103285,,Q,102358,102563,,WC,3-6 6-2 6-3,3,R16,Petr Luxa,R,190,CZE,29.158110883,Radek Stepanek,R,185,CZE,22.4229979466,Thomas Enqvist,R,190,SWE,27.1321013005,Thomas Johansson,R,180,SWE,26.1026694045,126,514,123,517,319,130,191,290,,,,,,,,,,,,,,,,,,,,
2001-308,Munich,Clay,32,A,20010430,286,102664,101779,,,102839,102701,,WC,6-3 3-6 6-4,3,R16,Petr Pala,R,193,CZE,25.5770020534,Pavel Vizner,R,183,CZE,30.7926078029,Nicolas Lapentti,R,188,ECU,24.7118412047,Marcelo Rios,L,175,CHI,25.3442847365,46,1265,51,1230,66,1010,146,440,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,300,103184,103185,8,,102558,101609,,Q,6-3 3-6 6-1,3,F,Bob Bryan,L,193,USA,23.1184120465,Mike Bryan,R,190,USA,23.1184120465,Eric Taino,L,175,PHI,26.2340862423,David Wheaton,R,193,USA,32.0246406571,43,1405,42,1407,117,574,,,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,299,102558,101609,,Q,101515,101932,2,,7-5 6-4,3,SF,Eric Taino,L,175,PHI,26.2340862423,David Wheaton,R,193,USA,32.0246406571,Donald Johnson,L,190,USA,32.7529089665,Jared Palmer,R,190,USA,29.9438740589,117,574,,,8,2745,11,2415,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,298,103184,103185,8,,102405,102233,7,,7-6 6-4,3,SF,Bob Bryan,L,193,USA,23.1184120465,Mike Bryan,R,190,USA,23.1184120465,Mahesh Bhupathi,R,185,IND,27.0116358658,Leander Paes,R,178,IND,27.9835728953,43,1405,42,1407,9,2730,23,2094,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,297,103184,103185,8,,101965,101889,1,,6-4 6-2,3,QF,Bob Bryan,L,193,USA,23.1184120465,Mike Bryan,R,190,USA,23.1184120465,Wayne Ferreira,R,185,RSA,29.7385352498,Todd Woodbridge,R,178,AUS,30.1930184805,43,1405,42,1407,22,2100,1,5100,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,296,101515,101932,2,,101682,101249,6,,7-6 6-3,3,QF,Donald Johnson,L,190,USA,32.7529089665,Jared Palmer,R,190,USA,29.9438740589,David Adams,R,188,RSA,31.4305270363,Andrei Olhovskiy,R,185,RUS,35.1567419576,8,2745,11,2415,30,1870,54,1145,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,295,102405,102233,7,,102422,101543,4,,7-6 7-6,3,QF,Mahesh Bhupathi,R,185,IND,27.0116358658,Leander Paes,R,178,IND,27.9835728953,Michael Hill,R,188,AUS,26.9486652977,Jeff Tarango,L,180,USA,32.5557837098,9,2730,23,2094,26,1985,24,2060,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,294,102558,101609,,Q,101647,101711,5,,6-3 6-2,3,QF,Eric Taino,L,175,PHI,26.2340862423,David Wheaton,R,193,USA,32.0246406571,Byron Black,R,175,ZIM,31.6796714579,Alex Obrien,R,185,USA,31.2635181383,117,574,,,46,1285,32,1805,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,293,101965,101889,1,,102968,103544,,Q,7-6 4-6 6-2,3,R16,Wayne Ferreira,R,185,RSA,29.7385352498,Todd Woodbridge,R,178,AUS,30.1930184805,Jonathan Erlich,R,180,ISR,24.1834360027,Andy Ram,R,180,ISR,21.1690622861,22,2100,1,5100,119,538,168,361,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,292,101515,101932,2,,102998,101964,,WC,7-5 6-4,3,R16,Donald Johnson,L,190,USA,32.7529089665,Jared Palmer,R,190,USA,29.9438740589,Jan Michael Gambill,R,190,USA,24.0219028063,Goran Ivanisevic,L,193,CRO,29.7440109514,8,2745,11,2415,66,1020,215,246,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,291,102558,101609,,Q,101704,101097,3,,7-6 6-1,3,R16,Eric Taino,L,175,PHI,26.2340862423,David Wheaton,R,193,USA,32.0246406571,Ellis Ferreira,L,188,RSA,31.3073237509,Rick Leach,L,188,USA,36.4517453799,117,574,,,10,2530,16,2300,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,290,102422,101543,4,,103080,101983,,,7-5 7-5,3,R16,Michael Hill,R,188,AUS,26.9486652977,Jeff Tarango,L,180,USA,32.5557837098,Paul Hanley,R,183,AUS,23.5783709788,Andrew Kratzmann,R,193,AUS,29.6043805613,26,1985,24,2060,101,675,75,882,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,289,101647,101711,5,,102388,102501,,,6-3 6-4,3,R16,Byron Black,R,175,ZIM,31.6796714579,Alex Obrien,R,185,USA,31.2635181383,Simon Aspelin,R,185,SWE,27.0855578371,Johan Landsberg,R,183,SWE,26.4476386037,46,1285,32,1805,72,926,78,821,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,288,101682,101249,6,,101885,102743,,,7-6 3-6 7-6,3,R16,David Adams,R,188,RSA,31.4305270363,Andrei Olhovskiy,R,185,RUS,35.1567419576,Wayne Arthurs,L,190,AUS,30.2340862423,Ben Ellwood,R,178,AUS,25.2484599589,30,1870,54,1145,27,1925,165,369,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,287,102405,102233,7,,103114,103157,,WC,6-2 6-4,3,R16,Mahesh Bhupathi,R,185,IND,27.0116358658,Leander Paes,R,178,IND,27.9835728953,Martin Lee,L,180,GBR,23.40862423,Arvind Parmar,R,193,GBR,23.2224503765,9,2730,23,2094,301,147,332,121,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,286,103184,103185,8,,103115,102904,,,6-3 6-2,3,R16,Bob Bryan,L,193,USA,23.1184120465,Mike Bryan,R,190,USA,23.1184120465,Tomas Cibulec,R,180,CZE,23.4031485284,Leos Friedl,R,183,CZE,24.4407939767,43,1405,42,1407,49,1227,48,1231,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,285,101647,101711,5,,102093,101327,,,6-1 6-7 6-2,3,R32,Byron Black,R,175,ZIM,31.6796714579,Alex Obrien,R,185,USA,31.2635181383,Martin Damm,R,188,CZE,28.8596851472,Cyril Suk,R,180,CZE,34.3655030801,46,1285,32,1805,104,659,35,1625,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,284,101682,101249,6,,102533,102636,,,6-4 6-3,3,R32,David Adams,R,188,RSA,31.4305270363,Andrei Olhovskiy,R,185,RUS,35.1567419576,Jens Knippschild,R,190,GER,26.3189596167,Jason Weir Smith,L,188,RSA,25.8425735797,30,1870,54,1145,77,845,83,768,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,283,102405,102233,7,,102524,101602,,,6-3 3-6 6-4,3,R32,Mahesh Bhupathi,R,185,IND,27.0116358658,Leander Paes,R,178,IND,27.9835728953,Neville Godwin,R,173,RSA,26.3600273785,Jack Waite,R,185,USA,32.1122518823,9,2730,23,2094,132,476,67,1014,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,282,103184,103185,8,,103498,103166,,WC,6-3 7-6,3,R32,Bob Bryan,L,193,USA,23.1184120465,Mike Bryan,R,190,USA,23.1184120465,Marat Safin,R,193,RUS,21.3716632444,Vladimir Voltchkov,R,180,BLR,23.1786447639,43,1405,42,1407,116,575,1242,5,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,281,101885,102743,,,102205,103566,,,6-7 6-3 6-3,3,R32,Wayne Arthurs,L,190,AUS,30.2340862423,Ben Ellwood,R,178,AUS,25.2484599589,Sebastien Lareau,R,183,CAN,28.1232032854,Michael Llodra,L,190,FRA,21.0650239562,27,1925,165,369,33,1665,80,786,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,280,102388,102501,,,102198,102139,,,4-6 7-6 6-3,3,R32,Simon Aspelin,R,185,SWE,27.0855578371,Johan Landsberg,R,183,SWE,26.4476386037,Paul Kilderry,R,175,AUS,28.167008898,Eyal Ran,R,183,ISR,28.553045859,72,926,78,821,110,633,90,721,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,279,103115,102904,,,103516,103720,,,2-6 6-4 6-4,3,R32,Tomas Cibulec,R,180,CZE,23.4031485284,Leos Friedl,R,183,CZE,24.4407939767,Nathan Healey,R,180,AUS,21.28678987,Lleyton Hewitt,R,180,AUS,20.2929500342,49,1227,48,1231,127,496,31,1865,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,278,102968,103544,,Q,101424,101937,,,6-3 6-4,3,R32,Jonathan Erlich,R,180,ISR,24.1834360027,Andy Ram,R,180,ISR,21.1690622861,Brent Haygarth,R,185,RSA,33.4565366188,Robbie Koenig,R,173,RSA,29.9356605065,119,538,168,361,82,768,76,872,,,,,,,,,,,,,,,,,,,,
2001-311,Queen's Club,Grass,56,A,20010611,277,102998,101964,,WC,102925,102795,,,4-6 6-3 6-4,3,R32,Jan Michael Gambill,R,190,USA,24.0219028063,Goran Ivanisevic,L,193,CRO,29.7440109514,Justin Gimelstob,R,196,USA,24.372347707,Scott Humphries,R,185,USA,25.0431211499,66,1020,215,246,63,1047,39,1510,,,,,,,,,,,,,,,,,,,,
