tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1877-540,Wimbledon,Grass,32,G,18770709,20,113987,,,Spencer William Gore,,,GBR,27.33196441,113963,,,Charles Gilbert Heathcote,,,GBR,36.35318275,6-2 6-5 6-2,5,SF,,,,,,,,,,,,,,
1877-540,Wimbledon,Grass,32,G,18770709,21,113987,,,Spencer William Gore,,,GBR,27.33196441,113999,,,William Cecil Marshall,,,GBR,28.19438741,6-1 6-2 6-4,5,F,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,1,113953,,,Lestocq Robert Erskine,,,GBR,20.83504449,113954,,,Aw Nicholson,,,GBR,,6-1 6-1 6-3,5,R64,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,2,113955,,,Fw Porter,,,GBR,,113956,,,E Bates,,,GBR,,6-0 3-6 6-0 3-6 6-3,5,R64,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,3,113957,,,Seton Montolieu Montgomerie,,,GBR,32.14784394,113958,,,Alexander William Crichton,,,GBR,36.12594114,6-2 6-2 6-1,5,R64,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,4,113959,,,George Arnulph Montgomerie,,,GBR,30.37097878,113960,,,George Ernest Tabor,,,GBR,22.55989049,5-6 6-2 2-6 6-5 6-5,5,R64,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,5,113961,,,Charles Gipps Hamilton,,,GBR,21.0294319,113962,,,F Pollock,,,GBR,,6-1 6-1 6-3,5,R64,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,6,113963,,,Charles Gilbert Heathcote,,,GBR,37.34976044,113964,,,H Wheeler,,,GBR,,6-4 6-2 6-0,5,R64,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,7,113965,,,Edmond Bennet Brackenbury,,,GBR,34.61190965,113966,,,Gwynne James,,,GBR,,6-1 2-6 6-0 6-0,5,R64,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,8,113967,,,Herbert Fortescue Lawford,,,GBR,27.14852841,113968,,,A Keyser,,,GBR,,W/O,5,R64,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,9,113969,,,Capt Grimston,,,GBR,,113970,,,J Cunningham,,,GBR,,6-3 6-2 6-0,5,R64,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,10,113971,,,Er Seymour,,,GBR,,113972,,,Hs Cotton,,,GBR,,6-1 6-1 RET,5,R64,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,11,113973,,,Arthur Sydney Tabor,,,GBR,25.65913758,113974,,,C Wallis,,,GBR,,6-0 6-0 6-0,5,R64,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,12,113975,,,Frank Hadow,,,GBR,23.51266256,113976,,,Frederick William Oliver,,,GBR,42.50787132,6-2 6-1 6-3,5,R64,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,13,113977,,,Robert Dalby Dalby,,,GBR,,113978,,,Beckwith Smith,,,GBR,,6-2 6-3 6-3,5,R64,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,14,113979,,,Ac Brown,,,GBR,,113980,,,Fm Ashley,,,GBR,,6-0 6-0 6-0,5,R64,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,15,113981,,,Arthur Thomas Myers,,,GBR,27.22792608,113982,,,Geoffrey Fowell Buxton,,,GBR,26.04517454,6-5 6-4 6-0,5,R64,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,16,113983,,,Alexander Astell Hadow,,,GBR,25.10061602,113984,,,C Ewbank,,,GBR,,5-6 6-1 6-1 6-2,5,R64,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,17,113985,,,Mr Clapham,,,GBR,,113986,,,Mr Crum,,,GBR,,,5,R64,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,18,113955,,,Fw Porter,,,GBR,,113957,,,Seton Montolieu Montgomerie,,,GBR,32.14784394,5-6 6-5 3-6 6-2 6-1,5,R32,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,19,113961,,,Charles Gipps Hamilton,,,GBR,21.0294319,113959,,,George Arnulph Montgomerie,,,GBR,30.37097878,5-6 6-4 6-5 6-3,5,R32,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,20,113965,,,Edmond Bennet Brackenbury,,,GBR,34.61190965,113963,,,Charles Gilbert Heathcote,,,GBR,37.34976044,6-4 6-2 4-6 4-6 6-5,5,R32,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,21,113967,,,Herbert Fortescue Lawford,,,GBR,27.14852841,113969,,,Capt Grimston,,,GBR,,5-6 6-4 6-4 6-5,5,R32,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,22,113975,,,Frank Hadow,,,GBR,23.51266256,113973,,,Arthur Sydney Tabor,,,GBR,25.65913758,6-2 6-1 6-1,5,R32,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,23,113979,,,Ac Brown,,,GBR,,113977,,,Robert Dalby Dalby,,,GBR,,6-1 6-1 6-1,5,R32,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,24,113981,,,Arthur Thomas Myers,,,GBR,27.22792608,113983,,,Alexander Astell Hadow,,,GBR,25.10061602,6-1 0-6 6-4 1-6 6-2,5,R32,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,25,113953,,,Lestocq Robert Erskine,,,GBR,20.83504449,113985,,,Mr Clapham,,,GBR,,W/O,5,R32,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,26,113961,,,Charles Gipps Hamilton,,,GBR,21.0294319,113965,,,Edmond Bennet Brackenbury,,,GBR,34.61190965,6-0 6-2 6-2,5,R16,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,27,113967,,,Herbert Fortescue Lawford,,,GBR,27.14852841,113971,,,Er Seymour,,,GBR,,6-5 5-6 6-5 6-4,5,R16,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,28,113975,,,Frank Hadow,,,GBR,23.51266256,113979,,,Ac Brown,,,GBR,,6-2 6-3 6-0,5,R16,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,29,113953,,,Lestocq Robert Erskine,,,GBR,20.83504449,113955,,,Fw Porter,,,GBR,,6-1 6-3 5-6 6-1,5,R16,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,30,113975,,,Frank Hadow,,,GBR,23.51266256,113981,,,Arthur Thomas Myers,,,GBR,27.22792608,6-0 6-4 6-3,5,QF,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,31,113953,,,Lestocq Robert Erskine,,,GBR,20.83504449,113961,,,Charles Gipps Hamilton,,,GBR,21.0294319,6-4 3-6 6-1 3-6 6-5,5,QF,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,32,113953,,,Lestocq Robert Erskine,,,GBR,20.83504449,113967,,,Herbert Fortescue Lawford,,,GBR,27.14852841,6-3 6-1 6-3,5,SF,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,33,113975,,,Frank Hadow,,,GBR,23.51266256,113953,,,Lestocq Robert Erskine,,,GBR,20.83504449,6-4 6-4 6-4,5,F,,,,,,,,,,,,,,
1878-540,Wimbledon,Grass,64,G,18780708,34,113975,,,Frank Hadow,,,GBR,23.51266256,113987,,,Spencer William Gore,,,GBR,28.32854209,7-5 6-1 9-7,5,CR,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,1,113988,,,Cl Stephen,,,GBR,,113989,,,Ha Taylor,,,GBR,,W/O,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,2,113963,,,Charles Gilbert Heathcote,,,GBR,38.34633812,113990,,,Cj Coventry,,,GBR,,6-2 4-6 6-3 5-6 6-5,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,3,113991,,,Victor Alexander Brooke,,,IRL,36.50102669,113992,,,Ernest Renshaw,,,GBR,18.50513347,W/O,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,4,113993,,,Bt Cotton,,,GBR,,113994,,,Alfred Schacht,,,GBR,,6-1 3-6 6-1 6-4,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,5,113995,,,John Thorneycroft Hartley,,,GBR,30.48870637,113996,,,Charles John Cole,,,GBR,,6-0 6-0 6-3,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,6,113953,,,Lestocq Robert Erskine,,,GBR,21.83162218,113955,,,Fw Porter,,,GBR,,6-0 6-1 6-1,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,7,113997,,,Gh Cartland,,,GBR,,113998,,,Henry Lyle Mulholland,,,GBR,,6-2 2-6 6-3 1-6 6-4,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,8,113999,,,William Cecil Marshall,,,GBR,30.18754278,114000,,,Ah Cochran,,,GBR,,6-1 6-2 6-2,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,9,114001,,,Cecil Francis Parr,,,GBR,31.92881588,113959,,,George Arnulph Montgomerie,,,GBR,31.36755647,6-3 3-6 6-4 3-6 6-3,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,10,114002,,,Hubert James Medlycott,,,GBR,37.5742642,114003,,,Edward Ballachey Hill,,,GBR,29.33607118,6-1 6-0 4-6 6-1,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,11,114004,,,Edward North Buxton,,,GBR,38.84462697,114005,,,Capt Belson,,,GBR,,6-1 6-5 6-2,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,12,114006,,,T Hoare,,,GBR,,114007,,,Wf Adams,,,GBR,,6-5 6-1 6-5,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,13,114008,,,Arthur Basil Brooke,,,IRL,,114009,,,Ht Gilson,,,GBR,,6-5 6-2 1-6 6-4,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,14,113981,,,Arthur Thomas Myers,,,GBR,28.22450376,114010,,,William Francis Wells Cole,,,GBR,20.20807666,6-2 3-6 6-5 6-5,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,15,114011,,,Charles David Barry,,,IRL,,114012,,,R Barrington,,,GBR,,6-0 6-1 6-1,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,16,114013,,,Gg Arbuthnot,,,GBR,,114014,,,Otway Edward Woodhouse,,,GBR,23.70978782,6-2 4-6 6-1 6-2,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,17,113960,,,George Ernest Tabor,,,GBR,23.55646817,114015,,,William Charles Renshaw,,,GBR,18.50513347,W/O,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,18,114016,,,We Martin,,,GBR,,114017,,,Lyttleton Stewart Forbes Winslow,,,GBR,35.43052704,6-0 6-1 6-2,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,19,114018,,,S Pilkington,,,GBR,,113965,,,Edmond Bennet Brackenbury,,,GBR,35.60848734,6-0 6-5 6-4,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,20,114019,,,Edgar Lubbock,,,GBR,32.36960986,113967,,,Herbert Fortescue Lawford,,,GBR,28.14510609,6-2 4-6 6-1 6-2,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,21,114020,,,Alfred John Mulholland,,,IRL,,113973,,,Arthur Sydney Tabor,,,GBR,26.65571526,5-6 6-2 6-3 6-0,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,22,114021,,,Vere Thomas Saint Leger Goold,,,IRL,25.76043806,114022,,,F Durant,,,GBR,,6-1 6-2 6-3,5,R64,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,23,113963,,,Charles Gilbert Heathcote,,,GBR,38.34633812,113988,,,Cl Stephen,,,GBR,,1-6 6-2 6-1 5-6 6-1,5,R32,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,24,113991,,,Victor Alexander Brooke,,,IRL,36.50102669,113993,,,Bt Cotton,,,GBR,,4-6 6-3 2-6 6-2 6-1,5,R32,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,25,113995,,,John Thorneycroft Hartley,,,GBR,30.48870637,113953,,,Lestocq Robert Erskine,,,GBR,21.83162218,6-4 6-5 5-6 0-6 6-5,5,R32,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,26,113999,,,William Cecil Marshall,,,GBR,30.18754278,113997,,,Gh Cartland,,,GBR,,6-3 6-2 6-4,5,R32,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,27,114001,,,Cecil Francis Parr,,,GBR,31.92881588,114002,,,Hubert James Medlycott,,,GBR,37.5742642,6-5 6-5 6-2,5,R32,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,28,114006,,,T Hoare,,,GBR,,114004,,,Edward North Buxton,,,GBR,38.84462697,6-3 6-2 RET,5,R32,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,29,113981,,,Arthur Thomas Myers,,,GBR,28.22450376,114008,,,Arthur Basil Brooke,,,IRL,,6-1 6-0 6-2,5,R32,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,30,114011,,,Charles David Barry,,,IRL,,114013,,,Gg Arbuthnot,,,GBR,,6-1 6-4 6-4,5,R32,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,31,113960,,,George Ernest Tabor,,,GBR,23.55646817,114016,,,We Martin,,,GBR,,4-6 6-4 6-5 6-4,5,R32,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,32,114019,,,Edgar Lubbock,,,GBR,32.36960986,114018,,,S Pilkington,,,GBR,,6-2 6-2 6-0,5,R32,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,33,114021,,,Vere Thomas Saint Leger Goold,,,IRL,25.76043806,114023,,,James David Vans Agnew,,,GBR,21.25667351,6-3 6-2 6-1,5,R32,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,34,113963,,,Charles Gilbert Heathcote,,,GBR,38.34633812,113991,,,Victor Alexander Brooke,,,IRL,36.50102669,6-2 6-0 6-1,5,R16,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,35,113995,,,John Thorneycroft Hartley,,,GBR,30.48870637,113999,,,William Cecil Marshall,,,GBR,30.18754278,6-1 6-3 4-6 6-1,5,R16,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,36,114001,,,Cecil Francis Parr,,,GBR,31.92881588,114006,,,T Hoare,,,GBR,,6-4 1-6 6-0 6-2,5,R16,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,37,114011,,,Charles David Barry,,,IRL,,113981,,,Arthur Thomas Myers,,,GBR,28.22450376,6-3 6-2 6-2,5,R16,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,38,113960,,,George Ernest Tabor,,,GBR,23.55646817,114019,,,Edgar Lubbock,,,GBR,32.36960986,5-6 4-6 6-5 6-1 6-5,5,R16,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,39,114021,,,Vere Thomas Saint Leger Goold,,,IRL,25.76043806,114020,,,Alfred John Mulholland,,,IRL,,6-4 2-6 6-1 6-4,5,R16,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,40,113995,,,John Thorneycroft Hartley,,,GBR,30.48870637,113963,,,Charles Gilbert Heathcote,,,GBR,38.34633812,6-4 6-3 6-3,5,QF,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,41,114001,,,Cecil Francis Parr,,,GBR,31.92881588,114011,,,Charles David Barry,,,IRL,,6-2 6-5 6-4,5,QF,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,42,114021,,,Vere Thomas Saint Leger Goold,,,IRL,25.76043806,113960,,,George Ernest Tabor,,,GBR,23.55646817,6-2 6-5 5-6 6-3,5,QF,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,43,113995,,,John Thorneycroft Hartley,,,GBR,30.48870637,114001,,,Cecil Francis Parr,,,GBR,31.92881588,2-6 6-0 6-1 6-1,5,SF,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,44,113995,,,John Thorneycroft Hartley,,,GBR,30.48870637,114021,,,Vere Thomas Saint Leger Goold,,,IRL,25.76043806,6-2 6-4 6-2,5,F,,,,,,,,,,,,,,
1879-540,Wimbledon,Grass,64,G,18790707,45,113995,,,John Thorneycroft Hartley,,,GBR,30.48870637,113975,,,Frank Hadow,,,GBR,24.50924025,W/O,5,CR,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,1,114015,,,William Charles Renshaw,,,GBR,19.50171116,114707,,,Frederick Brunning Maddison,,,GBR,30.954141,6-3 6-0 6-4,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,2,114014,,,Otway Edward Woodhouse,,,GBR,24.7063655,114708,,,Jh Brand,,,GBR,,5-6 6-1 6-0 6-3,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,3,114709,,,Charles Henry Evill,,,GBR,27.51540041,114685,,,Wm Bird,,,GBR,,6-3 6-1 6-0,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,4,114002,,,Hubert James Medlycott,,,GBR,38.57084189,114004,,,Edward North Buxton,,,GBR,39.84120465,5-6 6-5 6-3 4-6 6-5,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,5,113992,,,Ernest Renshaw,,,GBR,19.50171116,114710,,,Frederick Gordon Templer,,,GBR,31.06365503,6-1 6-5 6-1,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,6,114711,,,Charles David Heatley,,,GBR,,114712,,,Rc Christian,,,GBR,,6-1 6-2 6-1,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,7,113998,,,Henry Lyle Mulholland,,,GBR,,113960,,,George Ernest Tabor,,,GBR,24.55304586,4-6 6-3 2-6 6-3 6-3,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,8,114713,,,Dale Womersley,,,GBR,19.93702943,113991,,,Victor Alexander Brooke,,,IRL,37.49760438,6-3 2-6 6-5 6-3,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,9,114714,,,Francis William Monement,,,GBR,22.2587269,114657,,,B Follett,,,GBR,,6-2 6-3 3-6 6-3,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,10,113996,,,Charles John Cole,,,GBR,,113957,,,Seton Montolieu Montgomerie,,,GBR,34.14099932,6-4 5-6 5-6 6-3 6-2,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,11,113959,,,George Arnulph Montgomerie,,,GBR,32.36413415,114010,,,William Francis Wells Cole,,,GBR,21.20465435,6-2 6-5 6-5,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,12,113988,,,Cl Stephen,,,GBR,,114715,,,T Taylor,,,GBR,,6-4 4-6 6-3 6-5,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,13,114697,,,Gs Murray Hill,,,GBR,,114716,,,He Solly,,,GBR,,6-1 6-0 6-1,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,14,114717,,,Rh Beresford,,,GBR,,114718,,,William S Trollope,,,GBR,,6-5 6-3 5-6 6-5,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,15,114693,,,Hc Jenkins,,,GBR,,114700,,,Herbert Romaine Hallward,,,GBR,19.70431212,6-0 6-0 6-2,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,16,113973,,,Arthur Sydney Tabor,,,GBR,27.65229295,114719,,,Francis Benson,,,USA,,6-1 6-0 6-3,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,17,113967,,,Herbert Fortescue Lawford,,,GBR,29.14168378,114720,,,Je Eddis,,,GBR,,6-2 6-2 6-4,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,18,114721,,,William Bolding Monement,,,GBR,33.26762491,114722,,,F Harold,,,GBR,,6-0 6-0 6-3,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,19,114723,,,Kenneth Macalpine,,,GBR,,114701,,,Norman Leslie Hallward,,,GBR,21.34154689,6-5 6-5 6-3,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,20,114022,,,F Durant,,,GBR,,114724,,,Henry James Daly,,,IRL,,6-2 6-1 6-1,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,21,114725,,,Frederick Crowder,,,GBR,34.74058864,114726,,,Wl Hacon,,,GBR,,W/O,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,22,114634,,,Michael Gallwey Mcnamara,,,IRL,,114653,,,Jc Maxwell Scott,,,GBR,,6-2 6-0 6-4,5,R64,,,,,,,,,,,,,,
1880-540,Wimbledon,Grass,64,G,18800705,23,114727,,,William Henry Darby Desterre,,,GBR,25.32785763,114728,,,Barclay Fowell Buxton,,,GBR,19.88501027,6-4 5-6 6-4 6-4,5,R64,,,,,,,,,,,,,,
