tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,011,101863,,Q,Roberto Alvarez,R,,ARG,29.0321697467,659,19,103405,,,Rodolfo Rake,R,,PER,20.6488706366,458,51,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,012,104076,3,WC,Jose Acasuso,R,190,ARG,17.3771389459,257,130,101720,,,Agustin Garizzio,R,185,ARG,29.9657768652,436,58,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,013,103353,,Q,Ingo Neumuller,R,183,AUT,20.9363449692,601,26,102145,7,,Francisco Cabello,R,190,ARG,27.2470910335,316,93,3-6 6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,014,102718,,Q,Enzo Artoni,R,,ITA,24.1067761807,661,19,102737,,,Gergely Kisgyorgy,R,,HUN,23.9945242984,328,88,1-6 6-3 7-6(9),3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,015,103525,,Q,Ivan Miranda,R,175,PER,19.9945242984,761,13,103095,,,Patricio Rudi,R,,ARG,22.2203969884,578,29,7-6(4) 7-6(2),3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,016,102554,2,,Diego Moyano,R,175,ARG,24.9801505818,242,140,102807,,,Rodrigo Monte,R,,BRA,23.7262149213,597,26,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,017,103594,,,Oliver Marach,R,185,AUT,19.6386036961,420,62,102168,1,WC,Hector Moretti,R,170,ARG,27.1047227926,208,165,6-0 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,018,103581,,,Flavio Saretta,R,183,BRA,19.6878850103,335,86,102723,8,,Eduardo Medica,R,180,ARG,24.0684462697,317,93,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,019,102930,4,,Rodrigo Cerdera,R,,ARG,23.0828199863,269,121,103478,,WC,Diego Veronelli,R,193,ARG,20.2518822724,329,88,7-6(4) 6-1,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,020,103281,6,,Ladislav Svarc,R,188,SVK,21.311430527,313,93,103052,,Q,Mariano Delfino,R,183,ARG,22.4585900068,633,21,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,021,103121,,,Matias Oneille,R,,ARG,22.12183436,507,42,102647,,Q,Alberto Brause,R,,URU,24.5311430527,1160,2,6-4 6-1,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,022,104076,3,WC,Jose Acasuso,R,190,ARG,17.3771389459,257,130,101863,,Q,Roberto Alvarez,R,,ARG,29.0321697467,659,19,6-2 6-1,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,023,102718,,Q,Enzo Artoni,R,,ITA,24.1067761807,661,19,103353,,Q,Ingo Neumuller,R,183,AUT,20.9363449692,601,26,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,024,102554,2,,Diego Moyano,R,175,ARG,24.9801505818,242,140,103525,,Q,Ivan Miranda,R,175,PER,19.9945242984,761,13,6-1 6-0,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,025,103581,,,Flavio Saretta,R,183,BRA,19.6878850103,335,86,103594,,,Oliver Marach,R,185,AUT,19.6386036961,420,62,3-6 7-6(4) 6-3,3,QF,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,026,102930,4,,Rodrigo Cerdera,R,,ARG,23.0828199863,269,121,103281,6,,Ladislav Svarc,R,188,SVK,21.311430527,313,93,6-0 4-6 6-1,3,QF,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,027,104076,3,WC,Jose Acasuso,R,190,ARG,17.3771389459,257,130,103121,,,Matias Oneille,R,,ARG,22.12183436,507,42,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,028,102554,2,,Diego Moyano,R,175,ARG,24.9801505818,242,140,102718,,Q,Enzo Artoni,R,,ITA,24.1067761807,661,19,7-5 6-2,3,QF,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,029,103581,,,Flavio Saretta,R,183,BRA,19.6878850103,335,86,102930,4,,Rodrigo Cerdera,R,,ARG,23.0828199863,269,121,6-1 6-2,3,SF,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,030,102554,2,,Diego Moyano,R,175,ARG,24.9801505818,242,140,104076,3,WC,Jose Acasuso,R,190,ARG,17.3771389459,257,130,6-4 6-4,3,SF,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-01A-2000,Argentina F1,Clay,32,S,20000311,031,102554,2,,Diego Moyano,R,175,ARG,24.9801505818,242,140,103581,,,Flavio Saretta,R,183,BRA,19.6878850103,335,86,6-4 6-0,3,F,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,001,102168,1,,Hector Moretti,R,170,ARG,27.1238877481,210,164,101976,,,Federico Dondo,R,,URU,28.4024640657,324,89,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,002,103373,,,Sergio Roitman,R,185,ARG,20.8268309377,350,81,102166,,Q,Rodrigo Ferreiro,R,,BRA,27.1676933607,1017,5,7-6(2) 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,003,103624,,WC,Sebastian Uriarte,R,,ARG,19.5318275154,,,103548,,Q,Eduardo Bergmann,R,,BRA,19.9041752225,755,14,6-1 6-0,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,004,103909,,WC,Guillermo Coria,R,175,ARG,18.1629021218,568,30,103281,8,,Ladislav Svarc,R,188,SVK,21.3305954825,311,93,6-2 0-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,005,102930,4,,Rodrigo Cerdera,R,,ARG,23.1019849418,265,122,103700,,WC,Juan Pablo Guzman,L,178,ARG,19.1184120465,498,43,6-1 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,006,103581,,,Flavio Saretta,R,183,BRA,19.7070499658,336,86,103021,,,Ricardo Schlachter,R,,BRA,22.6830937714,321,90,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,007,102145,,,Francisco Cabello,R,190,ARG,27.266255989,316,92,103392,,LL,Daniel Caracciolo,R,,ARG,20.7282683094,434,58,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,008,111486,,,Leonardo Olguin,U,,ARG,24.4298425736,,,102519,5,,Marcio Carlsson,R,175,BRA,25.1334702259,279,110,6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,009,102753,,Q,Wolfgang Schranz,R,178,AUT,23.9835728953,349,81,103228,6,,Marcos Daniel,R,180,BRA,21.6919917864,303,99,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,010,102985,,Q,Gustavo Marcaccio,R,,ARG,22.8610540726,723,15,102807,,Q,Rodrigo Monte,R,,BRA,23.7453798768,594,26,6-3 6-7(4) 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,011,103052,,Q,Mariano Delfino,R,183,ARG,22.4777549624,575,29,103602,,,Fernando Gonzalez,R,183,CHI,19.6221765914,398,67,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,012,102769,,,Andres Schneiter,R,,ARG,23.9288158795,347,82,102665,3,,Damian Furmanski,R,,ARG,24.4380561259,258,126,2-0 RET,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,013,102544,,Q,Pablo Bianchi,R,,URU,25.0403832991,719,15,102723,7,,Eduardo Medica,R,180,ARG,24.0876112252,307,96,7-5 6-0,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,014,103485,,,Ivan Beros,R,,CRO,20.2026009582,360,77,102938,,Q,Alejandro Olivera,R,,URU,23.0746064339,833,10,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,015,102737,,,Gergely Kisgyorgy,R,,HUN,24.0136892539,335,86,103478,,,Diego Veronelli,R,193,ARG,20.2710472279,327,88,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,016,104076,2,,Jose Acasuso,R,190,ARG,17.3963039014,254,130,102248,,WC,Carlos Tarantino,R,,ARG,26.6146475017,,,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,017,103373,,,Sergio Roitman,R,185,ARG,20.8268309377,350,81,102168,1,,Hector Moretti,R,170,ARG,27.1238877481,210,164,4-6 6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,018,103909,,WC,Guillermo Coria,R,175,ARG,18.1629021218,568,30,103624,,WC,Sebastian Uriarte,R,,ARG,19.5318275154,,,6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,019,103581,,,Flavio Saretta,R,183,BRA,19.7070499658,336,86,102930,4,,Rodrigo Cerdera,R,,ARG,23.1019849418,265,122,2-6 6-1 6-1,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,020,102145,,,Francisco Cabello,R,190,ARG,27.266255989,316,92,111486,,,Leonardo Olguin,U,,ARG,24.4298425736,,,6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,021,102753,,Q,Wolfgang Schranz,R,178,AUT,23.9835728953,349,81,102985,,Q,Gustavo Marcaccio,R,,ARG,22.8610540726,723,15,6-3 5-7 7-5,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,022,103052,,Q,Mariano Delfino,R,183,ARG,22.4777549624,575,29,102769,,,Andres Schneiter,R,,ARG,23.9288158795,347,82,6-1 6-1,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,023,102544,,Q,Pablo Bianchi,R,,URU,25.0403832991,719,15,103485,,,Ivan Beros,R,,CRO,20.2026009582,360,77,6-2 3-6 7-5,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,024,102737,,,Gergely Kisgyorgy,R,,HUN,24.0136892539,335,86,104076,2,,Jose Acasuso,R,190,ARG,17.3963039014,254,130,4-6 6-3 7-6(3),3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,025,103909,,WC,Guillermo Coria,R,175,ARG,18.1629021218,568,30,103373,,,Sergio Roitman,R,185,ARG,20.8268309377,350,81,6-0 6-4,3,QF,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,026,102145,,,Francisco Cabello,R,190,ARG,27.266255989,316,92,103581,,,Flavio Saretta,R,183,BRA,19.7070499658,336,86,7-6(7) 1-6 6-2,3,QF,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,027,103052,,Q,Mariano Delfino,R,183,ARG,22.4777549624,575,29,102753,,Q,Wolfgang Schranz,R,178,AUT,23.9835728953,349,81,6-7(6) 7-5 6-2,3,QF,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,028,102544,,Q,Pablo Bianchi,R,,URU,25.0403832991,719,15,102737,,,Gergely Kisgyorgy,R,,HUN,24.0136892539,335,86,6-2 7-5,3,QF,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,029,103909,,WC,Guillermo Coria,R,175,ARG,18.1629021218,568,30,102145,,,Francisco Cabello,R,190,ARG,27.266255989,316,92,6-4 6-0,3,SF,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,030,103052,,Q,Mariano Delfino,R,183,ARG,22.4777549624,575,29,102544,,Q,Pablo Bianchi,R,,URU,25.0403832991,719,15,6-4 2-6 7-6(4),3,SF,,,,,,,,,,,,,,,,,,,
2000-M-FU-ARG-02A-2000,Argentina F2,Clay,32,S,20000318,031,103052,,Q,Mariano Delfino,R,183,ARG,22.4777549624,575,29,103909,,WC,Guillermo Coria,R,175,ARG,18.1629021218,568,30,6-2 6-2,3,F,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,001,103095,,,Patricio Rudi,R,,ARG,22.1629021218,587,28,102168,1,,Hector Moretti,R,170,ARG,27.0472279261,205,165,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,002,103909,,Q,Guillermo Coria,R,175,ARG,18.0862422998,738,14,101961,,,Martin Stringari,R,188,ARG,28.4298425736,,,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,003,103700,,,Juan Pablo Guzman,L,178,ARG,19.0417522245,506,41,103121,,,Matias Oneille,R,,ARG,22.0643394935,501,42,7-6(1) 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,004,103373,8,,Sergio Roitman,R,185,ARG,20.7501711157,345,82,103572,,WC,Luis Hormazabal,R,,CHI,19.6933607118,1059,4,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,005,102930,4,,Rodrigo Cerdera,R,,ARG,23.0253251198,282,109,103485,,,Ivan Beros,R,,CRO,20.1259411362,359,77,5-7 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,006,102997,,,Hermes Gamonal,R,180,CHI,22.7077344285,599,26,103866,,Q,Luiz Carvalho,R,188,BRA,18.3244353183,1003,5,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,007,103850,,Q,Sebastian Decoud,L,178,ARG,18.4065708419,,,102718,,,Enzo Artoni,R,,ITA,24.0492813142,602,26,4-6 6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,008,103201,,,Adrian Garcia,R,175,CHI,21.7248459959,413,61,103478,6,,Diego Veronelli,R,193,ARG,20.1943874059,326,88,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,009,102723,5,,Eduardo Medica,R,180,ARG,24.0109514031,323,90,103532,,Q,Ignacio Gonzalez King,R,175,ARG,19.8959616701,796,11,6-3 7-6(5),3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,010,103809,,Q,Diogo Cruz,U,,BRA,18.5763175907,,,103506,,,Martin Vassallo Arguello,R,183,ARG,20.0109514031,432,57,1-6 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,011,104037,,WC,Phillip Harboe,R,,CHI,17.5715263518,,,104154,,WC,Paul Capdeville,R,190,CHI,16.8706365503,1306,1,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,012,102519,3,,Marcio Carlsson,R,175,BRA,25.0568104038,251,128,103395,,,Julio Silva,R,173,BRA,20.6242299795,615,24,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,013,102737,7,,Gergely Kisgyorgy,R,,HUN,23.9370294319,334,86,102830,,Q,Paulo Carvallo,R,,PAR,23.5975359343,463,50,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,014,103602,,WC,Fernando Gonzalez,R,183,CHI,19.5455167693,411,61,102696,,Q,Guillaume Couillard,R,,MON,24.180698152,1026,4,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,015,102769,,,Andres Schneiter,R,,ARG,23.8521560575,348,81,102962,,Q,Miguel Miranda,R,,CHI,22.9075975359,1306,1,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,016,103581,,,Flavio Saretta,R,183,BRA,19.6303901437,358,78,102554,2,,Diego Moyano,R,175,ARG,24.9226557153,239,140,6-7(5) 6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,017,103909,,Q,Guillermo Coria,R,175,ARG,18.0862422998,738,14,103095,,,Patricio Rudi,R,,ARG,22.1629021218,587,28,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,018,103373,8,,Sergio Roitman,R,185,ARG,20.7501711157,345,82,103700,,,Juan Pablo Guzman,L,178,ARG,19.0417522245,506,41,6-1 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,019,102930,4,,Rodrigo Cerdera,R,,ARG,23.0253251198,282,109,102997,,,Hermes Gamonal,R,180,CHI,22.7077344285,599,26,6-2 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,020,103201,,,Adrian Garcia,R,175,CHI,21.7248459959,413,61,103850,,Q,Sebastian Decoud,L,178,ARG,18.4065708419,,,6-4 2-6 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,021,102723,5,,Eduardo Medica,R,180,ARG,24.0109514031,323,90,103809,,Q,Diogo Cruz,U,,BRA,18.5763175907,,,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,022,102519,3,,Marcio Carlsson,R,175,BRA,25.0568104038,251,128,104037,,WC,Phillip Harboe,R,,CHI,17.5715263518,,,7-5 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,023,102737,7,,Gergely Kisgyorgy,R,,HUN,23.9370294319,334,86,103602,,WC,Fernando Gonzalez,R,183,CHI,19.5455167693,411,61,6-4 2-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,024,103581,,,Flavio Saretta,R,183,BRA,19.6303901437,358,78,102769,,,Andres Schneiter,R,,ARG,23.8521560575,348,81,6-3 2-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,025,103909,,Q,Guillermo Coria,R,175,ARG,18.0862422998,738,14,103373,8,,Sergio Roitman,R,185,ARG,20.7501711157,345,82,6-4 6-1,3,QF,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,026,102930,4,,Rodrigo Cerdera,R,,ARG,23.0253251198,282,109,103201,,,Adrian Garcia,R,175,CHI,21.7248459959,413,61,6-4 7-5,3,QF,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,027,102723,5,,Eduardo Medica,R,180,ARG,24.0109514031,323,90,102519,3,,Marcio Carlsson,R,175,BRA,25.0568104038,251,128,7-5 4-6 6-0,3,QF,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,028,103581,,,Flavio Saretta,R,183,BRA,19.6303901437,358,78,102737,7,,Gergely Kisgyorgy,R,,HUN,23.9370294319,334,86,6-4 6-3,3,QF,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,029,102930,4,,Rodrigo Cerdera,R,,ARG,23.0253251198,282,109,103909,,Q,Guillermo Coria,R,175,ARG,18.0862422998,738,14,6-1 6-2,3,SF,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,030,103581,,,Flavio Saretta,R,183,BRA,19.6303901437,358,78,102723,5,,Eduardo Medica,R,180,ARG,24.0109514031,323,90,6-0 3-6 6-3,3,SF,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-01A-2000,Chile F1 FUTURES,Clay,32,S,20000219,031,102930,4,,Rodrigo Cerdera,R,,ARG,23.0253251198,282,109,103581,,,Flavio Saretta,R,183,BRA,19.6303901437,358,78,6-2 6-2,3,F,,,,,,,,,,,,,,,,,,,
2000-M-FU-CHI-02A-2000,Chile F2,Clay,32,S,20000226,001,103532,,Q,Ignacio Gonzalez King,R,175,ARG,19.9151266256,794,11,102168,1,,Hector Moretti,R,170,ARG,27.0663928816,205,165,6-7(4) 6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,
