tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id,winner2_id,winner_seed,winner_entry,loser1_id,loser2_id,loser_seed,loser_entry,score,best_of,round,winner1_name,winner1_hand,winner1_ht,winner1_ioc,winner1_age,winner2_name,winner2_hand,winner2_ht,winner2_ioc,winner2_age,loser1_name,loser1_hand,loser1_ht,loser1_ioc,loser1_age,loser2_name,loser2_hand,loser2_ht,loser2_ioc,loser2_age,winner1_rank,winner1_rank_points,winner2_rank,winner2_rank_points,loser1_rank,loser1_rank_points,loser2_rank,loser2_rank_points,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2004-1536,Madrid Masters,Hard,48,M,20041018,290,101885,103080,,,103084,103163,,,6-3 6-3,3,R16,Wayne Arthurs,L,190,AUS,33.5879534565,Paul Hanley,R,183,AUS,26.932238193,Guillermo Canas,R,185,ARG,26.8966461328,Tommy Haas,R,188,GER,26.5434633812,16,2290,14,2715,91,653,335,125,,,,,,,,,,,,,,,,,,,,
2004-1536,Madrid Masters,Hard,48,M,20041018,289,103428,102318,,,102035,102968,,,7-6 7-6,3,R16,Juan Ignacio Chela,R,190,ARG,25.1362080767,Andrei Pavel,R,183,ROU,30.7241615332,Jonas Bjorkman,R,183,SWE,32.5722108145,Jonathan Erlich,R,180,ISR,27.537303217,53,1180,94,624,3,4265,28,1565,,,,,,,,,,,,,,,,,,,,
2004-1536,Madrid Masters,Hard,48,M,20041018,288,102093,101327,,AL,101932,101779,,,7-6 6-4,3,R16,Martin Damm,R,188,CZE,32.2135523614,Cyril Suk,R,180,CZE,37.7193702943,Jared Palmer,R,190,USA,33.2977412731,Pavel Vizner,R,183,CZE,34.2614647502,20,2023,19,2035,23,1875,21,1985,,,,,,,,,,,,,,,,,,,,
2004-1536,Madrid Masters,Hard,48,M,20041018,287,102477,101675,,,103602,103454,,,7-5 RET,3,R16,Gaston Etlis,R,185,ARG,29.954825462,Martin Rodriguez,R,178,ARG,34.8336755647,Fernando Gonzalez,R,183,CHI,24.2217659138,Nicolas Massu,R,183,CHI,25.0239561944,18,2160,17,2290,73,815,48,1215,,,,,,,,,,,,,,,,,,,,
2004-1536,Madrid Masters,Hard,48,M,20041018,286,103103,102783,,,104745,103990,,WC,6-4 4-1 RET,3,R16,Dominik Hrbaty,R,183,SVK,26.7871321013,Rainer Schuettler,R,180,GER,28.4818617385,Rafael Nadal,L,185,ESP,18.3764544832,Tommy Robredo,R,180,ESP,22.4668035592,79,714,65,940,42,1250,33,1415,,,,,,,,,,,,,,,,,,,,
2004-1720,Bangkok,Hard,32,A,20040927,300,102925,103219,,,103254,103819,,,5-7 6-4 6-4,3,F,Justin Gimelstob,R,196,USA,27.6687200548,Graydon Oliver,R,193,USA,26.2861054073,Yves Allegro,R,183,SUI,26.0944558522,Roger Federer,R,185,SUI,23.1375770021,58,1047,70,884,33,1345,119,410,,,,,,,,,,,,,,,,,,,,
2004-1720,Bangkok,Hard,32,A,20040927,299,102925,103219,,,103459,102458,4,,6-4 6-7 7-6,3,SF,Justin Gimelstob,R,196,USA,27.6687200548,Graydon Oliver,R,193,USA,26.2861054073,Jordan Kerr,R,180,AUS,24.9226557153,Jim Thomas,R,193,USA,30.0095824778,58,1047,70,884,60,1013,61,982,,,,,,,,,,,,,,,,,,,,
2004-1720,Bangkok,Hard,32,A,20040927,298,103254,103819,,,102388,102501,,,6-3 7-6,3,SF,Yves Allegro,R,183,SUI,26.0944558522,Roger Federer,R,185,SUI,23.1375770021,Simon Aspelin,R,185,SWE,30.3819301848,Johan Landsberg,R,183,SWE,29.7440109514,33,1345,119,410,45,1205,89,636,,,,,,,,,,,,,,,,,,,,
2004-1720,Bangkok,Hard,32,A,20040927,297,102925,103219,,,102405,102233,1,,6-7 6-4 6-4,3,QF,Justin Gimelstob,R,196,USA,27.6687200548,Graydon Oliver,R,193,USA,26.2861054073,Mahesh Bhupathi,R,185,IND,30.3080082136,Leander Paes,R,178,IND,31.279945243,58,1047,70,884,5,3925,13,2800,,,,,,,,,,,,,,,,,,,,
2004-1720,Bangkok,Hard,32,A,20040927,296,103459,102458,4,,104925,103821,,WC,7-5 6-0,3,QF,Jordan Kerr,R,180,AUS,24.9226557153,Jim Thomas,R,193,USA,30.0095824778,Novak Djokovic,R,188,SRB,17.3524982888,Danai Udomchoke,R,173,THA,23.1293634497,60,1013,61,982,619,48,204,216,,,,,,,,,,,,,,,,,,,,
2004-1720,Bangkok,Hard,32,A,20040927,295,103254,103819,,,103843,102730,,,W/O,3,QF,Yves Allegro,R,183,SUI,26.0944558522,Roger Federer,R,185,SUI,23.1375770021,Marco Chiudinelli,R,185,SUI,23.0472279261,Ivo Heuberger,R,188,SUI,28.605065024,33,1345,119,410,280,154,546,61,,,,,,,,,,,,,,,,,,,,
2004-1720,Bangkok,Hard,32,A,20040927,294,102388,102501,,,102563,102963,,,6-3 6-4,3,QF,Simon Aspelin,R,185,SWE,30.3819301848,Johan Landsberg,R,183,SWE,29.7440109514,Thomas Johansson,R,180,SWE,29.5140314853,Robert Lindstedt,R,190,SWE,27.5263518138,45,1205,89,636,314,135,102,576,,,,,,,,,,,,,,,,,,,,
2004-1720,Bangkok,Hard,32,A,20040927,293,102405,102233,1,,102722,103181,,,6-2 6-1,3,R16,Mahesh Bhupathi,R,185,IND,30.3080082136,Leander Paes,R,178,IND,31.279945243,Attila Savolt,R,183,HUN,28.643394935,Jiri Vanek,R,185,CZE,26.4284736482,5,3925,13,2800,521,65,372,111,,,,,,,,,,,,,,,,,,,,
2004-1720,Bangkok,Hard,32,A,20040927,292,103254,103819,,,102968,103544,2,,7-6 7-5,3,R16,Yves Allegro,R,183,SUI,26.0944558522,Roger Federer,R,185,SUI,23.1375770021,Jonathan Erlich,R,180,ISR,27.4798083504,Andy Ram,R,180,ISR,24.4654346338,33,1345,119,410,27,1565,29,1530,,,,,,,,,,,,,,,,,,,,
2004-1720,Bangkok,Hard,32,A,20040927,291,102388,102501,,,101904,102306,3,,6-1 6-3,3,R16,Simon Aspelin,R,185,SWE,30.3819301848,Johan Landsberg,R,183,SWE,29.7440109514,Chris Haggard,L,178,RSA,33.4182067077,Michael Kohlmann,R,188,GER,30.7104722793,45,1205,89,636,37,1310,35,1340,,,,,,,,,,,,,,,,,,,,
2004-1720,Bangkok,Hard,32,A,20040927,290,103459,102458,4,,103920,103921,,WC,4-6 6-3 6-4,3,R16,Jordan Kerr,R,180,AUS,24.9226557153,Jim Thomas,R,193,USA,30.0095824778,Sanchai Ratiwatana,R,175,THA,22.6776180698,Sonchat Ratiwatana,R,175,THA,22.6776180698,60,1013,61,982,145,336,145,336,,,,,,,,,,,,,,,,,,,,
2004-1720,Bangkok,Hard,32,A,20040927,289,103843,102730,,,102042,103319,,,7-6 7-6,3,R16,Marco Chiudinelli,R,185,SUI,23.0472279261,Ivo Heuberger,R,188,SUI,28.605065024,Brandon Coupe,R,183,USA,32.462696783,Jeff Morrison,R,185,USA,25.6454483231,280,154,546,61,118,412,345,122,,,,,,,,,,,,,,,,,,,,
2004-1720,Bangkok,Hard,32,A,20040927,288,104925,103821,,WC,102615,102836,,,6-3 6-2,3,R16,Novak Djokovic,R,188,SRB,17.3524982888,Danai Udomchoke,R,173,THA,23.1293634497,Dennis Van Scheppingen,R,185,NED,29.2320328542,Rogier Wassen,R,190,NED,28.1341546886,619,48,204,216,348,121,72,865,,,,,,,,,,,,,,,,,,,,
2004-1720,Bangkok,Hard,32,A,20040927,287,102925,103219,,,103498,104417,,,7-5 6-3,3,R16,Justin Gimelstob,R,196,USA,27.6687200548,Graydon Oliver,R,193,USA,26.2861054073,Marat Safin,R,193,RUS,24.6680355921,Robin Soderling,R,193,SWE,20.1204654346,58,1047,70,884,206,215,222,195,,,,,,,,,,,,,,,,,,,,
2004-1720,Bangkok,Hard,32,A,20040927,286,102563,102963,,,104166,103758,,,6-4 6-4,3,R16,Thomas Johansson,R,180,SWE,29.5140314853,Robert Lindstedt,R,190,SWE,27.5263518138,Alex Bogomolov Jr,R,178,RUS,21.4318959617,Taylor Dent,R,188,USA,23.4277891855,314,135,102,576,258,167,299,146,,,,,,,,,,,,,,,,,,,,
2004-301,Auckland,Hard,32,A,20040112,300,102405,102148,1,,102562,103285,,,4-6 7-5 6-3,3,F,Mahesh Bhupathi,R,185,IND,29.5989048597,Fabrice Santoro,R,178,FRA,31.0910335387,Jiri Novak,R,190,CZE,28.810403833,Radek Stepanek,R,185,CZE,25.1252566735,4,4390,9,3595,50,925,82,640,,,,,,,,,,,,,,,,,,,,
2004-301,Auckland,Hard,32,A,20040112,299,102405,102148,1,,101932,101779,3,,6-1 6-2,3,SF,Mahesh Bhupathi,R,185,IND,29.5989048597,Fabrice Santoro,R,178,FRA,31.0910335387,Jared Palmer,R,190,USA,32.5311430527,Pavel Vizner,R,183,CZE,33.4948665298,4,4390,9,3595,23,1775,25,1715,,,,,,,,,,,,,,,,,,,,
2004-301,Auckland,Hard,32,A,20040112,298,102562,103285,,,102979,101904,,,7-5 6-1,3,SF,Jiri Novak,R,190,CZE,28.810403833,Radek Stepanek,R,185,CZE,25.1252566735,Jeff Coetzee,R,173,RSA,26.7159479808,Chris Haggard,L,178,RSA,32.7091033539,50,925,82,640,78,661,24,1765,,,,,,,,,,,,,,,,,,,,
2004-301,Auckland,Hard,32,A,20040112,297,102405,102148,1,,102998,102053,,,7-6 6-1,3,QF,Mahesh Bhupathi,R,185,IND,29.5989048597,Fabrice Santoro,R,178,FRA,31.0910335387,Jan Michael Gambill,R,190,USA,26.6091718001,Brian Macphie,L,180,USA,31.6714579055,4,4390,9,3595,75,690,52,909,,,,,,,,,,,,,,,,,,,,
2004-301,Auckland,Hard,32,A,20040112,296,102562,103285,,,102477,101675,2,,6-2 7-6,3,QF,Jiri Novak,R,190,CZE,28.810403833,Radek Stepanek,R,185,CZE,25.1252566735,Gaston Etlis,R,185,ARG,29.1882272416,Martin Rodriguez,R,178,ARG,34.0670773443,50,925,82,640,21,1925,19,2045,,,,,,,,,,,,,,,,,,,,
2004-301,Auckland,Hard,32,A,20040112,295,101932,101779,3,,103813,103219,,,6-4 6-4,3,QF,Jared Palmer,R,190,USA,32.5311430527,Pavel Vizner,R,183,CZE,33.4948665298,Jarkko Nieminen,L,185,FIN,22.4722792608,Graydon Oliver,R,193,USA,25.5770020534,23,1775,25,1715,54,885,51,910,,,,,,,,,,,,,,,,,,,,
2004-301,Auckland,Hard,32,A,20040112,294,102979,101904,,,103066,104036,,WC,6-2 6-2,3,QF,Jeff Coetzee,R,173,RSA,26.7159479808,Chris Haggard,L,178,RSA,32.7091033539,Mark Nielsen,R,185,NZL,26.2614647502,Simon Rea,L,,NZL,21.4866529774,78,661,24,1765,316,139,1588,2,,,,,,,,,,,,,,,,,,,,
2004-301,Auckland,Hard,32,A,20040112,293,102405,102148,1,,103292,102839,,,6-4 6-3,3,R16,Mahesh Bhupathi,R,185,IND,29.5989048597,Fabrice Santoro,R,178,FRA,31.0910335387,Gaston Gaudio,R,175,ARG,25.0924024641,Nicolas Lapentti,R,188,ECU,27.4140999316,4,4390,9,3595,149,330,67,760,,,,,,,,,,,,,,,,,,,,
2004-301,Auckland,Hard,32,A,20040112,292,102477,101675,2,,102984,103602,,,6-2 6-4,3,R16,Gaston Etlis,R,185,ARG,29.1882272416,Martin Rodriguez,R,178,ARG,34.0670773443,Martin Garcia,R,190,ARG,26.6967830253,Fernando Gonzalez,R,183,CHI,23.4551676934,21,1925,19,2045,65,779,137,370,,,,,,,,,,,,,,,,,,,,
2004-301,Auckland,Hard,32,A,20040112,291,101932,101779,3,,102057,103252,,,6-4 7-6,3,R16,Jared Palmer,R,190,USA,32.5311430527,Pavel Vizner,R,183,CZE,33.4948665298,Devin Bowen,R,183,USA,31.65229295,Alberto Martin,R,175,ESP,25.3963039014,23,1775,25,1715,47,946,229,197,,,,,,,,,,,,,,,,,,,,
2004-301,Auckland,Hard,32,A,20040112,290,102979,101904,,,103115,102904,4,,6-3 3-6 6-2,3,R16,Jeff Coetzee,R,173,RSA,26.7159479808,Chris Haggard,L,178,RSA,32.7091033539,Tomas Cibulec,R,180,CZE,25.9904175222,Leos Friedl,R,183,CZE,27.0280629706,78,661,24,1765,29,1615,28,1630,,,,,,,,,,,,,,,,,,,,
2004-301,Auckland,Hard,32,A,20040112,289,102998,102053,,,101937,102664,,,6-3 6-2,3,R16,Jan Michael Gambill,R,190,USA,26.6091718001,Brian Macphie,L,180,USA,31.6714579055,Robbie Koenig,R,173,RSA,32.5229295003,Petr Pala,R,193,CZE,28.2792607803,75,690,52,909,38,1205,43,1071,,,,,,,,,,,,,,,,,,,,
2004-301,Auckland,Hard,32,A,20040112,288,103066,104036,,WC,104368,125906,,WC,6-3 6-4,3,R16,Mark Nielsen,R,185,NZL,26.2614647502,Simon Rea,L,,NZL,21.4866529774,Daniel King Turner,R,190,NZL,19.6605065024,Matt Prentice,U,,NZL,,316,139,1588,2,1544,3,,,,,,,,,,,,,,,,,,,,,,
2004-301,Auckland,Hard,32,A,20040112,287,103813,103219,,,102388,102398,,,6-3 6-4,3,R16,Jarkko Nieminen,L,185,FIN,22.4722792608,Graydon Oliver,R,193,USA,25.5770020534,Simon Aspelin,R,185,SWE,29.6728268309,Massimo Bertolini,R,188,ITA,29.620807666,54,885,51,910,42,1095,40,1101,,,,,,,,,,,,,,,,,,,,
2004-301,Auckland,Hard,32,A,20040112,286,102562,103285,,,102795,102076,,,6-4 6-2,3,R16,Jiri Novak,R,190,CZE,28.810403833,Radek Stepanek,R,185,CZE,25.1252566735,Scott Humphries,R,185,USA,27.6303901437,Mark Merklein,R,188,BAH,31.5400410678,50,925,82,640,59,870,37,1239,,,,,,,,,,,,,,,,,,,,
2004-306,St. Poelten,Clay,32,A,20040517,300,102251,102664,1,,103115,102904,2,,3-6 7-5 6-4,3,F,Mariano Hood,L,178,ARG,30.7570157426,Petr Pala,R,193,CZE,28.6242299795,Tomas Cibulec,R,180,CZE,26.3353867214,Leos Friedl,R,183,CZE,27.3730321697,24,1820,35,1245,33,1275,28,1560,,,,,,,,,,,,,,,,,,,,
2004-306,St. Poelten,Clay,32,A,20040517,299,102251,102664,1,,104339,103171,,,7-5 6-3,3,SF,Mariano Hood,L,178,ARG,30.7570157426,Petr Pala,R,193,CZE,28.6242299795,Mario Ancic,R,196,CRO,20.1314168378,Raemon Sluiter,R,185,NED,26.0944558522,24,1820,35,1245,71,817,141,359,,,,,,,,,,,,,,,,,,,,
2004-306,St. Poelten,Clay,32,A,20040517,298,103115,102904,2,,103333,102076,,,6-4 6-4,3,SF,Tomas Cibulec,R,180,CZE,26.3353867214,Leos Friedl,R,183,CZE,27.3730321697,Ivo Karlovic,R,208,CRO,25.2156057495,Mark Merklein,R,188,BAH,31.8850102669,33,1275,28,1560,134,371,54,970,,,,,,,,,,,,,,,,,,,,
2004-306,St. Poelten,Clay,32,A,20040517,297,102251,102664,1,,102795,104098,,,6-2 6-1,3,QF,Mariano Hood,L,178,ARG,30.7570157426,Petr Pala,R,193,CZE,28.6242299795,Scott Humphries,R,185,USA,27.9753593429,Dmitry Tursunov,R,185,RUS,21.4291581109,24,1820,35,1245,75,729,180,266,,,,,,,,,,,,,,,,,,,,
2004-306,St. Poelten,Clay,32,A,20040517,296,103115,102904,2,,103711,102881,,,6-3 6-4,3,QF,Tomas Cibulec,R,180,CZE,26.3353867214,Leos Friedl,R,183,CZE,27.3730321697,Jaroslav Levinsky,R,196,CZE,23.2607802875,David Skoch,R,183,CZE,27.5263518138,33,1275,28,1560,77,702,69,837,,,,,,,,,,,,,,,,,,,,
2004-306,St. Poelten,Clay,32,A,20040517,295,104339,103171,,,102382,102800,3,,W/O,3,QF,Mario Ancic,R,196,CRO,20.1314168378,Raemon Sluiter,R,185,NED,26.0944558522,Julian Knowle,L,188,AUT,30.0506502396,Nenad Zimonjic,R,190,SRB,27.9507186858,71,817,141,359,39,1180,22,1845,,,,,,,,,,,,,,,,,,,,
2004-306,St. Poelten,Clay,32,A,20040517,294,103333,102076,,,101097,102053,,,6-7 6-4 7-6,3,QF,Ivo Karlovic,R,208,CRO,25.2156057495,Mark Merklein,R,188,BAH,31.8850102669,Rick Leach,L,188,USA,39.3839835729,Brian Macphie,L,180,USA,32.0164271047,134,371,54,970,45,1015,52,973,,,,,,,,,,,,,,,,,,,,
2004-306,St. Poelten,Clay,32,A,20040517,293,102251,102664,1,,102501,104417,,,6-4 6-3,3,R16,Mariano Hood,L,178,ARG,30.7570157426,Petr Pala,R,193,CZE,28.6242299795,Johan Landsberg,R,183,SWE,29.3798767967,Robin Soderling,R,193,SWE,19.7563312799,24,1820,35,1245,85,629,472,84,,,,,,,,,,,,,,,,,,,,
2004-306,St. Poelten,Clay,32,A,20040517,292,103115,102904,2,,104230,102905,,WC,6-3 6-2,3,R16,Tomas Cibulec,R,180,CZE,26.3353867214,Leos Friedl,R,183,CZE,27.3730321697,Daniel Koellerer,R,180,AUT,20.7501711157,Stefan Koubek,L,175,AUT,27.370294319,33,1275,28,1560,328,139,166,300,,,,,,,,,,,,,,,,,,,,
2004-306,St. Poelten,Clay,32,A,20040517,291,102382,102800,3,,102979,101904,,,6-7 7-6 6-4,3,R16,Julian Knowle,L,188,AUT,30.0506502396,Nenad Zimonjic,R,190,SRB,27.9507186858,Jeff Coetzee,R,173,RSA,27.06091718,Chris Haggard,L,178,RSA,33.054072553,39,1180,22,1845,73,805,30,1430,,,,,,,,,,,,,,,,,,,,
2004-306,St. Poelten,Clay,32,A,20040517,290,101097,102053,,,103586,103690,4,,6-3 3-6 6-3,3,R16,Rick Leach,L,188,USA,39.3839835729,Brian Macphie,L,180,USA,32.0164271047,Mariusz Fyrstenberg,L,193,POL,23.8576317591,Marcin Matkowski,R,188,POL,23.3347022587,45,1015,52,973,41,1145,40,1145,,,,,,,,,,,,,,,,,,,,
2004-306,St. Poelten,Clay,32,A,20040517,289,104339,103171,,,102398,101937,,,6-3 6-3,3,R16,Mario Ancic,R,196,CRO,20.1314168378,Raemon Sluiter,R,185,NED,26.0944558522,Massimo Bertolini,R,188,ITA,29.9657768652,Robbie Koenig,R,173,RSA,32.8678986995,71,817,141,359,38,1205,42,1090,,,,,,,,,,,,,,,,,,,,
2004-306,St. Poelten,Clay,32,A,20040517,288,102795,104098,,,102998,102257,,WC,6-2 6-2,3,R16,Scott Humphries,R,185,USA,27.9753593429,Dmitry Tursunov,R,185,RUS,21.4291581109,Jan Michael Gambill,R,190,USA,26.9541409993,Greg Rusedski,L,193,GBR,30.6940451745,75,729,180,266,105,505,1699,1,,,,,,,,,,,,,,,,,,,,
2004-306,St. Poelten,Clay,32,A,20040517,287,103333,102076,,,104026,103248,,,W/O,3,R16,Ivo Karlovic,R,208,CRO,25.2156057495,Mark Merklein,R,188,BAH,31.8850102669,Joachim Johansson,R,198,SWE,21.87816564,Harel Levy,R,185,ISR,25.7823408624,134,371,54,970,229,204,91,583,,,,,,,,,,,,,,,,,,,,
2004-306,St. Poelten,Clay,32,A,20040517,286,103711,102881,,,103789,103781,,,6-3 1-6 6-0,3,R16,Jaroslav Levinsky,R,196,CZE,23.2607802875,David Skoch,R,183,CZE,27.5263518138,Irakli Labadze,L,188,GEO,22.9377138946,Jurgen Melzer,L,183,AUT,22.9869952088,77,702,69,837,169,295,66,876,,,,,,,,,,,,,,,,,,,,
2004-308,Munich,Clay,32,A,20040426,300,103484,102076,,,102382,102800,2,,6-2 6-4,3,F,James Blake,R,185,USA,24.3285420945,Mark Merklein,R,188,BAH,31.8275154004,Julian Knowle,L,188,AUT,29.993155373,Nenad Zimonjic,R,190,SRB,27.8932238193,59,895,73,793,44,1020,22,1810,,,,,,,,,,,,,,,,,,,,
2004-308,Munich,Clay,32,A,20040426,299,103484,102076,,,101932,101779,1,,6-3 1-6 6-2,3,SF,James Blake,R,185,USA,24.3285420945,Mark Merklein,R,188,BAH,31.8275154004,Jared Palmer,R,190,USA,32.8186173854,Pavel Vizner,R,183,CZE,33.7823408624,59,895,73,793,26,1765,27,1650,,,,,,,,,,,,,,,,,,,,
2004-308,Munich,Clay,32,A,20040426,298,102382,102800,2,,104026,102751,,,7-6 6-1,3,SF,Julian Knowle,L,188,AUT,29.993155373,Nenad Zimonjic,R,190,SRB,27.8932238193,Joachim Johansson,R,198,SWE,21.8206707734,Todd Perry,R,175,AUS,28.1095140315,44,1020,22,1810,354,129,53,957,,,,,,,,,,,,,,,,,,,,
2004-308,Munich,Clay,32,A,20040426,297,101932,101779,1,,103387,103280,,,6-4 6-2,3,QF,Jared Palmer,R,190,USA,32.8186173854,Pavel Vizner,R,183,CZE,33.7823408624,Paradorn Srichaphan,R,185,THA,24.8678986995,Martin Verkerk,R,196,NED,25.4866529774,26,1765,27,1650,86,642,89,625,,,,,,,,,,,,,,,,,,,,
2004-308,Munich,Clay,32,A,20040426,296,102382,102800,2,,103115,102881,,,6-1 6-4,3,QF,Julian Knowle,L,188,AUT,29.993155373,Nenad Zimonjic,R,190,SRB,27.8932238193,Tomas Cibulec,R,180,CZE,26.2778918549,David Skoch,R,183,CZE,27.4688569473,44,1020,22,1810,32,1325,67,837,,,,,,,,,,,,,,,,,,,,
2004-308,Munich,Clay,32,A,20040426,295,103484,102076,,,101373,102227,,,W/O,3,QF,James Blake,R,185,USA,24.3285420945,Mark Merklein,R,188,BAH,31.8275154004,Karsten Braasch,L,180,GER,36.7857631759,Sargis Sargsian,R,180,ARM,30.8966461328,59,895,73,793,63,858,36,1205,,,,,,,,,,,,,,,,,,,,
2004-308,Munich,Clay,32,A,20040426,294,104026,102751,,,102694,104229,,WC,6-3 6-4,3,QF,Joachim Johansson,R,198,SWE,21.8206707734,Todd Perry,R,175,AUS,28.1095140315,Lars Burgsmuller,R,183,GER,28.3887748118,Yen Hsun Lu,R,180,TPE,20.7008898015,354,129,53,957,218,220,115,462,,,,,,,,,,,,,,,,,,,,
2004-308,Munich,Clay,32,A,20040426,293,101932,101779,1,,103459,102092,,,7-6 6-4,3,R16,Jared Palmer,R,190,USA,32.8186173854,Pavel Vizner,R,183,CZE,33.7823408624,Jordan Kerr,R,180,AUS,24.501026694,Tom Vanhoudt,R,183,BEL,31.7453798768,26,1765,27,1650,61,893,49,981,,,,,,,,,,,,,,,,,,,,
2004-308,Munich,Clay,32,A,20040426,292,102382,102800,2,,103254,102306,,,6-2 3-6 7-6,3,R16,Julian Knowle,L,188,AUT,29.993155373,Nenad Zimonjic,R,190,SRB,27.8932238193,Yves Allegro,R,183,SUI,25.6728268309,Michael Kohlmann,R,188,GER,30.288843258,44,1020,22,1810,48,1001,57,903,,,,,,,,,,,,,,,,,,,,
